id,type,severity,classification,key,count,routeFamilies,locales,urls
"duplicate-governance-014","duplicate_title","P2","CMS_remediation_required","building-and-grounds-cleaning","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/building-and-grounds-cleaning|https://fermatmind.com/zh/career/industries/building-and-grounds-cleaning"
"duplicate-governance-015","duplicate_title","P2","acceptable_duplicate","business","2","static_legal_help","en|zh","https://fermatmind.com/en/business|https://fermatmind.com/zh/business"
"duplicate-governance-016","duplicate_title","P2","CMS_remediation_required","business-and-financial","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/business-and-financial|https://fermatmind.com/zh/career/industries/business-and-financial"
"duplicate-governance-017","duplicate_title","P2","CMS_remediation_required","business-and-financial-37ec69bd","2","career_family","en|zh","https://fermatmind.com/en/career/family/business-and-financial-37ec69bd|https://fermatmind.com/zh/career/family/business-and-financial-37ec69bd"
"duplicate-governance-018","duplicate_title","P2","CMS_remediation_required","business-and-financial-a0352070","2","career_family","en|zh","https://fermatmind.com/en/career/family/business-and-financial-a0352070|https://fermatmind.com/zh/career/family/business-and-financial-a0352070"
"duplicate-governance-019","duplicate_title","P2","CMS_remediation_required","childhood-dream-job-still-shapes-career-choice","2","article_detail","en|zh","https://fermatmind.com/en/articles/childhood-dream-job-still-shapes-career-choice|https://fermatmind.com/zh/articles/childhood-dream-job-still-shapes-career-choice"
"duplicate-governance-020","duplicate_title","P2","CMS_remediation_required","community-and-social-service","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/community-and-social-service|https://fermatmind.com/zh/career/industries/community-and-social-service"
"duplicate-governance-021","duplicate_title","P2","CMS_remediation_required","construction-and-extraction","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/construction-and-extraction|https://fermatmind.com/zh/career/industries/construction-and-extraction"
"duplicate-governance-022","duplicate_title","P2","acceptable_duplicate","contact","2","help_detail","en|zh","https://fermatmind.com/en/help/contact|https://fermatmind.com/zh/help/contact"
"duplicate-governance-023","duplicate_title","P2","CMS_remediation_required","education-training-and-library","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/education-training-and-library|https://fermatmind.com/zh/career/industries/education-training-and-library"
"duplicate-governance-024","duplicate_title","P2","acceptable_duplicate","enfj-a","2","personality_detail","en|zh","https://fermatmind.com/en/personality/enfj-a|https://fermatmind.com/zh/personality/enfj-a"
"duplicate-governance-025","duplicate_title","P2","acceptable_duplicate","enfj-t","2","personality_detail","en|zh","https://fermatmind.com/en/personality/enfj-t|https://fermatmind.com/zh/personality/enfj-t"
"duplicate-governance-026","duplicate_title","P2","acceptable_duplicate","enfp-a","2","personality_detail","en|zh","https://fermatmind.com/en/personality/enfp-a|https://fermatmind.com/zh/personality/enfp-a"
"duplicate-governance-027","duplicate_title","P2","acceptable_duplicate","enfp-t","2","personality_detail","en|zh","https://fermatmind.com/en/personality/enfp-t|https://fermatmind.com/zh/personality/enfp-t"
"duplicate-governance-028","duplicate_title","P2","acceptable_duplicate","enneagram-personality-test-nine-types","2","test_detail","en|zh","https://fermatmind.com/en/tests/enneagram-personality-test-nine-types|https://fermatmind.com/zh/tests/enneagram-personality-test-nine-types"
"duplicate-governance-029","duplicate_title","P2","CMS_remediation_required","entertainment-and-sports","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/entertainment-and-sports|https://fermatmind.com/zh/career/industries/entertainment-and-sports"
"duplicate-governance-030","duplicate_title","P2","acceptable_duplicate","entj-a","2","personality_detail","en|zh","https://fermatmind.com/en/personality/entj-a|https://fermatmind.com/zh/personality/entj-a"
"duplicate-governance-031","duplicate_title","P2","acceptable_duplicate","entj-t","2","personality_detail","en|zh","https://fermatmind.com/en/personality/entj-t|https://fermatmind.com/zh/personality/entj-t"
"duplicate-governance-032","duplicate_title","P2","acceptable_duplicate","entp-a","2","personality_detail","en|zh","https://fermatmind.com/en/personality/entp-a|https://fermatmind.com/zh/personality/entp-a"
"duplicate-governance-033","duplicate_title","P2","acceptable_duplicate","entp-t","2","personality_detail","en|zh","https://fermatmind.com/en/personality/entp-t|https://fermatmind.com/zh/personality/entp-t"
"duplicate-governance-034","duplicate_title","P2","acceptable_duplicate","eq-test-emotional-intelligence-assessment","2","test_detail","en|zh","https://fermatmind.com/en/tests/eq-test-emotional-intelligence-assessment|https://fermatmind.com/zh/tests/eq-test-emotional-intelligence-assessment"
"duplicate-governance-035","duplicate_title","P2","acceptable_duplicate","esfj-a","2","personality_detail","en|zh","https://fermatmind.com/en/personality/esfj-a|https://fermatmind.com/zh/personality/esfj-a"
"duplicate-governance-036","duplicate_title","P2","acceptable_duplicate","esfj-t","2","personality_detail","en|zh","https://fermatmind.com/en/personality/esfj-t|https://fermatmind.com/zh/personality/esfj-t"
"duplicate-governance-037","duplicate_title","P2","acceptable_duplicate","esfp-a","2","personality_detail","en|zh","https://fermatmind.com/en/personality/esfp-a|https://fermatmind.com/zh/personality/esfp-a"
"duplicate-governance-038","duplicate_title","P2","acceptable_duplicate","esfp-t","2","personality_detail","en|zh","https://fermatmind.com/en/personality/esfp-t|https://fermatmind.com/zh/personality/esfp-t"
"duplicate-governance-039","duplicate_title","P2","acceptable_duplicate","estj-a","2","personality_detail","en|zh","https://fermatmind.com/en/personality/estj-a|https://fermatmind.com/zh/personality/estj-a"
"duplicate-governance-040","duplicate_title","P2","acceptable_duplicate","estj-t","2","personality_detail","en|zh","https://fermatmind.com/en/personality/estj-t|https://fermatmind.com/zh/personality/estj-t"
"duplicate-governance-041","duplicate_title","P2","acceptable_duplicate","estp-a","2","personality_detail","en|zh","https://fermatmind.com/en/personality/estp-a|https://fermatmind.com/zh/personality/estp-a"
"duplicate-governance-042","duplicate_title","P2","acceptable_duplicate","estp-t","2","personality_detail","en|zh","https://fermatmind.com/en/personality/estp-t|https://fermatmind.com/zh/personality/estp-t"
"duplicate-governance-043","duplicate_title","P2","acceptable_duplicate","faq","2","help_detail","en|zh","https://fermatmind.com/en/help/faq|https://fermatmind.com/zh/help/faq"
"duplicate-governance-044","duplicate_title","P2","CMS_remediation_required","farming-fishing-and-forestry","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/farming-fishing-and-forestry|https://fermatmind.com/zh/career/industries/farming-fishing-and-forestry"
"duplicate-governance-045","duplicate_title","P2","CMS_remediation_required","food-preparation-and-serving","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/food-preparation-and-serving|https://fermatmind.com/zh/career/industries/food-preparation-and-serving"
"duplicate-governance-046","duplicate_title","P2","acceptable_duplicate","for-business-and-research","2","help_detail","en|zh","https://fermatmind.com/en/help/for-business-and-research|https://fermatmind.com/zh/help/for-business-and-research"
"duplicate-governance-047","duplicate_title","P2","acceptable_duplicate","guides","2","career_guides_hub","en|zh","https://fermatmind.com/en/career/guides|https://fermatmind.com/zh/career/guides"
"duplicate-governance-048","duplicate_title","P2","acceptable_duplicate","holland-career-interest-test-riasec","2","test_detail","en|zh","https://fermatmind.com/en/tests/holland-career-interest-test-riasec|https://fermatmind.com/zh/tests/holland-career-interest-test-riasec"
"duplicate-governance-049","duplicate_title","P2","CMS_remediation_required","how-16-personality-types-talk-to-an-ai-coach","2","article_detail","en|zh","https://fermatmind.com/en/articles/how-16-personality-types-talk-to-an-ai-coach|https://fermatmind.com/zh/articles/how-16-personality-types-talk-to-an-ai-coach"
"duplicate-governance-050","duplicate_title","P2","CMS_remediation_required","how-personality-shapes-attitude-toward-ai","2","article_detail","en|zh","https://fermatmind.com/en/articles/how-personality-shapes-attitude-toward-ai|https://fermatmind.com/zh/articles/how-personality-shapes-attitude-toward-ai"
"duplicate-governance-051","duplicate_title","P2","acceptable_duplicate","industries","2","career_hub","en|zh","https://fermatmind.com/en/career/industries|https://fermatmind.com/zh/career/industries"
"duplicate-governance-052","duplicate_title","P2","acceptable_duplicate","infj-a","2","personality_detail","en|zh","https://fermatmind.com/en/personality/infj-a|https://fermatmind.com/zh/personality/infj-a"
"duplicate-governance-053","duplicate_title","P2","acceptable_duplicate","infj-t","2","personality_detail","en|zh","https://fermatmind.com/en/personality/infj-t|https://fermatmind.com/zh/personality/infj-t"
"duplicate-governance-054","duplicate_title","P2","acceptable_duplicate","infp-a","2","personality_detail","en|zh","https://fermatmind.com/en/personality/infp-a|https://fermatmind.com/zh/personality/infp-a"
"duplicate-governance-055","duplicate_title","P2","acceptable_duplicate","infp-t","2","personality_detail","en|zh","https://fermatmind.com/en/personality/infp-t|https://fermatmind.com/zh/personality/infp-t"
"duplicate-governance-056","duplicate_title","P2","CMS_remediation_required","installation-maintenance-and-repair","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/installation-maintenance-and-repair|https://fermatmind.com/zh/career/industries/installation-maintenance-and-repair"
"duplicate-governance-057","duplicate_title","P2","acceptable_duplicate","intj-a","2","personality_detail","en|zh","https://fermatmind.com/en/personality/intj-a|https://fermatmind.com/zh/personality/intj-a"
"duplicate-governance-058","duplicate_title","P2","acceptable_duplicate","intj-t","2","personality_detail","en|zh","https://fermatmind.com/en/personality/intj-t|https://fermatmind.com/zh/personality/intj-t"
"duplicate-governance-059","duplicate_title","P2","acceptable_duplicate","intp-a","2","personality_detail","en|zh","https://fermatmind.com/en/personality/intp-a|https://fermatmind.com/zh/personality/intp-a"
"duplicate-governance-060","duplicate_title","P2","acceptable_duplicate","intp-t","2","personality_detail","en|zh","https://fermatmind.com/en/personality/intp-t|https://fermatmind.com/zh/personality/intp-t"
"duplicate-governance-061","duplicate_title","P2","CMS_remediation_required","iq-eq","2","topic_detail","en|zh","https://fermatmind.com/en/topics/iq-eq|https://fermatmind.com/zh/topics/iq-eq"
"duplicate-governance-062","duplicate_title","P2","acceptable_duplicate","iq-test-intelligence-quotient-assessment","2","test_detail","en|zh","https://fermatmind.com/en/tests/iq-test-intelligence-quotient-assessment|https://fermatmind.com/zh/tests/iq-test-intelligence-quotient-assessment"
"duplicate-governance-063","duplicate_title","P2","acceptable_duplicate","isfj-a","2","personality_detail","en|zh","https://fermatmind.com/en/personality/isfj-a|https://fermatmind.com/zh/personality/isfj-a"
"duplicate-governance-064","duplicate_title","P2","acceptable_duplicate","isfj-t","2","personality_detail","en|zh","https://fermatmind.com/en/personality/isfj-t|https://fermatmind.com/zh/personality/isfj-t"
"duplicate-governance-065","duplicate_title","P2","acceptable_duplicate","isfp-a","2","personality_detail","en|zh","https://fermatmind.com/en/personality/isfp-a|https://fermatmind.com/zh/personality/isfp-a"
"duplicate-governance-066","duplicate_title","P2","acceptable_duplicate","isfp-t","2","personality_detail","en|zh","https://fermatmind.com/en/personality/isfp-t|https://fermatmind.com/zh/personality/isfp-t"
"duplicate-governance-067","duplicate_title","P2","acceptable_duplicate","istj-a","2","personality_detail","en|zh","https://fermatmind.com/en/personality/istj-a|https://fermatmind.com/zh/personality/istj-a"
"duplicate-governance-068","duplicate_title","P2","acceptable_duplicate","istj-t","2","personality_detail","en|zh","https://fermatmind.com/en/personality/istj-t|https://fermatmind.com/zh/personality/istj-t"
"duplicate-governance-069","duplicate_title","P2","acceptable_duplicate","istp-a","2","personality_detail","en|zh","https://fermatmind.com/en/personality/istp-a|https://fermatmind.com/zh/personality/istp-a"
"duplicate-governance-070","duplicate_title","P2","acceptable_duplicate","istp-t","2","personality_detail","en|zh","https://fermatmind.com/en/personality/istp-t|https://fermatmind.com/zh/personality/istp-t"
"duplicate-governance-071","duplicate_title","P2","CMS_remediation_required","legal","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/legal|https://fermatmind.com/zh/career/industries/legal"
"duplicate-governance-072","duplicate_title","P2","CMS_remediation_required","life-physical-and-social-science","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/life-physical-and-social-science|https://fermatmind.com/zh/career/industries/life-physical-and-social-science"
"duplicate-governance-073","duplicate_title","P2","CMS_remediation_required","management","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/management|https://fermatmind.com/zh/career/industries/management"
"duplicate-governance-074","duplicate_title","P2","CMS_remediation_required","math","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/math|https://fermatmind.com/zh/career/industries/math"
"duplicate-governance-075","duplicate_title","P2","CMS_remediation_required","mbti","2","topic_detail","en|zh","https://fermatmind.com/en/topics/mbti|https://fermatmind.com/zh/topics/mbti"
"duplicate-governance-076","duplicate_title","P2","acceptable_duplicate","mbti-personality-test-16-personality-types","2","test_detail","en|zh","https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types|https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types"
"duplicate-governance-077","duplicate_title","P2","CMS_remediation_required","media-and-communication","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/media-and-communication|https://fermatmind.com/zh/career/industries/media-and-communication"
"duplicate-governance-078","duplicate_title","P2","CMS_remediation_required","military","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/military|https://fermatmind.com/zh/career/industries/military"
"duplicate-governance-079","duplicate_title","P2","CMS_remediation_required","office-and-administrative-support","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/office-and-administrative-support|https://fermatmind.com/zh/career/industries/office-and-administrative-support"
"duplicate-governance-080","duplicate_title","P2","CMS_remediation_required","personal-care-and-service","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/personal-care-and-service|https://fermatmind.com/zh/career/industries/personal-care-and-service"
"duplicate-governance-081","duplicate_title","P2","acceptable_duplicate","privacy","2","static_legal_help","en|zh","https://fermatmind.com/en/privacy|https://fermatmind.com/zh/privacy"
"duplicate-governance-082","duplicate_title","P2","CMS_remediation_required","production","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/production|https://fermatmind.com/zh/career/industries/production"
"duplicate-governance-083","duplicate_title","P2","CMS_remediation_required","protective-service","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/protective-service|https://fermatmind.com/zh/career/industries/protective-service"
"duplicate-governance-084","duplicate_title","P2","acceptable_duplicate","recommendations","2","career_hub","en|zh","https://fermatmind.com/en/career/recommendations|https://fermatmind.com/zh/career/recommendations"
"duplicate-governance-085","duplicate_title","P2","CMS_remediation_required","sales","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/sales|https://fermatmind.com/zh/career/industries/sales"
"duplicate-governance-086","duplicate_title","P2","acceptable_duplicate","support","2","static_legal_help","en|zh","https://fermatmind.com/en/support|https://fermatmind.com/zh/support"
"duplicate-governance-087","duplicate_title","P2","acceptable_duplicate","terms","2","static_legal_help","en|zh","https://fermatmind.com/en/terms|https://fermatmind.com/zh/terms"
"duplicate-governance-088","duplicate_title","P2","acceptable_duplicate","topics","2","topics_hub","en|zh","https://fermatmind.com/en/topics|https://fermatmind.com/zh/topics"
"duplicate-governance-089","duplicate_title","P2","CMS_remediation_required","transportation-and-material-moving","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/transportation-and-material-moving|https://fermatmind.com/zh/career/industries/transportation-and-material-moving"
"duplicate-governance-090","duplicate_title","P2","CMS_remediation_required","which-love-script-fits-you-best","2","article_detail","en|zh","https://fermatmind.com/en/articles/which-love-script-fits-you-best|https://fermatmind.com/zh/articles/which-love-script-fits-you-best"
"duplicate-governance-091","duplicate_semantic_entity","P2","semantic_entity_risk","career-family:business-and-financial","6","career_family|career_industry_detail","en|zh","https://fermatmind.com/en/career/family/business-and-financial-37ec69bd|https://fermatmind.com/en/career/family/business-and-financial-a0352070|https://fermatmind.com/en/career/industries/business-and-financial|https://fermatmind.com/zh/career/family/business-and-financial-37ec69bd|https://fermatmind.com/zh/career/family/business-and-financial-a0352070|https://fermatmind.com/zh/career/industries/business-and-financial"
"duplicate-governance-092","duplicate_semantic_entity","P2","semantic_entity_risk","career-family:computer-and-information-technology","4","career_family|career_industry_detail","en|zh","https://fermatmind.com/en/career/family/computer-and-information-technology|https://fermatmind.com/en/career/industries/computer-and-information-technology|https://fermatmind.com/zh/career/family/computer-and-information-technology|https://fermatmind.com/zh/career/industries/computer-and-information-technology"
"duplicate-governance-093","duplicate_semantic_entity","P2","semantic_entity_risk","career-family:healthcare","4","career_family|career_industry_detail","en|zh","https://fermatmind.com/en/career/family/healthcare|https://fermatmind.com/en/career/industries/healthcare|https://fermatmind.com/zh/career/family/healthcare|https://fermatmind.com/zh/career/industries/healthcare"
"duplicate-governance-094","duplicate_semantic_entity","P2","semantic_entity_risk","personality:enfj","4","personality_detail","en|zh","https://fermatmind.com/en/personality/enfj-a|https://fermatmind.com/en/personality/enfj-t|https://fermatmind.com/zh/personality/enfj-a|https://fermatmind.com/zh/personality/enfj-t"
"duplicate-governance-095","duplicate_semantic_entity","P2","semantic_entity_risk","personality:enfp","4","personality_detail","en|zh","https://fermatmind.com/en/personality/enfp-a|https://fermatmind.com/en/personality/enfp-t|https://fermatmind.com/zh/personality/enfp-a|https://fermatmind.com/zh/personality/enfp-t"
"duplicate-governance-096","duplicate_semantic_entity","P2","semantic_entity_risk","personality:entj","4","personality_detail","en|zh","https://fermatmind.com/en/personality/entj-a|https://fermatmind.com/en/personality/entj-t|https://fermatmind.com/zh/personality/entj-a|https://fermatmind.com/zh/personality/entj-t"
"duplicate-governance-097","duplicate_semantic_entity","P2","semantic_entity_risk","personality:entp","4","personality_detail","en|zh","https://fermatmind.com/en/personality/entp-a|https://fermatmind.com/en/personality/entp-t|https://fermatmind.com/zh/personality/entp-a|https://fermatmind.com/zh/personality/entp-t"
"duplicate-governance-098","duplicate_semantic_entity","P2","semantic_entity_risk","personality:esfj","4","personality_detail","en|zh","https://fermatmind.com/en/personality/esfj-a|https://fermatmind.com/en/personality/esfj-t|https://fermatmind.com/zh/personality/esfj-a|https://fermatmind.com/zh/personality/esfj-t"
"duplicate-governance-099","duplicate_semantic_entity","P2","semantic_entity_risk","personality:esfp","4","personality_detail","en|zh","https://fermatmind.com/en/personality/esfp-a|https://fermatmind.com/en/personality/esfp-t|https://fermatmind.com/zh/personality/esfp-a|https://fermatmind.com/zh/personality/esfp-t"
"duplicate-governance-100","duplicate_semantic_entity","P2","semantic_entity_risk","personality:estj","4","personality_detail","en|zh","https://fermatmind.com/en/personality/estj-a|https://fermatmind.com/en/personality/estj-t|https://fermatmind.com/zh/personality/estj-a|https://fermatmind.com/zh/personality/estj-t"
"duplicate-governance-101","duplicate_semantic_entity","P2","semantic_entity_risk","personality:estp","4","personality_detail","en|zh","https://fermatmind.com/en/personality/estp-a|https://fermatmind.com/en/personality/estp-t|https://fermatmind.com/zh/personality/estp-a|https://fermatmind.com/zh/personality/estp-t"
"duplicate-governance-102","duplicate_semantic_entity","P2","semantic_entity_risk","personality:infj","4","personality_detail","en|zh","https://fermatmind.com/en/personality/infj-a|https://fermatmind.com/en/personality/infj-t|https://fermatmind.com/zh/personality/infj-a|https://fermatmind.com/zh/personality/infj-t"
"duplicate-governance-103","duplicate_semantic_entity","P2","semantic_entity_risk","personality:infp","4","personality_detail","en|zh","https://fermatmind.com/en/personality/infp-a|https://fermatmind.com/en/personality/infp-t|https://fermatmind.com/zh/personality/infp-a|https://fermatmind.com/zh/personality/infp-t"
"duplicate-governance-104","duplicate_semantic_entity","P2","semantic_entity_risk","personality:intj","4","personality_detail","en|zh","https://fermatmind.com/en/personality/intj-a|https://fermatmind.com/en/personality/intj-t|https://fermatmind.com/zh/personality/intj-a|https://fermatmind.com/zh/personality/intj-t"
"duplicate-governance-105","duplicate_semantic_entity","P2","semantic_entity_risk","personality:intp","4","personality_detail","en|zh","https://fermatmind.com/en/personality/intp-a|https://fermatmind.com/en/personality/intp-t|https://fermatmind.com/zh/personality/intp-a|https://fermatmind.com/zh/personality/intp-t"
"duplicate-governance-106","duplicate_semantic_entity","P2","semantic_entity_risk","personality:isfj","4","personality_detail","en|zh","https://fermatmind.com/en/personality/isfj-a|https://fermatmind.com/en/personality/isfj-t|https://fermatmind.com/zh/personality/isfj-a|https://fermatmind.com/zh/personality/isfj-t"
"duplicate-governance-107","duplicate_semantic_entity","P2","semantic_entity_risk","personality:isfp","4","personality_detail","en|zh","https://fermatmind.com/en/personality/isfp-a|https://fermatmind.com/en/personality/isfp-t|https://fermatmind.com/zh/personality/isfp-a|https://fermatmind.com/zh/personality/isfp-t"
"duplicate-governance-108","duplicate_semantic_entity","P2","semantic_entity_risk","personality:istj","4","personality_detail","en|zh","https://fermatmind.com/en/personality/istj-a|https://fermatmind.com/en/personality/istj-t|https://fermatmind.com/zh/personality/istj-a|https://fermatmind.com/zh/personality/istj-t"
"duplicate-governance-109","duplicate_semantic_entity","P2","semantic_entity_risk","personality:istp","4","personality_detail","en|zh","https://fermatmind.com/en/personality/istp-a|https://fermatmind.com/en/personality/istp-t|https://fermatmind.com/zh/personality/istp-a|https://fermatmind.com/zh/personality/istp-t"
"duplicate-governance-110","duplicate_semantic_entity","P2","semantic_entity_risk","article_detail:articlesare-infj-men-rare-or-socially-silenced","2","article_detail","en|zh","https://fermatmind.com/en/articles/are-infj-men-rare-or-socially-silenced|https://fermatmind.com/zh/articles/are-infj-men-rare-or-socially-silenced"
"duplicate-governance-111","duplicate_semantic_entity","P2","semantic_entity_risk","article_detail:articlesbest-valentines-date-by-personality-and-relationship-science","2","article_detail","en|zh","https://fermatmind.com/en/articles/best-valentines-date-by-personality-and-relationship-science|https://fermatmind.com/zh/articles/best-valentines-date-by-personality-and-relationship-science"
"duplicate-governance-112","duplicate_semantic_entity","P2","semantic_entity_risk","article_detail:articleschildhood-dream-job-still-shapes-career-choice","2","article_detail","en|zh","https://fermatmind.com/en/articles/childhood-dream-job-still-shapes-career-choice|https://fermatmind.com/zh/articles/childhood-dream-job-still-shapes-career-choice"
"duplicate-governance-113","duplicate_semantic_entity","P2","semantic_entity_risk","article_detail:articleshow-16-personality-types-talk-to-an-ai-coach","2","article_detail","en|zh","https://fermatmind.com/en/articles/how-16-personality-types-talk-to-an-ai-coach|https://fermatmind.com/zh/articles/how-16-personality-types-talk-to-an-ai-coach"
"duplicate-governance-114","duplicate_semantic_entity","P2","semantic_entity_risk","article_detail:articleshow-personality-shapes-attitude-toward-ai","2","article_detail","en|zh","https://fermatmind.com/en/articles/how-personality-shapes-attitude-toward-ai|https://fermatmind.com/zh/articles/how-personality-shapes-attitude-toward-ai"
"duplicate-governance-115","duplicate_semantic_entity","P2","semantic_entity_risk","article_detail:articleswhich-love-script-fits-you-best","2","article_detail","en|zh","https://fermatmind.com/en/articles/which-love-script-fits-you-best|https://fermatmind.com/zh/articles/which-love-script-fits-you-best"
"duplicate-governance-116","duplicate_semantic_entity","P2","semantic_entity_risk","articles_hub:articles","2","articles_hub","en|zh","https://fermatmind.com/en/articles|https://fermatmind.com/zh/articles"
"duplicate-governance-117","duplicate_semantic_entity","P2","semantic_entity_risk","career_guides_hub:careerguides","2","career_guides_hub","en|zh","https://fermatmind.com/en/career/guides|https://fermatmind.com/zh/career/guides"
"duplicate-governance-118","duplicate_semantic_entity","P2","semantic_entity_risk","career_hub:career","2","career_hub","en|zh","https://fermatmind.com/en/career|https://fermatmind.com/zh/career"
"duplicate-governance-119","duplicate_semantic_entity","P2","semantic_entity_risk","career_hub:careerindustries","2","career_hub","en|zh","https://fermatmind.com/en/career/industries|https://fermatmind.com/zh/career/industries"
"duplicate-governance-120","duplicate_semantic_entity","P2","semantic_entity_risk","career_hub:careerrecommendations","2","career_hub","en|zh","https://fermatmind.com/en/career/recommendations|https://fermatmind.com/zh/career/recommendations"
"duplicate-governance-121","duplicate_semantic_entity","P2","semantic_entity_risk","career_hub:careertests","2","career_hub","en|zh","https://fermatmind.com/en/career/tests|https://fermatmind.com/zh/career/tests"
"duplicate-governance-122","duplicate_semantic_entity","P2","semantic_entity_risk","career-family:architecture-and-engineering","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/architecture-and-engineering|https://fermatmind.com/zh/career/industries/architecture-and-engineering"
"duplicate-governance-123","duplicate_semantic_entity","P2","semantic_entity_risk","career-family:arts-and-design","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/arts-and-design|https://fermatmind.com/zh/career/industries/arts-and-design"
"duplicate-governance-124","duplicate_semantic_entity","P2","semantic_entity_risk","career-family:building-and-grounds-cleaning","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/building-and-grounds-cleaning|https://fermatmind.com/zh/career/industries/building-and-grounds-cleaning"
"duplicate-governance-125","duplicate_semantic_entity","P2","semantic_entity_risk","career-family:community-and-social-service","2","career_industry_detail","en|zh","https://fermatmind.com/en/career/industries/community-and-social-service|https://fermatmind.com/zh/career/industries/community-and-social-service"
