priority_bucket,path,target_url,framework,locale,page_type,entity_key,priority_rank,priority_score,evidence_quality,query_rows_captured,automation_candidate,blocked_reason,recommended_next_task
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/en/personality/big-five/high-openness","https://fermatmind.com/en/personality/big-five/high-openness","big_five","en","","","11","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/en/personality/big-five/low-agreeableness","https://fermatmind.com/en/personality/big-five/low-agreeableness","big_five","en","","","12","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/en/personality/big-five/low-conscientiousness","https://fermatmind.com/en/personality/big-five/low-conscientiousness","big_five","en","","","13","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/en/personality/big-five/low-extraversion","https://fermatmind.com/en/personality/big-five/low-extraversion","big_five","en","","","14","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/en/personality/big-five/low-openness","https://fermatmind.com/en/personality/big-five/low-openness","big_five","en","","","15","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/en/personality/big-five/neuroticism","https://fermatmind.com/en/personality/big-five/neuroticism","big_five","en","","","16","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/en/personality/big-five/openness","https://fermatmind.com/en/personality/big-five/openness","big_five","en","","","17","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/en/personality/enneagram","https://fermatmind.com/en/personality/enneagram","enneagram","en","hub","enneagram","1","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/en/personality/enneagram/centers/gut","https://fermatmind.com/en/personality/enneagram/centers/gut","enneagram","en","center","gut","3","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/en/personality/enneagram/centers/head","https://fermatmind.com/en/personality/enneagram/centers/head","enneagram","en","center","head","7","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/en/personality/enneagram/centers/heart","https://fermatmind.com/en/personality/enneagram/centers/heart","enneagram","en","center","heart","5","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/en/personality/enneagram/type-1","https://fermatmind.com/en/personality/enneagram/type-1","enneagram","en","core_type","type-1","9","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/en/personality/enneagram/type-2","https://fermatmind.com/en/personality/enneagram/type-2","enneagram","en","core_type","type-2","11","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/en/personality/enneagram/type-3","https://fermatmind.com/en/personality/enneagram/type-3","enneagram","en","core_type","type-3","13","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/en/personality/enneagram/type-4","https://fermatmind.com/en/personality/enneagram/type-4","enneagram","en","core_type","type-4","15","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/en/personality/enneagram/type-5","https://fermatmind.com/en/personality/enneagram/type-5","enneagram","en","core_type","type-5","17","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/en/personality/enneagram/type-6","https://fermatmind.com/en/personality/enneagram/type-6","enneagram","en","core_type","type-6","19","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/en/personality/enneagram/type-7","https://fermatmind.com/en/personality/enneagram/type-7","enneagram","en","core_type","type-7","21","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/en/personality/enneagram/type-8","https://fermatmind.com/en/personality/enneagram/type-8","enneagram","en","core_type","type-8","23","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/en/personality/enneagram/type-9","https://fermatmind.com/en/personality/enneagram/type-9","enneagram","en","core_type","type-9","25","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/big-five","https://fermatmind.com/zh/personality/big-five","big_five","zh","","","19","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/big-five/agreeableness","https://fermatmind.com/zh/personality/big-five/agreeableness","big_five","zh","","","18","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/big-five/conscientiousness","https://fermatmind.com/zh/personality/big-five/conscientiousness","big_five","zh","","","20","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/big-five/emotional-stability","https://fermatmind.com/zh/personality/big-five/emotional-stability","big_five","zh","","","21","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/big-five/extraversion","https://fermatmind.com/zh/personality/big-five/extraversion","big_five","zh","","","22","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/big-five/facets","https://fermatmind.com/zh/personality/big-five/facets","big_five","zh","","","23","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/big-five/high-agreeableness","https://fermatmind.com/zh/personality/big-five/high-agreeableness","big_five","zh","","","24","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/big-five/high-conscientiousness","https://fermatmind.com/zh/personality/big-five/high-conscientiousness","big_five","zh","","","25","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/big-five/high-extraversion","https://fermatmind.com/zh/personality/big-five/high-extraversion","big_five","zh","","","26","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/big-five/high-neuroticism","https://fermatmind.com/zh/personality/big-five/high-neuroticism","big_five","zh","","","27","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/big-five/high-openness","https://fermatmind.com/zh/personality/big-five/high-openness","big_five","zh","","","28","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/big-five/low-agreeableness","https://fermatmind.com/zh/personality/big-five/low-agreeableness","big_five","zh","","","29","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/big-five/low-conscientiousness","https://fermatmind.com/zh/personality/big-five/low-conscientiousness","big_five","zh","","","30","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/big-five/low-extraversion","https://fermatmind.com/zh/personality/big-five/low-extraversion","big_five","zh","","","31","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/big-five/low-openness","https://fermatmind.com/zh/personality/big-five/low-openness","big_five","zh","","","32","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/big-five/neuroticism","https://fermatmind.com/zh/personality/big-five/neuroticism","big_five","zh","","","33","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/big-five/openness","https://fermatmind.com/zh/personality/big-five/openness","big_five","zh","","","34","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/enneagram","https://fermatmind.com/zh/personality/enneagram","enneagram","zh","hub","enneagram","2","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/enneagram/centers/gut","https://fermatmind.com/zh/personality/enneagram/centers/gut","enneagram","zh","center","gut","4","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/enneagram/centers/head","https://fermatmind.com/zh/personality/enneagram/centers/head","enneagram","zh","center","head","8","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/enneagram/centers/heart","https://fermatmind.com/zh/personality/enneagram/centers/heart","enneagram","zh","center","heart","6","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/enneagram/type-1","https://fermatmind.com/zh/personality/enneagram/type-1","enneagram","zh","core_type","type-1","10","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/enneagram/type-2","https://fermatmind.com/zh/personality/enneagram/type-2","enneagram","zh","core_type","type-2","12","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/enneagram/type-3","https://fermatmind.com/zh/personality/enneagram/type-3","enneagram","zh","core_type","type-3","14","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/enneagram/type-4","https://fermatmind.com/zh/personality/enneagram/type-4","enneagram","zh","core_type","type-4","16","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/enneagram/type-5","https://fermatmind.com/zh/personality/enneagram/type-5","enneagram","zh","core_type","type-5","18","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/enneagram/type-6","https://fermatmind.com/zh/personality/enneagram/type-6","enneagram","zh","core_type","type-6","20","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/enneagram/type-7","https://fermatmind.com/zh/personality/enneagram/type-7","enneagram","zh","core_type","type-7","22","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/enneagram/type-8","https://fermatmind.com/zh/personality/enneagram/type-8","enneagram","zh","core_type","type-8","24","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P1_QA_PASS_RECOMMENDATION_REFRESH_READY","/zh/personality/enneagram/type-9","https://fermatmind.com/zh/personality/enneagram/type-9","enneagram","zh","core_type","type-9","26","35","GSC_EVIDENCE_PENDING","0","true","","PERSONALITY-AGENT-RECOMMENDATION-AUTO-RUNNER-01"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/enfj-a-vs-enfj-t","https://fermatmind.com/en/personality/enfj-a-vs-enfj-t","mbti64","en","comparison","ENFJ","22","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/enfj-t","https://fermatmind.com/en/personality/enfj-t","mbti64","en","variant","ENFJ","23","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/enfp-a-vs-enfp-t","https://fermatmind.com/en/personality/enfp-a-vs-enfp-t","mbti64","en","comparison","ENFP","24","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/enfp-t","https://fermatmind.com/en/personality/enfp-t","mbti64","en","variant","ENFP","25","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/entj-a-vs-entj-t","https://fermatmind.com/en/personality/entj-a-vs-entj-t","mbti64","en","comparison","ENTJ","26","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/entj-t","https://fermatmind.com/en/personality/entj-t","mbti64","en","variant","ENTJ","27","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/entp-a","https://fermatmind.com/en/personality/entp-a","mbti64","en","variant","ENTP","28","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/entp-a-vs-entp-t","https://fermatmind.com/en/personality/entp-a-vs-entp-t","mbti64","en","comparison","ENTP","29","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/entp-t","https://fermatmind.com/en/personality/entp-t","mbti64","en","variant","ENTP","30","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/esfj-a-vs-esfj-t","https://fermatmind.com/en/personality/esfj-a-vs-esfj-t","mbti64","en","comparison","ESFJ","31","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/esfp-a-vs-esfp-t","https://fermatmind.com/en/personality/esfp-a-vs-esfp-t","mbti64","en","comparison","ESFP","33","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/esfp-t","https://fermatmind.com/en/personality/esfp-t","mbti64","en","variant","ESFP","34","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/estj-a","https://fermatmind.com/en/personality/estj-a","mbti64","en","variant","ESTJ","35","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/estj-a-vs-estj-t","https://fermatmind.com/en/personality/estj-a-vs-estj-t","mbti64","en","comparison","ESTJ","36","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/estj-t","https://fermatmind.com/en/personality/estj-t","mbti64","en","variant","ESTJ","37","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/estp-a","https://fermatmind.com/en/personality/estp-a","mbti64","en","variant","ESTP","38","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/estp-a-vs-estp-t","https://fermatmind.com/en/personality/estp-a-vs-estp-t","mbti64","en","comparison","ESTP","39","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/infj-a","https://fermatmind.com/en/personality/infj-a","mbti64","en","variant","INFJ","40","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/infj-a-vs-infj-t","https://fermatmind.com/en/personality/infj-a-vs-infj-t","mbti64","en","comparison","INFJ","41","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/infj-t","https://fermatmind.com/en/personality/infj-t","mbti64","en","variant","INFJ","42","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/infp-a","https://fermatmind.com/en/personality/infp-a","mbti64","en","variant","INFP","43","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/infp-a-vs-infp-t","https://fermatmind.com/en/personality/infp-a-vs-infp-t","mbti64","en","comparison","INFP","44","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/infp-t","https://fermatmind.com/en/personality/infp-t","mbti64","en","variant","INFP","45","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/intp-t","https://fermatmind.com/en/personality/intp-t","mbti64","en","variant","INTP","46","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/isfj-a","https://fermatmind.com/en/personality/isfj-a","mbti64","en","variant","ISFJ","47","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/isfj-a-vs-isfj-t","https://fermatmind.com/en/personality/isfj-a-vs-isfj-t","mbti64","en","comparison","ISFJ","48","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/isfj-t","https://fermatmind.com/en/personality/isfj-t","mbti64","en","variant","ISFJ","49","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/isfp-a","https://fermatmind.com/en/personality/isfp-a","mbti64","en","variant","ISFP","50","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/isfp-a-vs-isfp-t","https://fermatmind.com/en/personality/isfp-a-vs-isfp-t","mbti64","en","comparison","ISFP","51","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/isfp-t","https://fermatmind.com/en/personality/isfp-t","mbti64","en","variant","ISFP","52","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/istj-a","https://fermatmind.com/en/personality/istj-a","mbti64","en","variant","ISTJ","53","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/istj-a-vs-istj-t","https://fermatmind.com/en/personality/istj-a-vs-istj-t","mbti64","en","comparison","ISTJ","54","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/istj-t","https://fermatmind.com/en/personality/istj-t","mbti64","en","variant","ISTJ","55","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/istp-a-vs-istp-t","https://fermatmind.com/en/personality/istp-a-vs-istp-t","mbti64","en","comparison","ISTP","56","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/en/personality/istp-t","https://fermatmind.com/en/personality/istp-t","mbti64","en","variant","ISTP","57","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/enfj-a-vs-enfj-t","https://fermatmind.com/zh/personality/enfj-a-vs-enfj-t","mbti64","zh","comparison","ENFJ","59","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/enfj-t","https://fermatmind.com/zh/personality/enfj-t","mbti64","zh","variant","ENFJ","60","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
"P2_DISCOVERY_BACKLOG_NEEDS_GSC_SIGNAL","/zh/personality/enfp-a","https://fermatmind.com/zh/personality/enfp-a","mbti64","zh","variant","ENFP","61","0","no_gsc_row","0","false","gsc_row_not_observed","next_scheduled_gsc_import"
