url,locale,title_present,description_present,noindex_follow_ok,robots_evidence,canonical_ok,canonical_evidence,hreflang_ok,hreflang_count,title,description
https://fermatmind.com/zh/personality/big-five/high-extraversion,zh,yes,yes,yes,"<meta name=""robots"" content=""noindex, follow, noarchive, nocache""/>",yes,"<link rel=""canonical"" href=""https://fermatmind.com/zh/personality/big-five/high-extraversion""/>",yes,3,高外向性｜大五人格公共解释 | FermatMind,高外向性的公共内容包，用连续维度解释倾向、权衡、沟通和方法边界。
https://fermatmind.com/zh/personality/big-five/low-extraversion,zh,yes,yes,yes,"<meta name=""robots"" content=""noindex, follow, noarchive, nocache""/>",yes,"<link rel=""canonical"" href=""https://fermatmind.com/zh/personality/big-five/low-extraversion""/>",yes,3,低外向性｜大五人格公共解释 | FermatMind,低外向性的公共内容包，用连续维度解释倾向、权衡、沟通和方法边界。
https://fermatmind.com/zh/personality/big-five/high-agreeableness,zh,yes,yes,yes,"<meta name=""robots"" content=""noindex, follow, noarchive, nocache""/>",yes,"<link rel=""canonical"" href=""https://fermatmind.com/zh/personality/big-five/high-agreeableness""/>",yes,3,高宜人性｜大五人格公共解释 | FermatMind,高宜人性的公共内容包，用连续维度解释倾向、权衡、沟通和方法边界。
https://fermatmind.com/zh/personality/big-five/low-agreeableness,zh,yes,yes,yes,"<meta name=""robots"" content=""noindex, follow, noarchive, nocache""/>",yes,"<link rel=""canonical"" href=""https://fermatmind.com/zh/personality/big-five/low-agreeableness""/>",yes,3,低宜人性｜大五人格公共解释 | FermatMind,低宜人性的公共内容包，用连续维度解释倾向、权衡、沟通和方法边界。
https://fermatmind.com/zh/personality/big-five/high-neuroticism,zh,yes,yes,yes,"<meta name=""robots"" content=""noindex, follow, noarchive, nocache""/>",yes,"<link rel=""canonical"" href=""https://fermatmind.com/zh/personality/big-five/high-neuroticism""/>",yes,3,高神经质 / 高情绪敏感性｜大五人格公共解释 | FermatMind,高神经质 / 高情绪敏感性的公共内容包，用连续维度解释倾向、权衡、沟通和方法边界。
https://fermatmind.com/zh/personality/big-five/emotional-stability,zh,yes,yes,yes,"<meta name=""robots"" content=""noindex, follow, noarchive, nocache""/>",yes,"<link rel=""canonical"" href=""https://fermatmind.com/zh/personality/big-five/emotional-stability""/>",yes,3,情绪稳定性｜大五人格公共解释 | FermatMind,情绪稳定性的公共内容包，用连续维度解释倾向、权衡、沟通和方法边界。
https://fermatmind.com/zh/personality/big-five/facets,zh,yes,yes,yes,"<meta name=""robots"" content=""noindex, follow, noarchive, nocache""/>",yes,"<link rel=""canonical"" href=""https://fermatmind.com/zh/personality/big-five/facets""/>",yes,3,大五人格 30 个细分面向｜大五人格公共解释 | FermatMind,大五人格 30 个细分面向的公共内容包，用连续维度解释倾向、权衡、沟通和方法边界。
https://fermatmind.com/en/personality/big-five,en,yes,yes,yes,"<meta name=""robots"" content=""noindex, follow, noarchive, nocache""/>",yes,"<link rel=""canonical"" href=""https://fermatmind.com/en/personality/big-five""/>",yes,3,Big Five Personality | Big Five public guide | FermatMind,"A public content package for Big Five Personality, explaining tendencies, tradeoffs, communication, and method boundaries through a continuous dimension model."
https://fermatmind.com/en/personality/big-five/openness,en,yes,yes,yes,"<meta name=""robots"" content=""noindex, follow, noarchive, nocache""/>",yes,"<link rel=""canonical"" href=""https://fermatmind.com/en/personality/big-five/openness""/>",yes,3,Openness | Big Five public guide | FermatMind,"A public content package for Openness, explaining tendencies, tradeoffs, communication, and method boundaries through a continuous dimension model."
https://fermatmind.com/en/personality/big-five/conscientiousness,en,yes,yes,yes,"<meta name=""robots"" content=""noindex, follow, noarchive, nocache""/>",yes,"<link rel=""canonical"" href=""https://fermatmind.com/en/personality/big-five/conscientiousness""/>",yes,3,Conscientiousness | Big Five public guide | FermatMind,"A public content package for Conscientiousness, explaining tendencies, tradeoffs, communication, and method boundaries through a continuous dimension model."
https://fermatmind.com/en/personality/big-five/extraversion,en,yes,yes,yes,"<meta name=""robots"" content=""noindex, follow, noarchive, nocache""/>",yes,"<link rel=""canonical"" href=""https://fermatmind.com/en/personality/big-five/extraversion""/>",yes,3,Extraversion | Big Five public guide | FermatMind,"A public content package for Extraversion, explaining tendencies, tradeoffs, communication, and method boundaries through a continuous dimension model."
https://fermatmind.com/en/personality/big-five/agreeableness,en,yes,yes,yes,"<meta name=""robots"" content=""noindex, follow, noarchive, nocache""/>",yes,"<link rel=""canonical"" href=""https://fermatmind.com/en/personality/big-five/agreeableness""/>",yes,3,Agreeableness | Big Five public guide | FermatMind,"A public content package for Agreeableness, explaining tendencies, tradeoffs, communication, and method boundaries through a continuous dimension model."
https://fermatmind.com/en/personality/big-five/neuroticism,en,yes,yes,yes,"<meta name=""robots"" content=""noindex, follow, noarchive, nocache""/>",yes,"<link rel=""canonical"" href=""https://fermatmind.com/en/personality/big-five/neuroticism""/>",yes,3,Neuroticism / Emotional Sensitivity | Big Five public guide | FermatMind,"A public content package for Neuroticism / Emotional Sensitivity, explaining tendencies, tradeoffs, communication, and method boundaries through a continuous dimension model."
https://fermatmind.com/en/personality/big-five/high-openness,en,yes,yes,yes,"<meta name=""robots"" content=""noindex, follow, noarchive, nocache""/>",yes,"<link rel=""canonical"" href=""https://fermatmind.com/en/personality/big-five/high-openness""/>",yes,3,High Openness | Big Five public guide | FermatMind,"A public content package for High Openness, explaining tendencies, tradeoffs, communication, and method boundaries through a continuous dimension model."
https://fermatmind.com/en/personality/big-five/low-openness,en,yes,yes,yes,"<meta name=""robots"" content=""noindex, follow, noarchive, nocache""/>",yes,"<link rel=""canonical"" href=""https://fermatmind.com/en/personality/big-five/low-openness""/>",yes,3,Low Openness | Big Five public guide | FermatMind,"A public content package for Low Openness, explaining tendencies, tradeoffs, communication, and method boundaries through a continuous dimension model."
https://fermatmind.com/en/personality/big-five/high-conscientiousness,en,yes,yes,yes,"<meta name=""robots"" content=""noindex, follow, noarchive, nocache""/>",yes,"<link rel=""canonical"" href=""https://fermatmind.com/en/personality/big-five/high-conscientiousness""/>",yes,3,High Conscientiousness | Big Five public guide | FermatMind,"A public content package for High Conscientiousness, explaining tendencies, tradeoffs, communication, and method boundaries through a continuous dimension model."
https://fermatmind.com/en/personality/big-five/low-conscientiousness,en,yes,yes,yes,"<meta name=""robots"" content=""noindex, follow, noarchive, nocache""/>",yes,"<link rel=""canonical"" href=""https://fermatmind.com/en/personality/big-five/low-conscientiousness""/>",yes,3,Low Conscientiousness | Big Five public guide | FermatMind,"A public content package for Low Conscientiousness, explaining tendencies, tradeoffs, communication, and method boundaries through a continuous dimension model."
https://fermatmind.com/en/personality/big-five/high-extraversion,en,yes,yes,yes,"<meta name=""robots"" content=""noindex, follow, noarchive, nocache""/>",yes,"<link rel=""canonical"" href=""https://fermatmind.com/en/personality/big-five/high-extraversion""/>",yes,3,High Extraversion | Big Five public guide | FermatMind,"A public content package for High Extraversion, explaining tendencies, tradeoffs, communication, and method boundaries through a continuous dimension model."
https://fermatmind.com/en/personality/big-five/low-extraversion,en,yes,yes,yes,"<meta name=""robots"" content=""noindex, follow, noarchive, nocache""/>",yes,"<link rel=""canonical"" href=""https://fermatmind.com/en/personality/big-five/low-extraversion""/>",yes,3,Low Extraversion | Big Five public guide | FermatMind,"A public content package for Low Extraversion, explaining tendencies, tradeoffs, communication, and method boundaries through a continuous dimension model."
https://fermatmind.com/en/personality/big-five/high-agreeableness,en,yes,yes,yes,"<meta name=""robots"" content=""noindex, follow, noarchive, nocache""/>",yes,"<link rel=""canonical"" href=""https://fermatmind.com/en/personality/big-five/high-agreeableness""/>",yes,3,High Agreeableness | Big Five public guide | FermatMind,"A public content package for High Agreeableness, explaining tendencies, tradeoffs, communication, and method boundaries through a continuous dimension model."
https://fermatmind.com/en/personality/big-five/low-agreeableness,en,yes,yes,yes,"<meta name=""robots"" content=""noindex, follow, noarchive, nocache""/>",yes,"<link rel=""canonical"" href=""https://fermatmind.com/en/personality/big-five/low-agreeableness""/>",yes,3,Low Agreeableness | Big Five public guide | FermatMind,"A public content package for Low Agreeableness, explaining tendencies, tradeoffs, communication, and method boundaries through a continuous dimension model."
https://fermatmind.com/en/personality/big-five/high-neuroticism,en,yes,yes,yes,"<meta name=""robots"" content=""noindex, follow, noarchive, nocache""/>",yes,"<link rel=""canonical"" href=""https://fermatmind.com/en/personality/big-five/high-neuroticism""/>",yes,3,High Neuroticism / High Emotional Sensitivity | Big Five public guide | FermatMind,"A public content package for High Neuroticism / High Emotional Sensitivity, explaining tendencies, tradeoffs, communication, and method boundaries through a continuous dimension model."
https://fermatmind.com/en/personality/big-five/emotional-stability,en,yes,yes,yes,"<meta name=""robots"" content=""noindex, follow, noarchive, nocache""/>",yes,"<link rel=""canonical"" href=""https://fermatmind.com/en/personality/big-five/emotional-stability""/>",yes,3,Emotional Stability | Big Five public guide | FermatMind,"A public content package for Emotional Stability, explaining tendencies, tradeoffs, communication, and method boundaries through a continuous dimension model."
https://fermatmind.com/en/personality/big-five/facets,en,yes,yes,yes,"<meta name=""robots"" content=""noindex, follow, noarchive, nocache""/>",yes,"<link rel=""canonical"" href=""https://fermatmind.com/en/personality/big-five/facets""/>",yes,3,Big Five 30 Facets | Big Five public guide | FermatMind,"A public content package for Big Five 30 Facets, explaining tendencies, tradeoffs, communication, and method boundaries through a continuous dimension model."
