article_id,slug,translation_group,canonical,cms_authority,public_status,indexable,sitemap_eligible,llms_eligible,us_impressions,uk_impressions,other_impressions,global_impressions,global_clicks,global_ctr,global_position,query_ownership,current_title,current_meta,current_h1,native_english_quality,translation_parity,search_intent,source_quality,claim_risk,cta,article_to_test_clicks,competing_pages,refresh_potential,decision,evidence_status,limitation
192,gaokao-major-adjustment-unacceptable-major-checklist,tg_gaokao_adjustment_unacceptable_major_2026v1,https://fermatmind.com/en/articles/gaokao-major-adjustment-unacceptable-major-checklist,fap-api CMS Article public API,published,false,false,false,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Should You Accept Major Reassignment in Gaokao Applications? Start with the Unacceptable Majors in Each Program Group,"Before selecting “accept major reassignment” for a university program group, sort every major in that group into three categories: unacceptable, pending verification, or acceptable. Then use coursework, eligibility rules, and family cost constraints to decide whether the reassignment risk is one you can accept.",UNKNOWN_LIVE_RENDER,W9_QA_PASS_IN_CONTROL_EVIDENCE,SHA_BOUND_W3_SOURCE_LEDGER,UNKNOWN,SHA_BOUND_SOURCE_LEDGER,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,UNKNOWN,UNKNOWN_PER_QUERY,WAIT_CONTROL_AND_28D,HOLD,VERIFIED_API_AND_V2_CONTROL_CONFLICT,API exposes public status but search gates are false and V2 master has no promotion receipt chain; do not mark promoted in this goal.
191,eq-test-tool-guide,article-4,https://fermatmind.com/en/articles/eq-test-tool-guide,fap-api CMS Article public API,published,false,false,false,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Are EQ Tests Reliable? How to Read Scores and What They Say About Emotion Management and Relationships,"An emotional intelligence test can help you observe cues related to emotional awareness, regulation, interpersonal communication, and recovery from stress. It cannot diagnose a psychological condition, predict success, or screen job candidates. This article explains how to interpret EQ scores, what they measure, and how to turn results into practical next steps.",UNKNOWN_LIVE_RENDER,W9_QA_PASS_IN_CONTROL_EVIDENCE,SHA_BOUND_W3_SOURCE_LEDGER,UNKNOWN,SHA_BOUND_SOURCE_LEDGER,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,UNKNOWN,UNKNOWN_PER_QUERY,WAIT_CONTROL_AND_28D,HOLD,VERIFIED_API_AND_V2_CONTROL_CONFLICT,API exposes public status but search gates are false and V2 master has no promotion receipt chain; do not mark promoted in this goal.
190,enneagram-personality-test-explained,tg_article_enneagram_personality_test_explained_2026v1,https://fermatmind.com/en/articles/enneagram-personality-test-explained,fap-api CMS Article public API,published,false,false,false,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"Are Enneagram Tests Reliable? Nine Types, Core Motivations, and Result Boundaries","An Enneagram test can help you observe core motivations, attention patterns, and automatic reactions under stress. It should not be treated as a professional diagnosis, a recruitment screen, or a predictor of career success.",UNKNOWN_LIVE_RENDER,W9_QA_PASS_IN_CONTROL_EVIDENCE,SHA_BOUND_W3_SOURCE_LEDGER,UNKNOWN,SHA_BOUND_SOURCE_LEDGER,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,UNKNOWN,UNKNOWN_PER_QUERY,WAIT_CONTROL_AND_28D,HOLD,VERIFIED_API_AND_V2_CONTROL_CONFLICT,API exposes public status but search gates are false and V2 master has no promotion receipt chain; do not mark promoted in this goal.
189,college-major-choice-holland-mbti-career-test,tg_article_college_major_choice_holland_mbti_career_test_2026v1,https://fermatmind.com/en/articles/college-major-choice-holland-mbti-career-test,fap-api CMS Article public API,published,false,false,false,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"Choosing a College Major After the Gaokao: How to Use RIASEC, MBTI, and Career Interest Tests","Before submitting Gaokao applications, use RIASEC, MBTI, and real-world exploration as inputs—not verdicts—when comparing majors. This guide explains what these tools can and cannot tell you.",UNKNOWN_LIVE_RENDER,W9_QA_PASS_IN_CONTROL_EVIDENCE,SHA_BOUND_W3_SOURCE_LEDGER,UNKNOWN,SHA_BOUND_SOURCE_LEDGER,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,UNKNOWN,UNKNOWN_PER_QUERY,WAIT_CONTROL_AND_28D,HOLD,VERIFIED_API_AND_V2_CONTROL_CONFLICT,API exposes public status but search gates are false and V2 master has no promotion receipt chain; do not mark promoted in this goal.
188,big-five-tool-guide,big5-v2-df8d5e7f157e301b9a0f4dc8e6b8c3b66c7e31f4,https://fermatmind.com/en/articles/big-five-tool-guide,fap-api CMS Article public API,published,false,false,false,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Big Five Personality Test Guide: How to Use Results and Respect Their Limits,"First verify the tools, scores, and comparison criteria, then use low-risk observation to gather both confirmatory evidence and counterexamples; do not let a single personality test determine ability, identity, or future.",UNKNOWN_LIVE_RENDER,W9_QA_PASS_IN_CONTROL_EVIDENCE,SHA_BOUND_W3_SOURCE_LEDGER,UNKNOWN,SHA_BOUND_SOURCE_LEDGER,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,UNKNOWN,UNKNOWN_PER_QUERY,WAIT_CONTROL_AND_28D,HOLD,VERIFIED_API_AND_V2_CONTROL_CONFLICT,API exposes public status but search gates are false and V2 master has no promotion receipt chain; do not mark promoted in this goal.
187,big-five-narrative-portrait,big5-v2-8381cc150e7180b365a397ce3e3a25e2626b8970,https://fermatmind.com/en/articles/big-five-narrative-portrait,fap-api CMS Article public API,published,false,false,false,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,How Should You Read a Big Five Personality Profile? Turning OCEAN Scores into a Personal Narrative,"Put each OCEAN dimension back into context. Map possible behaviors, costs, counterexamples, and questions to test, creating a profile you can review rather than a fixed label.",UNKNOWN_LIVE_RENDER,W9_QA_PASS_IN_CONTROL_EVIDENCE,SHA_BOUND_W3_SOURCE_LEDGER,UNKNOWN,SHA_BOUND_SOURCE_LEDGER,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,UNKNOWN,UNKNOWN_PER_QUERY,WAIT_CONTROL_AND_28D,HOLD,VERIFIED_API_AND_V2_CONTROL_CONFLICT,API exposes public status but search gates are false and V2 master has no promotion receipt chain; do not mark promoted in this goal.
186,big-five-growth-guide,big5-v2-f29331ce54d2f28a7051702932c39aaf69d2bf61,https://fermatmind.com/en/articles/big-five-growth-guide,fap-api CMS Article public API,published,false,false,false,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,How Can Big Five Personality Results Support Growth? A Five-Dimensional Behavioral Experiment and Review Guide,"Do not chase ideal personality scores; instead, set a realistic goal and turn trait assumptions into observable, actionable, and reviewable behavioral experiments.",UNKNOWN_LIVE_RENDER,W9_QA_PASS_IN_CONTROL_EVIDENCE,SHA_BOUND_W3_SOURCE_LEDGER,UNKNOWN,SHA_BOUND_SOURCE_LEDGER,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,UNKNOWN,UNKNOWN_PER_QUERY,WAIT_CONTROL_AND_28D,HOLD,VERIFIED_API_AND_V2_CONTROL_CONFLICT,API exposes public status but search gates are false and V2 master has no promotion receipt chain; do not mark promoted in this goal.
85,major-category-program-tracking-riasec-choice-checklist,tg_major_category_program_tracking_riasec_2026v1,https://fermatmind.com/en/articles/major-category-program-tracking-riasec-choice-checklist,fap-api CMS Article public API,published,true,true,true,UNKNOWN,UNKNOWN,UNKNOWN,62,0,0%,13.81,INFER_FROM_SLUG_AND_GSC_REQUIRED,"How to Choose a Track in a Broad Major Category: Courses, RIASEC Interests, and Transfer Windows","Before program tracking, verify courses, criteria, capacity, and transfer windows. Use RIASEC to compare tracks without treating it as a decision engine.",UNKNOWN_LIVE_RENDER,UNKNOWN_NOT_FULL_EDITORIAL_REVIEW,GROUP_PRESENT_NOT_EQUAL_TO_PARITY_PROOF,INFORMATIONAL_SUPPORTING,UNKNOWN_PER_ARTICLE,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,3 total / URL breakdown unavailable,UNKNOWN_PER_QUERY,PROTECT_CURRENT_OWNER,PROTECT,VERIFIED,Country/device and per-page conversion remain unavailable; source decision is from the retained closure snapshot.
81,big-five-conscientiousness-low-procrastination-task-plan,tg_big_five_conscientiousness_task_plan_2026v1,https://fermatmind.com/en/articles/big-five-conscientiousness-low-procrastination-task-plan,fap-api CMS Article public API,published,true,true,true,UNKNOWN,UNKNOWN,UNKNOWN,28,0,0%,11.89,INFER_FROM_SLUG_AND_GSC_REQUIRED,"Low Conscientiousness in the Big Five: Procrastination Triggers, Task Splitting, and Execution Checklists","Use a low Big Five conscientiousness result to map procrastination triggers, 15-minute task starts, feedback loops, and weekly review habits.",UNKNOWN_LIVE_RENDER,UNKNOWN_NOT_FULL_EDITORIAL_REVIEW,GROUP_PRESENT_NOT_EQUAL_TO_PARITY_PROOF,INFORMATIONAL_SUPPORTING,UNKNOWN_PER_ARTICLE,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,3 total / URL breakdown unavailable,UNKNOWN_PER_QUERY,PROTECT_CURRENT_OWNER,PROTECT,VERIFIED,Country/device and per-page conversion remain unavailable; source decision is from the retained closure snapshot.
79,big-five-emotional-stability-stress-recovery-communication,tg_big_five_emotional_stability_stress_2026v1,https://fermatmind.com/en/articles/big-five-emotional-stability-stress-recovery-communication,fap-api CMS Article public API,published,true,true,true,UNKNOWN,UNKNOWN,UNKNOWN,191,0,0%,11.99,INFER_FROM_SLUG_AND_GSC_REQUIRED,"Low Emotional Stability in the Big Five: Stress Triggers, Recovery Habits, and Communication Boundaries","Use low Emotional Stability as a stress-sensitivity signal, not a diagnosis. Map triggers, recovery habits, communication boundaries, and support signals.",UNKNOWN_LIVE_RENDER,UNKNOWN_NOT_FULL_EDITORIAL_REVIEW,GROUP_PRESENT_NOT_EQUAL_TO_PARITY_PROOF,INFORMATIONAL_SUPPORTING,UNKNOWN_PER_ARTICLE,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,3 total / URL breakdown unavailable,UNKNOWN_PER_QUERY,HIGHER_DUE_TO_EXISTING_IMPRESSIONS,REFRESH,VERIFIED,Country/device and per-page conversion remain unavailable; source decision is from the retained closure snapshot.
75,unwanted-major-repeat-or-stay-riasec-decision-checklist,tg_unwanted_major_repeat_stay_riasec_2026v1,https://fermatmind.com/en/articles/unwanted-major-repeat-or-stay-riasec-decision-checklist,fap-api CMS Article public API,published,true,true,true,UNKNOWN,UNKNOWN,UNKNOWN,105,0,0%,18.42,INFER_FROM_SLUG_AND_GSC_REQUIRED,"Assigned a Major That Feels Wrong? Repeat, Stay, Transfer, or Pivot With a RIASEC Checklist","Compare repeating, staying, transferring, minoring, or pivoting after checking curriculum, transfer policy, family cost, and RIASEC fit.",UNKNOWN_LIVE_RENDER,UNKNOWN_NOT_FULL_EDITORIAL_REVIEW,GROUP_PRESENT_NOT_EQUAL_TO_PARITY_PROOF,INFORMATIONAL_SUPPORTING,UNKNOWN_PER_ARTICLE,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,3 total / URL breakdown unavailable,UNKNOWN_PER_QUERY,HIGHER_DUE_TO_EXISTING_IMPRESSIONS,REFRESH,VERIFIED,Country/device and per-page conversion remain unavailable; source decision is from the retained closure snapshot.
73,major-career-mismatch-job-search-skills-plan,tg_major_career_mismatch_job_search_skills_2026v1,https://fermatmind.com/en/articles/major-career-mismatch-job-search-skills-plan,fap-api CMS Article public API,published,true,true,true,UNKNOWN,UNKNOWN,UNKNOWN,178,0,0%,11.8,INFER_FROM_SLUG_AND_GSC_REQUIRED,How to Get a Job Unrelated to Your Major: Translate Your Degree into Job Evidence,"Turn an unrelated major into job evidence with JD analysis, projects, internships, resume language, and Holland/RIASEC validation.",UNKNOWN_LIVE_RENDER,UNKNOWN_NOT_FULL_EDITORIAL_REVIEW,GROUP_PRESENT_NOT_EQUAL_TO_PARITY_PROOF,INFORMATIONAL_SUPPORTING,UNKNOWN_PER_ARTICLE,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,3 total / URL breakdown unavailable,UNKNOWN_PER_QUERY,HIGHER_DUE_TO_EXISTING_IMPRESSIONS,REFRESH,VERIFIED,Country/device and per-page conversion remain unavailable; source decision is from the retained closure snapshot.
71,unwanted-major-adjustment-riasec-transfer-plan,tg_unwanted_major_riasec_transfer_plan_2026v1,https://fermatmind.com/en/articles/unwanted-major-adjustment-riasec-transfer-plan,fap-api CMS Article public API,published,true,true,true,UNKNOWN,UNKNOWN,UNKNOWN,34,0,0%,16.76,INFER_FROM_SLUG_AND_GSC_REQUIRED,"Assigned to a Major You Don’t Like? Course, Transfer, and RIASEC Backup Checklist","Use courses, transfer policy, RIASEC interests, and skill bridges to decide whether an unwanted major should be kept, verified, or exit-planned.",UNKNOWN_LIVE_RENDER,UNKNOWN_NOT_FULL_EDITORIAL_REVIEW,GROUP_PRESENT_NOT_EQUAL_TO_PARITY_PROOF,INFORMATIONAL_SUPPORTING,UNKNOWN_PER_ARTICLE,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,3 total / URL breakdown unavailable,UNKNOWN_PER_QUERY,PROTECT_CURRENT_OWNER,PROTECT,VERIFIED,Country/device and per-page conversion remain unavailable; source decision is from the retained closure snapshot.
69,enneagram-workplace-friction-core-motivations,tg_enneagram_workplace_friction_core_motivations_2026v1,https://fermatmind.com/en/articles/enneagram-workplace-friction-core-motivations,fap-api CMS Article public API,published,true,true,true,UNKNOWN,UNKNOWN,UNKNOWN,8,0,0%,9.5,INFER_FROM_SLUG_AND_GSC_REQUIRED,Enneagram Workplace Friction: Core Motivations & Conflict Guide,"Deconstruct office friction using the Enneagram lens. Map core motivations to concrete feedback loops, stress patterns, and safer communication experiments.",UNKNOWN_LIVE_RENDER,UNKNOWN_NOT_FULL_EDITORIAL_REVIEW,GROUP_PRESENT_NOT_EQUAL_TO_PARITY_PROOF,INFORMATIONAL_SUPPORTING,UNKNOWN_PER_ARTICLE,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,3 total / URL breakdown unavailable,UNKNOWN_PER_QUERY,PROTECT_CURRENT_OWNER,PROTECT,VERIFIED,Country/device and per-page conversion remain unavailable; source decision is from the retained closure snapshot.
65,hot-major-fit-riasec-course-career-checklist,tg_hot_major_fit_riasec_course_career_2026v1,https://fermatmind.com/en/articles/hot-major-fit-riasec-course-career-checklist,fap-api CMS Article public API,published,true,true,true,UNKNOWN,UNKNOWN,UNKNOWN,99,0,0%,15.92,INFER_FROM_SLUG_AND_GSC_REQUIRED,"Is a Popular College Major Right for Me? A Course, Career Activity, and Holland/RIASEC Checklist","Use course modules, work activities, and Holland/RIASEC clues to decide whether a popular major belongs in keep, verify, or deprioritize.",UNKNOWN_LIVE_RENDER,UNKNOWN_NOT_FULL_EDITORIAL_REVIEW,GROUP_PRESENT_NOT_EQUAL_TO_PARITY_PROOF,INFORMATIONAL_SUPPORTING,UNKNOWN_PER_ARTICLE,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,3 total / URL breakdown unavailable,UNKNOWN_PER_QUERY,PROTECT_CURRENT_OWNER,PROTECT,VERIFIED,Country/device and per-page conversion remain unavailable; source decision is from the retained closure snapshot.
61,mbti-full-report-career-relationship-communication,tg_mbti_full_report_career_relationship_2026v1,https://fermatmind.com/en/articles/mbti-full-report-career-relationship-communication,fap-api CMS Article public API,published,true,true,true,UNKNOWN,UNKNOWN,UNKNOWN,48,0,0%,12.4,INFER_FROM_SLUG_AND_GSC_REQUIRED,"How to Read Your Full MBTI Report: From 16 Personality Results to Career, Relationships, and Communication","Learn how to read a full MBTI-style report beyond the four-letter label, with career, relationship, communication, teamwork, and self-growth examples.",UNKNOWN_LIVE_RENDER,UNKNOWN_NOT_FULL_EDITORIAL_REVIEW,GROUP_PRESENT_NOT_EQUAL_TO_PARITY_PROOF,INFORMATIONAL_SUPPORTING,UNKNOWN_PER_ARTICLE,Review medical/career/education/guarantee boundaries before any refresh,UNKNOWN_PER_ARTICLE,3 total / URL breakdown unavailable,UNKNOWN_PER_QUERY,PROTECT_CURRENT_OWNER,PROTECT,VERIFIED,Country/device and per-page conversion remain unavailable; source decision is from the retained closure snapshot.
