source,captured_at,country,device,locale,date_window,query,page,evidence_status,limitation,query_id,window_id,market_segment,source_row_count,impressions,clicks,ctr,position,current_owner,intent,serp_dominant_page_type,current_canonical_fit,claim_risk,content_gap,experiment_decision,serp_evidence_status,serp_sources,serp_rank,explicitly_not_applied
M01_GSC_COMBINED_SAFE_JOINT|E02_SERP_SNAPSHOT_2026_08_10,2026-08-10T07:27:42Z,GLOBAL,ALL,en,2026-06-15/2026-07-12,RIASEC test,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,VERIFIED_GSC_SEARCH_ANALYTICS_API_QUERY_PAGE_MARKET_DEVICE,"Returned-safe M01 aggregate; country is not language, missing rows are not zero, and Search Analytics top-row availability is not exhaustive. SERP sample is non-personalized research, not stable country/device rank tracking.",R01-prev28-GLOBAL-ALL-01,prev28,GLOBAL,16,61,0,0.0000%,50.5574,RIASEC_EXPLAINER_ARTICLE_CURRENT_GSC_OWNER,direct assessment,assessment tools plus explainers,MISALIGNED_ARTICLE_OWNER_FOR_DIRECT_INTENT,"High if framed as aptitude, personality, job fit, or validated accuracy.",Direct test intent currently lands primarily on the explainer in M01; form choice and interest-only boundary need visible alignment.,CMS_METADATA_FIRST_FOLD_EXPERIMENT_CANDIDATE,VERIFIED_CURRENT_SAMPLE_WITHOUT_STABLE_RANK,careerkey.org;careeronestop.org;riasec test tools,UNKNOWN_NON_PERSONALIZED_SAMPLE_NOT_RANK_TRACKING,true
M01_GSC_COMBINED_SAFE_JOINT|E02_SERP_SNAPSHOT_2026_08_10,2026-08-10T07:27:42Z,GLOBAL,desktop,en,2026-06-15/2026-07-12,RIASEC test,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,VERIFIED_GSC_SEARCH_ANALYTICS_API_QUERY_PAGE_MARKET_DEVICE,"Returned-safe M01 aggregate; country is not language, missing rows are not zero, and Search Analytics top-row availability is not exhaustive. SERP sample is non-personalized research, not stable country/device rank tracking.",R01-prev28-GLOBAL-desktop-02,prev28,GLOBAL,15,59,0,0.0000%,50.5763,RIASEC_EXPLAINER_ARTICLE_CURRENT_GSC_OWNER,direct assessment,assessment tools plus explainers,MISALIGNED_ARTICLE_OWNER_FOR_DIRECT_INTENT,"High if framed as aptitude, personality, job fit, or validated accuracy.",Direct test intent currently lands primarily on the explainer in M01; form choice and interest-only boundary need visible alignment.,CMS_METADATA_FIRST_FOLD_EXPERIMENT_CANDIDATE,VERIFIED_CURRENT_SAMPLE_WITHOUT_STABLE_RANK,careerkey.org;careeronestop.org;riasec test tools,UNKNOWN_NON_PERSONALIZED_SAMPLE_NOT_RANK_TRACKING,true
M01_GSC_COMBINED_SAFE_JOINT|E02_SERP_SNAPSHOT_2026_08_10,2026-08-10T07:27:42Z,GLOBAL,mobile,en,2026-06-15/2026-07-12,RIASEC test,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,VERIFIED_GSC_SEARCH_ANALYTICS_API_QUERY_PAGE_MARKET_DEVICE,"Returned-safe M01 aggregate; country is not language, missing rows are not zero, and Search Analytics top-row availability is not exhaustive. SERP sample is non-personalized research, not stable country/device rank tracking.",R01-prev28-GLOBAL-mobile-03,prev28,GLOBAL,1,2,0,0.0000%,50.0000,RIASEC_EXPLAINER_ARTICLE_CURRENT_GSC_OWNER,direct assessment,assessment tools plus explainers,MISALIGNED_ARTICLE_OWNER_FOR_DIRECT_INTENT,"High if framed as aptitude, personality, job fit, or validated accuracy.",Direct test intent currently lands primarily on the explainer in M01; form choice and interest-only boundary need visible alignment.,CMS_METADATA_FIRST_FOLD_EXPERIMENT_CANDIDATE,VERIFIED_CURRENT_SAMPLE_WITHOUT_STABLE_RANK,careerkey.org;careeronestop.org;riasec test tools,UNKNOWN_NON_PERSONALIZED_SAMPLE_NOT_RANK_TRACKING,true
M01_GSC_COMBINED_SAFE_JOINT|E02_SERP_SNAPSHOT_2026_08_10,2026-08-10T07:27:42Z,EXCLUDING_USA_GBR,ALL,en,2026-06-15/2026-07-12,RIASEC test,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,VERIFIED_GSC_SEARCH_ANALYTICS_API_QUERY_PAGE_MARKET_DEVICE,"Returned-safe M01 aggregate; country is not language, missing rows are not zero, and Search Analytics top-row availability is not exhaustive. SERP sample is non-personalized research, not stable country/device rank tracking.",R01-prev28-OTHER-ALL-04,prev28,OTHER,13,33,0,0.0000%,52.4242,RIASEC_EXPLAINER_ARTICLE_CURRENT_GSC_OWNER,direct assessment,assessment tools plus explainers,MISALIGNED_ARTICLE_OWNER_FOR_DIRECT_INTENT,"High if framed as aptitude, personality, job fit, or validated accuracy.",Direct test intent currently lands primarily on the explainer in M01; form choice and interest-only boundary need visible alignment.,CMS_METADATA_FIRST_FOLD_EXPERIMENT_CANDIDATE,VERIFIED_CURRENT_SAMPLE_WITHOUT_STABLE_RANK,careerkey.org;careeronestop.org;riasec test tools,UNKNOWN_NON_PERSONALIZED_SAMPLE_NOT_RANK_TRACKING,true
M01_GSC_COMBINED_SAFE_JOINT|E02_SERP_SNAPSHOT_2026_08_10,2026-08-10T07:27:42Z,EXCLUDING_USA_GBR,desktop,en,2026-06-15/2026-07-12,RIASEC test,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,VERIFIED_GSC_SEARCH_ANALYTICS_API_QUERY_PAGE_MARKET_DEVICE,"Returned-safe M01 aggregate; country is not language, missing rows are not zero, and Search Analytics top-row availability is not exhaustive. SERP sample is non-personalized research, not stable country/device rank tracking.",R01-prev28-OTHER-desktop-05,prev28,OTHER,13,33,0,0.0000%,52.4242,RIASEC_EXPLAINER_ARTICLE_CURRENT_GSC_OWNER,direct assessment,assessment tools plus explainers,MISALIGNED_ARTICLE_OWNER_FOR_DIRECT_INTENT,"High if framed as aptitude, personality, job fit, or validated accuracy.",Direct test intent currently lands primarily on the explainer in M01; form choice and interest-only boundary need visible alignment.,CMS_METADATA_FIRST_FOLD_EXPERIMENT_CANDIDATE,VERIFIED_CURRENT_SAMPLE_WITHOUT_STABLE_RANK,careerkey.org;careeronestop.org;riasec test tools,UNKNOWN_NON_PERSONALIZED_SAMPLE_NOT_RANK_TRACKING,true
M01_GSC_COMBINED_SAFE_JOINT|E02_SERP_SNAPSHOT_2026_08_10,2026-08-10T07:27:42Z,GBR,ALL,en,2026-06-15/2026-07-12,RIASEC test,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,VERIFIED_GSC_SEARCH_ANALYTICS_API_QUERY_PAGE_MARKET_DEVICE,"Returned-safe M01 aggregate; country is not language, missing rows are not zero, and Search Analytics top-row availability is not exhaustive. SERP sample is non-personalized research, not stable country/device rank tracking.",R01-prev28-UK-ALL-06,prev28,UK,1,4,0,0.0000%,46.5000,RIASEC_EXPLAINER_ARTICLE_CURRENT_GSC_OWNER,direct assessment,assessment tools plus explainers,MISALIGNED_ARTICLE_OWNER_FOR_DIRECT_INTENT,"High if framed as aptitude, personality, job fit, or validated accuracy.",Direct test intent currently lands primarily on the explainer in M01; form choice and interest-only boundary need visible alignment.,CMS_METADATA_FIRST_FOLD_EXPERIMENT_CANDIDATE,VERIFIED_CURRENT_SAMPLE_WITHOUT_STABLE_RANK,careerkey.org;careeronestop.org;riasec test tools,UNKNOWN_NON_PERSONALIZED_SAMPLE_NOT_RANK_TRACKING,true
M01_GSC_COMBINED_SAFE_JOINT|E02_SERP_SNAPSHOT_2026_08_10,2026-08-10T07:27:42Z,GBR,desktop,en,2026-06-15/2026-07-12,RIASEC test,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,VERIFIED_GSC_SEARCH_ANALYTICS_API_QUERY_PAGE_MARKET_DEVICE,"Returned-safe M01 aggregate; country is not language, missing rows are not zero, and Search Analytics top-row availability is not exhaustive. SERP sample is non-personalized research, not stable country/device rank tracking.",R01-prev28-UK-desktop-07,prev28,UK,1,4,0,0.0000%,46.5000,RIASEC_EXPLAINER_ARTICLE_CURRENT_GSC_OWNER,direct assessment,assessment tools plus explainers,MISALIGNED_ARTICLE_OWNER_FOR_DIRECT_INTENT,"High if framed as aptitude, personality, job fit, or validated accuracy.",Direct test intent currently lands primarily on the explainer in M01; form choice and interest-only boundary need visible alignment.,CMS_METADATA_FIRST_FOLD_EXPERIMENT_CANDIDATE,VERIFIED_CURRENT_SAMPLE_WITHOUT_STABLE_RANK,careerkey.org;careeronestop.org;riasec test tools,UNKNOWN_NON_PERSONALIZED_SAMPLE_NOT_RANK_TRACKING,true
M01_GSC_COMBINED_SAFE_JOINT|E02_SERP_SNAPSHOT_2026_08_10,2026-08-10T07:27:42Z,USA,ALL,en,2026-06-15/2026-07-12,RIASEC test,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,VERIFIED_GSC_SEARCH_ANALYTICS_API_QUERY_PAGE_MARKET_DEVICE,"Returned-safe M01 aggregate; country is not language, missing rows are not zero, and Search Analytics top-row availability is not exhaustive. SERP sample is non-personalized research, not stable country/device rank tracking.",R01-prev28-US-ALL-08,prev28,US,2,24,0,0.0000%,48.6667,RIASEC_EXPLAINER_ARTICLE_CURRENT_GSC_OWNER,direct assessment,assessment tools plus explainers,MISALIGNED_ARTICLE_OWNER_FOR_DIRECT_INTENT,"High if framed as aptitude, personality, job fit, or validated accuracy.",Direct test intent currently lands primarily on the explainer in M01; form choice and interest-only boundary need visible alignment.,CMS_METADATA_FIRST_FOLD_EXPERIMENT_CANDIDATE,VERIFIED_CURRENT_SAMPLE_WITHOUT_STABLE_RANK,careerkey.org;careeronestop.org;riasec test tools,UNKNOWN_NON_PERSONALIZED_SAMPLE_NOT_RANK_TRACKING,true
M01_GSC_COMBINED_SAFE_JOINT|E02_SERP_SNAPSHOT_2026_08_10,2026-08-10T07:27:42Z,USA,desktop,en,2026-06-15/2026-07-12,RIASEC test,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,VERIFIED_GSC_SEARCH_ANALYTICS_API_QUERY_PAGE_MARKET_DEVICE,"Returned-safe M01 aggregate; country is not language, missing rows are not zero, and Search Analytics top-row availability is not exhaustive. SERP sample is non-personalized research, not stable country/device rank tracking.",R01-prev28-US-desktop-09,prev28,US,1,22,0,0.0000%,48.5455,RIASEC_EXPLAINER_ARTICLE_CURRENT_GSC_OWNER,direct assessment,assessment tools plus explainers,MISALIGNED_ARTICLE_OWNER_FOR_DIRECT_INTENT,"High if framed as aptitude, personality, job fit, or validated accuracy.",Direct test intent currently lands primarily on the explainer in M01; form choice and interest-only boundary need visible alignment.,CMS_METADATA_FIRST_FOLD_EXPERIMENT_CANDIDATE,VERIFIED_CURRENT_SAMPLE_WITHOUT_STABLE_RANK,careerkey.org;careeronestop.org;riasec test tools,UNKNOWN_NON_PERSONALIZED_SAMPLE_NOT_RANK_TRACKING,true
M01_GSC_COMBINED_SAFE_JOINT|E02_SERP_SNAPSHOT_2026_08_10,2026-08-10T07:27:42Z,USA,mobile,en,2026-06-15/2026-07-12,RIASEC test,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,VERIFIED_GSC_SEARCH_ANALYTICS_API_QUERY_PAGE_MARKET_DEVICE,"Returned-safe M01 aggregate; country is not language, missing rows are not zero, and Search Analytics top-row availability is not exhaustive. SERP sample is non-personalized research, not stable country/device rank tracking.",R01-prev28-US-mobile-10,prev28,US,1,2,0,0.0000%,50.0000,RIASEC_EXPLAINER_ARTICLE_CURRENT_GSC_OWNER,direct assessment,assessment tools plus explainers,MISALIGNED_ARTICLE_OWNER_FOR_DIRECT_INTENT,"High if framed as aptitude, personality, job fit, or validated accuracy.",Direct test intent currently lands primarily on the explainer in M01; form choice and interest-only boundary need visible alignment.,CMS_METADATA_FIRST_FOLD_EXPERIMENT_CANDIDATE,VERIFIED_CURRENT_SAMPLE_WITHOUT_STABLE_RANK,careerkey.org;careeronestop.org;riasec test tools,UNKNOWN_NON_PERSONALIZED_SAMPLE_NOT_RANK_TRACKING,true
M01_GSC_COMBINED_SAFE_JOINT|E02_SERP_SNAPSHOT_2026_08_10,2026-08-10T07:27:42Z,GLOBAL,ALL,en,2026-05-12/2026-08-09,RIASEC test,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,VERIFIED_GSC_SEARCH_ANALYTICS_API_QUERY_PAGE_MARKET_DEVICE,"Returned-safe M01 aggregate; country is not language, missing rows are not zero, and Search Analytics top-row availability is not exhaustive. SERP sample is non-personalized research, not stable country/device rank tracking.",R01-day90-GLOBAL-ALL-01,day90,GLOBAL,25,148,0,0.0000%,50.7838,RIASEC_EXPLAINER_ARTICLE_CURRENT_GSC_OWNER,direct assessment,assessment tools plus explainers,MISALIGNED_ARTICLE_OWNER_FOR_DIRECT_INTENT,"High if framed as aptitude, personality, job fit, or validated accuracy.",Direct test intent currently lands primarily on the explainer in M01; form choice and interest-only boundary need visible alignment.,CMS_METADATA_FIRST_FOLD_EXPERIMENT_CANDIDATE,VERIFIED_CURRENT_SAMPLE_WITHOUT_STABLE_RANK,careerkey.org;careeronestop.org;riasec test tools,UNKNOWN_NON_PERSONALIZED_SAMPLE_NOT_RANK_TRACKING,true
M01_GSC_COMBINED_SAFE_JOINT|E02_SERP_SNAPSHOT_2026_08_10,2026-08-10T07:27:42Z,GLOBAL,desktop,en,2026-05-12/2026-08-09,RIASEC test,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,VERIFIED_GSC_SEARCH_ANALYTICS_API_QUERY_PAGE_MARKET_DEVICE,"Returned-safe M01 aggregate; country is not language, missing rows are not zero, and Search Analytics top-row availability is not exhaustive. SERP sample is non-personalized research, not stable country/device rank tracking.",R01-day90-GLOBAL-desktop-02,day90,GLOBAL,23,141,0,0.0000%,51.8794,RIASEC_EXPLAINER_ARTICLE_CURRENT_GSC_OWNER,direct assessment,assessment tools plus explainers,MISALIGNED_ARTICLE_OWNER_FOR_DIRECT_INTENT,"High if framed as aptitude, personality, job fit, or validated accuracy.",Direct test intent currently lands primarily on the explainer in M01; form choice and interest-only boundary need visible alignment.,CMS_METADATA_FIRST_FOLD_EXPERIMENT_CANDIDATE,VERIFIED_CURRENT_SAMPLE_WITHOUT_STABLE_RANK,careerkey.org;careeronestop.org;riasec test tools,UNKNOWN_NON_PERSONALIZED_SAMPLE_NOT_RANK_TRACKING,true
M01_GSC_COMBINED_SAFE_JOINT|E02_SERP_SNAPSHOT_2026_08_10,2026-08-10T07:27:42Z,GLOBAL,mobile,en,2026-05-12/2026-08-09,RIASEC test,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,VERIFIED_GSC_SEARCH_ANALYTICS_API_QUERY_PAGE_MARKET_DEVICE,"Returned-safe M01 aggregate; country is not language, missing rows are not zero, and Search Analytics top-row availability is not exhaustive. SERP sample is non-personalized research, not stable country/device rank tracking.",R01-day90-GLOBAL-mobile-03,day90,GLOBAL,1,6,0,0.0000%,31.6667,RIASEC_EXPLAINER_ARTICLE_CURRENT_GSC_OWNER,direct assessment,assessment tools plus explainers,MISALIGNED_ARTICLE_OWNER_FOR_DIRECT_INTENT,"High if framed as aptitude, personality, job fit, or validated accuracy.",Direct test intent currently lands primarily on the explainer in M01; form choice and interest-only boundary need visible alignment.,CMS_METADATA_FIRST_FOLD_EXPERIMENT_CANDIDATE,VERIFIED_CURRENT_SAMPLE_WITHOUT_STABLE_RANK,careerkey.org;careeronestop.org;riasec test tools,UNKNOWN_NON_PERSONALIZED_SAMPLE_NOT_RANK_TRACKING,true
