level,slug,locale,code,message
repair_required,actuaries,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,actuaries,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,actuaries,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,actuaries,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,actuaries,zh-CN,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,actuaries,zh-CN,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,actuaries,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,actuaries,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,actuaries,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,actuaries,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,actuaries,en,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,actuaries,en,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,acupuncturists,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,acupuncturists,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,acupuncturists,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,acupuncturists,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,acupuncturists,zh-CN,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,acupuncturists,zh-CN,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,acupuncturists,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,acupuncturists,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,acupuncturists,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,acupuncturists,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,acupuncturists,en,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,acupuncturists,en,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,acute-care-nurses,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,acute-care-nurses,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,acute-care-nurses,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,acute-care-nurses,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,acute-care-nurses,zh-CN,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,acute-care-nurses,zh-CN,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,acute-care-nurses,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,acute-care-nurses,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,acute-care-nurses,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,acute-care-nurses,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,acute-care-nurses,en,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,acute-care-nurses,en,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,adapted-physical-education-specialists,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adapted-physical-education-specialists,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adapted-physical-education-specialists,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adapted-physical-education-specialists,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adapted-physical-education-specialists,zh-CN,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,adapted-physical-education-specialists,zh-CN,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,adapted-physical-education-specialists,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adapted-physical-education-specialists,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adapted-physical-education-specialists,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adapted-physical-education-specialists,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adapted-physical-education-specialists,en,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,adapted-physical-education-specialists,en,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,adhesive-bonding-machine-operators-and-tenders,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adhesive-bonding-machine-operators-and-tenders,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adhesive-bonding-machine-operators-and-tenders,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adhesive-bonding-machine-operators-and-tenders,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adhesive-bonding-machine-operators-and-tenders,zh-CN,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,adhesive-bonding-machine-operators-and-tenders,zh-CN,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,adhesive-bonding-machine-operators-and-tenders,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adhesive-bonding-machine-operators-and-tenders,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adhesive-bonding-machine-operators-and-tenders,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adhesive-bonding-machine-operators-and-tenders,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adhesive-bonding-machine-operators-and-tenders,en,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,adhesive-bonding-machine-operators-and-tenders,en,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,administrative-law-judges-adjudicators-and-hearing-officers,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-law-judges-adjudicators-and-hearing-officers,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-law-judges-adjudicators-and-hearing-officers,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-law-judges-adjudicators-and-hearing-officers,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-law-judges-adjudicators-and-hearing-officers,zh-CN,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,administrative-law-judges-adjudicators-and-hearing-officers,zh-CN,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,administrative-law-judges-adjudicators-and-hearing-officers,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-law-judges-adjudicators-and-hearing-officers,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-law-judges-adjudicators-and-hearing-officers,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-law-judges-adjudicators-and-hearing-officers,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-law-judges-adjudicators-and-hearing-officers,en,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,administrative-law-judges-adjudicators-and-hearing-officers,en,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,administrative-services-managers,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-services-managers,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-services-managers,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-services-managers,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-services-managers,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-services-managers,zh-CN,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,administrative-services-managers,zh-CN,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,administrative-services-managers,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-services-managers,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-services-managers,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-services-managers,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-services-managers,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,administrative-services-managers,en,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,administrative-services-managers,en,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,adult-literacy-and-ged-teachers,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adult-literacy-and-ged-teachers,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adult-literacy-and-ged-teachers,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adult-literacy-and-ged-teachers,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adult-literacy-and-ged-teachers,zh-CN,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,adult-literacy-and-ged-teachers,zh-CN,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,adult-literacy-and-ged-teachers,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adult-literacy-and-ged-teachers,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adult-literacy-and-ged-teachers,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adult-literacy-and-ged-teachers,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adult-literacy-and-ged-teachers,en,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,adult-literacy-and-ged-teachers,en,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,zh-CN,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,zh-CN,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,en,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,en,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,advanced-practice-psychiatric-nurses,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advanced-practice-psychiatric-nurses,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advanced-practice-psychiatric-nurses,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advanced-practice-psychiatric-nurses,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advanced-practice-psychiatric-nurses,zh-CN,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,advanced-practice-psychiatric-nurses,zh-CN,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,advanced-practice-psychiatric-nurses,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advanced-practice-psychiatric-nurses,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advanced-practice-psychiatric-nurses,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advanced-practice-psychiatric-nurses,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advanced-practice-psychiatric-nurses,en,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,advanced-practice-psychiatric-nurses,en,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,advertising-and-promotions-managers,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-and-promotions-managers,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-and-promotions-managers,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-and-promotions-managers,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-and-promotions-managers,zh-CN,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,advertising-and-promotions-managers,zh-CN,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,advertising-and-promotions-managers,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-and-promotions-managers,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-and-promotions-managers,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-and-promotions-managers,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-and-promotions-managers,en,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,advertising-and-promotions-managers,en,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,advertising-sales-agents,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-sales-agents,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-sales-agents,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-sales-agents,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-sales-agents,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-sales-agents,zh-CN,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,advertising-sales-agents,zh-CN,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,advertising-sales-agents,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-sales-agents,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-sales-agents,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-sales-agents,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-sales-agents,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-sales-agents,en,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,advertising-sales-agents,en,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,advertising-promotions-and-marketing-managers,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-promotions-and-marketing-managers,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-promotions-and-marketing-managers,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-promotions-and-marketing-managers,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-promotions-and-marketing-managers,zh-CN,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,advertising-promotions-and-marketing-managers,zh-CN,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,advertising-promotions-and-marketing-managers,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-promotions-and-marketing-managers,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-promotions-and-marketing-managers,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-promotions-and-marketing-managers,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,advertising-promotions-and-marketing-managers,en,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,advertising-promotions-and-marketing-managers,en,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,aerospace-engineering-and-operations-technicians,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,aerospace-engineering-and-operations-technicians,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,aerospace-engineering-and-operations-technicians,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,aerospace-engineering-and-operations-technicians,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,aerospace-engineering-and-operations-technicians,zh-CN,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,aerospace-engineering-and-operations-technicians,zh-CN,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,aerospace-engineering-and-operations-technicians,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,aerospace-engineering-and-operations-technicians,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,aerospace-engineering-and-operations-technicians,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,aerospace-engineering-and-operations-technicians,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,aerospace-engineering-and-operations-technicians,en,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,aerospace-engineering-and-operations-technicians,en,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,aerospace-engineers,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,aerospace-engineers,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,aerospace-engineers,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,aerospace-engineers,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,aerospace-engineers,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,aerospace-engineers,zh-CN,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,aerospace-engineers,zh-CN,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,aerospace-engineers,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,aerospace-engineers,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,aerospace-engineers,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,aerospace-engineers,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,aerospace-engineers,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,aerospace-engineers,en,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,aerospace-engineers,en,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,agents-and-business-managers-of-artists-performers-and-athletes,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,agents-and-business-managers-of-artists-performers-and-athletes,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,agents-and-business-managers-of-artists-performers-and-athletes,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,agents-and-business-managers-of-artists-performers-and-athletes,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,agents-and-business-managers-of-artists-performers-and-athletes,zh-CN,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,agents-and-business-managers-of-artists-performers-and-athletes,zh-CN,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,agents-and-business-managers-of-artists-performers-and-athletes,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,agents-and-business-managers-of-artists-performers-and-athletes,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,agents-and-business-managers-of-artists-performers-and-athletes,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,agents-and-business-managers-of-artists-performers-and-athletes,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,agents-and-business-managers-of-artists-performers-and-athletes,en,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,agents-and-business-managers-of-artists-performers-and-athletes,en,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,agricultural-and-food-science-technicians,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,agricultural-and-food-science-technicians,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,agricultural-and-food-science-technicians,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,agricultural-and-food-science-technicians,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,agricultural-and-food-science-technicians,zh-CN,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,agricultural-and-food-science-technicians,zh-CN,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,agricultural-and-food-science-technicians,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,agricultural-and-food-science-technicians,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,agricultural-and-food-science-technicians,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,agricultural-and-food-science-technicians,en,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,agricultural-and-food-science-technicians,en,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,agricultural-and-food-science-technicians,en,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
repair_required,agricultural-and-food-scientists,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,agricultural-and-food-scientists,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,agricultural-and-food-scientists,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,agricultural-and-food-scientists,zh-CN,asset_source_missing_fields,"citation_boundary,evidence_scope,publisher,source_type"
repair_required,agricultural-and-food-scientists,zh-CN,asset_external_calibration_source_not_object,'pew_onet_ai_exposure_methodology'
repair_required,agricultural-and-food-scientists,zh-CN,asset_external_calibration_source_not_object,'gpts_are_gpts_task_exposure'
