article_id,translation_group_id,locale,slug,canonical_url,title,h1,excerpt,category,tags,primary_topic,secondary_topics,author,reviewer,published_at,updated_at,current_cms_revision_identity,cms_status,is_public,http_status,canonical,hreflang,robots,sitemap_state,llms_state,schema_state,backend_structured_data_keys,live_jsonld_types,live_jsonld_parse_errors,visible_faq_count,faq_schema_count,word_count,source_reference_state,claim_sensitivity,primary_cta,cta_target,inbound_links,outbound_links,related_articles,related_tests,related_personality_pages,related_career_pages,gsc_clicks_7d,gsc_impressions_7d,gsc_ctr_7d,gsc_position_7d,gsc_clicks_28d,gsc_impressions_28d,gsc_ctr_28d,gsc_position_28d,gsc_clicks_prev28d,gsc_impressions_prev28d,gsc_ctr_prev28d,gsc_position_prev28d,gsc_clicks_90d,gsc_impressions_90d,gsc_ctr_90d,gsc_position_90d,ga4_views_28d,ga4_users_28d,ga4_engagement_28d,article_to_test_clicks_28d,test_starts_attributed_28d,qualified_completes_attributed_28d,primary_classification,secondary_classifications,primary_action,classification_rationale,evidence_status,reassessment_date
198,article-7,en,iq-test-tool-guide,https://fermatmind.com/en/articles/iq-test-tool-guide,"FermatMind IQ Test Guide: What It Measures, How to Read Results, and Its Limits","FermatMind IQ Test Guide: What It Measures, How to Read Results, and Its Limits","FermatMind's 30-question online test is designed to observe performance on matrix and figural-reasoning tasks and is not intended for clinical, educational, or credentialing purposes.",能力与认知,Unknown,IQ,Unknown,Unknown,Unknown,2026-08-03T07:10:58.000000Z,2026-08-03T08:24:50.000000Z,459,published,true,200,https://fermatmind.com/en/articles/iq-test-tool-guide,zh=https://fermatmind.com/zh/articles/iq-test-tool-guide | zh-CN=https://fermatmind.com/zh/articles/iq-test-tool-guide,"noindex,nofollow",excluded_by_authority,excluded_by_authority,none_observed_in_server_html,Article,none_observed,0,2,0,1526,present_public_source_refs:3,ability_sensitive,Take the test,https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types,article_cohort:0;sitewide:Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Authority,CTA present; Conversion UNKNOWN,KEEP_AUTHORITY,M01 page grain=not present in capped current28 page export; metrics remain Unknown; current28 clicks=Unknown; impressions=Unknown; position=Unknown; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,2026-11-08
73,tg_major_career_mismatch_job_search_skills_2026v1,en,major-career-mismatch-job-search-skills-plan,https://fermatmind.com/en/articles/major-career-mismatch-job-search-skills-plan,How to Get a Job Unrelated to Your Major: Translate Your Degree into Job Evidence,How to Get a Job Unrelated to Your Major: Translate Your Degree into Job Evidence,"Turn an unrelated major into job evidence with JD analysis, projects, internships, resume language, and Holland/RIASEC validation.",Career Planning,RIASEC | Holland Code | career mismatch | unrelated major | resume | internships,RIASEC/Career Decision,Unknown,Fermat Institute,Unknown,2026-07-02T01:00:59.000000Z,2026-07-02T01:00:59.000000Z,93,published,true,200,https://fermatmind.com/en/articles/major-career-mismatch-job-search-skills-plan,en=https://fermatmind.com/en/articles/major-career-mismatch-job-search-skills-plan | zh=https://fermatmind.com/zh/articles/major-career-mismatch-job-search-skills-plan | zh-CN=https://fermatmind.com/zh/articles/major-career-mismatch-job-search-skills-plan,"index,follow",included_verified,observed,Article | BreadcrumbList | ListItem | Person,Article | Person,Article | BreadcrumbList | ListItem | Person,0,2,0,2783,no_explicit_external_ref_detected:0,career_sensitive,"Take the Holland/RIASEC test, then map your result to job tasks",https://fermatmind.com/en/tests/holland-career-interest-test-riasec,article_cohort:0;sitewide:Unknown,1,Unknown,/en/tests/holland-career-interest-test-riasec,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,159,0.0%,11.53,0,179,0.0%,11.73,0,338,0.0%,11.64,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Near Winner,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,M01 page grain=observed current28 page row; current28 clicks=0; impressions=159; position=11.53; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,2026-11-08
85,tg_major_category_program_tracking_riasec_2026v1,en,major-category-program-tracking-riasec-choice-checklist,https://fermatmind.com/en/articles/major-category-program-tracking-riasec-choice-checklist,"How to Choose a Track in a Broad Major Category: Courses, RIASEC Interests, and Transfer Windows","How to Choose a Track in a Broad Major Category: Courses, RIASEC Interests, and Transfer Windows","Before program tracking, verify courses, criteria, capacity, and transfer windows. Use RIASEC to compare tracks without treating it as a decision engine.",College Major Choice / Career Exploration,RIASEC | Holland Code | major transfer | broad major category | program tracking | curriculum plan,RIASEC/Career Decision,Unknown,Fermat Institute,Unknown,2026-07-10T00:55:49.000000Z,2026-07-10T00:55:49.000000Z,105,published,true,200,https://fermatmind.com/en/articles/major-category-program-tracking-riasec-choice-checklist,en=https://fermatmind.com/en/articles/major-category-program-tracking-riasec-choice-checklist | zh=https://fermatmind.com/zh/articles/major-category-program-tracking-riasec-choice-checklist | zh-CN=https://fermatmind.com/zh/articles/major-category-program-tracking-riasec-choice-checklist,"index,follow",included_verified,observed,Article | BreadcrumbList | ListItem | Person,Article | Person,Article | BreadcrumbList | ListItem | Person,0,2,0,2466,no_explicit_external_ref_detected:0,career_sensitive,"Take the Holland/RIASEC test, then compare your track options",https://fermatmind.com/en/tests/holland-career-interest-test-riasec,article_cohort:0;sitewide:Unknown,1,Unknown,/en/tests/holland-career-interest-test-riasec,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,49,0.0%,14.31,0,13,0.0%,11.92,0,62,0.0%,13.81,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unclassified,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,M01 page grain=observed current28 page row; current28 clicks=0; impressions=49; position=14.31; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,2026-11-08
199,tg_math_computer_ai_course_riasec_2026v1,en,math-not-good-computer-ai-major-course-riasec-checklist,https://fermatmind.com/en/articles/math-not-good-computer-ai-major-course-riasec-checklist,"Can You Study Computer Science or AI If Math Is Not Your Strength? A Course, Work-Activity, and RIASEC Checklist","Can You Study Computer Science or AI If Math Is Not Your Strength? A Course, Work-Activity, and RIASEC Checklist","Can someone who struggles with math still apply to computer science or AI? Start by identifying the specific math gaps, reviewing course requirements and real work activities, and using RIASEC interests to sort majors into three working lists: keep, verify, or set aside.",高考志愿,Unknown,RIASEC/Career Decision,Unknown,Fermat Institute,Unknown,2026-08-03T07:10:58.000000Z,2026-08-03T08:24:50.000000Z,460,published,true,200,https://fermatmind.com/en/articles/math-not-good-computer-ai-major-course-riasec-checklist,zh=https://fermatmind.com/zh/articles/math-not-good-computer-ai-major-course-riasec-checklist | zh-CN=https://fermatmind.com/zh/articles/math-not-good-computer-ai-major-course-riasec-checklist,"noindex,nofollow",excluded_by_authority,excluded_by_authority,none_observed_in_server_html,Article | Person,none_observed,0,2,0,4815,no_explicit_external_ref_detected:0,career_sensitive,Take the test,https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types,article_cohort:0;sitewide:Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Authority,CTA present; Conversion UNKNOWN,KEEP_AUTHORITY,M01 page grain=not present in capped current28 page export; metrics remain Unknown; current28 clicks=Unknown; impressions=Unknown; position=Unknown; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,2026-11-08
200,article-8,en,mbti-basics,https://fermatmind.com/en/articles/mbti-basics,What Is MBTI? What 16 Personality Types Can—and Cannot—Tell You,What Is MBTI? What 16 Personality Types Can—and Cannot—Tell You,"The MBTI personality test can help you observe preferences related to energy, information gathering, decision-making, and daily organization. It cannot assess ability, diagnose a psychological condition, or determine career suitability.",人格心理学,Unknown,MBTI,Unknown,Unknown,Unknown,2026-08-03T07:10:58.000000Z,2026-08-03T08:24:51.000000Z,461,published,true,200,https://fermatmind.com/en/articles/mbti-basics,zh=https://fermatmind.com/zh/articles/mbti-basics | zh-CN=https://fermatmind.com/zh/articles/mbti-basics,"noindex,nofollow",excluded_by_authority,excluded_by_authority,none_observed_in_server_html,Article,none_observed,0,2,0,3294,no_explicit_external_ref_detected:0,identity_sensitive,Take the test,https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types,article_cohort:0;sitewide:Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unclassified,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,M01 page grain=not present in capped current28 page export; metrics remain Unknown; current28 clicks=Unknown; impressions=Unknown; position=Unknown; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,2026-11-08
61,tg_mbti_full_report_career_relationship_2026v1,en,mbti-full-report-career-relationship-communication,https://fermatmind.com/en/articles/mbti-full-report-career-relationship-communication,"How to Read Your Full MBTI Report: From 16 Personality Results to Career, Relationships, and Communication","How to Read Your Full MBTI Report: From 16 Personality Results to Career, Relationships, and Communication","Learn how to read a full MBTI-style report beyond the four-letter label, with career, relationship, communication, teamwork, and self-growth examples.",Personality Testing,MBTI | career exploration | 16 personality test | personality results | relationship communication | teamwork | self-growth,RIASEC/Career Decision,Unknown,Fermat Institute,Unknown,2026-06-29T12:28:40.000000Z,2026-06-29T12:28:40.000000Z,81,published,true,200,https://fermatmind.com/en/articles/mbti-full-report-career-relationship-communication,en=https://fermatmind.com/en/articles/mbti-full-report-career-relationship-communication | zh=https://fermatmind.com/zh/articles/mbti-full-report-career-relationship-communication | zh-CN=https://fermatmind.com/zh/articles/mbti-full-report-career-relationship-communication,"index,follow",included_verified,observed,none_observed_in_server_html,Article | Person,none_observed,0,2,0,2692,no_explicit_external_ref_detected:0,career_sensitive,Take the free MBTI test,https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types,article_cohort:0;sitewide:Unknown,1,Unknown,/en/tests/mbti-personality-test-16-personality-types,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,49,0.0%,12.29,0,14,0.0%,9.57,0,63,0.0%,11.68,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unclassified,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,M01 page grain=observed current28 page row; current28 clicks=0; impressions=49; position=12.29; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,2026-11-08
201,article-9,en,mbti-growth-guide,https://fermatmind.com/en/articles/mbti-growth-guide,How Can MBTI Support Personal Growth? From Preferences to Four-Week Behavioral Experiments,How Can MBTI Support Personal Growth? From Preferences to Four-Week Behavioral Experiments,"Growth isn't about becoming the opposite type, but rather practicing alternative strategies in real-world scenarios to expand the range of available behaviors.",人格心理学,Unknown,MBTI,Unknown,Unknown,Unknown,2026-08-03T07:10:58.000000Z,2026-08-03T08:24:51.000000Z,462,published,true,200,https://fermatmind.com/en/articles/mbti-growth-guide,zh=https://fermatmind.com/zh/articles/mbti-growth-guide | zh-CN=https://fermatmind.com/zh/articles/mbti-growth-guide,"noindex,nofollow",excluded_by_authority,excluded_by_authority,none_observed_in_server_html,Article,none_observed,0,2,0,1591,present_public_source_refs:3,identity_sensitive,Take the test,https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types,article_cohort:0;sitewide:Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Authority,CTA present; Conversion UNKNOWN,KEEP_AUTHORITY,M01 page grain=not present in capped current28 page export; metrics remain Unknown; current28 clicks=Unknown; impressions=Unknown; position=Unknown; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,2026-11-08
202,article-10,en,mbti-narrative-portrait,https://fermatmind.com/en/articles/mbti-narrative-portrait,How Should You Interpret MBTI Results? Validate Four Preference Pairs in Real Situations,How Should You Interpret MBTI Results? Validate Four Preference Pairs in Real Situations,"Break down MBTI-style results into four preference clusters, form tentative hypotheses based on real-world scenarios, counterexamples, and situational changes, rather than fixed identities.",人格心理学,Unknown,MBTI,Unknown,Unknown,Unknown,2026-08-03T07:10:59.000000Z,2026-08-03T08:24:52.000000Z,463,published,true,200,https://fermatmind.com/en/articles/mbti-narrative-portrait,zh=https://fermatmind.com/zh/articles/mbti-narrative-portrait | zh-CN=https://fermatmind.com/zh/articles/mbti-narrative-portrait,"noindex,nofollow",excluded_by_authority,excluded_by_authority,none_observed_in_server_html,Article,none_observed,0,2,0,1690,present_public_source_refs:3,identity_sensitive,Take the test,https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types,article_cohort:0;sitewide:Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,2,0.0%,4.5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Authority,CTA present; Conversion UNKNOWN,KEEP_AUTHORITY,M01 page grain=observed current28 page row; current28 clicks=0; impressions=2; position=4.5; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,2026-11-08
34,3a7a3b5d-d289-4928-8587-3ecce465b1cc,en,mbti-personality-test-science-vs-pseudoscience,https://fermatmind.com/en/articles/mbti-personality-test-science-vs-pseudoscience,MBTI Personality Test: Scientific Tool or Cyber Fortune-Telling?,MBTI Personality Test: Scientific Tool or Cyber Fortune-Telling?,"MBTI is useful as a language for preferences, but dangerous when treated as a destiny label.",Personality Psychology,MBTI | 16 Personality Types | Big Five | Personality Test | Career Development,RIASEC/Career Decision,Unknown,Fermat Institute,Unknown,2026-06-23T13:01:33.000000Z,2026-06-23T13:01:33.000000Z,70,published,true,200,https://fermatmind.com/en/articles/mbti-personality-test-science-vs-pseudoscience,en=https://fermatmind.com/en/articles/mbti-personality-test-science-vs-pseudoscience | zh=https://fermatmind.com/zh/articles/mbti-personality-test-science-vs-pseudoscience | zh-CN=https://fermatmind.com/zh/articles/mbti-personality-test-science-vs-pseudoscience,"index,follow",included_verified,observed,none_observed_in_server_html,Answer | Article | FAQPage | Person | Question,none_observed,0,5,0,2527,no_explicit_external_ref_detected:0,career_sensitive,Take the test,https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types,article_cohort:0;sitewide:Unknown,1,Unknown,/en/tests/mbti-personality-test-16-personality-types,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,116,0.0%,15.41,0,185,0.0%,13.53,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Authority,CTA present; Conversion UNKNOWN,KEEP_AUTHORITY,M01 page grain=not present in capped current28 page export; metrics remain Unknown; current28 clicks=Unknown; impressions=Unknown; position=Unknown; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,2026-11-08
39,article_mbti_vs_holland_career_choice_v1,en,mbti-vs-holland-code-career-choice,https://fermatmind.com/en/articles/mbti-vs-holland-code-career-choice,MBTI vs. Holland Code/RIASEC: Which Career Test Should You Take?,MBTI vs. Holland Code/RIASEC: Which Career Test Should You Take?,"If your question is “What career fits me?”, the Holland Code/RIASEC framework is usually more direct than MBTI. If your question is “How do I tend to work with people, structure, and decisions?”, MBTI can be useful as a work-style lens. The strongest approach is not choosing one test over the other, but combining career interests, personality preferences, and real job evidence.",Career Decision-Making,RIASEC | MBTI | Holland Code | Big Five | Personality Test | Career Assessment | Career Interest Test | College Major | Career Change,RIASEC/Career Decision,Unknown,Fermat Institute,Unknown,2026-06-03T04:43:00.000000Z,2026-06-03T04:43:00.000000Z,44,published,true,200,https://fermatmind.com/en/articles/mbti-vs-holland-code-career-choice,en=https://fermatmind.com/en/articles/mbti-vs-holland-code-career-choice | zh=https://fermatmind.com/zh/articles/mbti-vs-holland-career-choice | zh-CN=https://fermatmind.com/zh/articles/mbti-vs-holland-career-choice,"index,follow",included_verified,observed,none_observed_in_server_html,Answer | Article | FAQPage | Person | Question,none_observed,0,5,0,1920,no_explicit_external_ref_detected:0,career_sensitive,Start with the Holland Code/RIASEC Test,https://fermatmind.com/en/tests/holland-career-interest-test-riasec,article_cohort:0;sitewide:Unknown,3,Unknown,/en/tests/holland-career-interest-test-riasec | /en/tests/mbti-personality-test-16-personality-types | /en/tests/big-five-personality-test-ocean-model,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,62,0.0%,7.53,2,113,1.77%,10.96,2,203,0.99%,9.06,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Near Winner,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,M01 page grain=observed current28 page row; current28 clicks=0; impressions=62; position=7.53; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,2026-11-08
71,tg_unwanted_major_riasec_transfer_plan_2026v1,en,unwanted-major-adjustment-riasec-transfer-plan,https://fermatmind.com/en/articles/unwanted-major-adjustment-riasec-transfer-plan,"Assigned to a Major You Don’t Like? Course, Transfer, and RIASEC Backup Checklist","Assigned to a Major You Don’t Like? Course, Transfer, and RIASEC Backup Checklist","Use courses, transfer policy, RIASEC interests, and skill bridges to decide whether an unwanted major should be kept, verified, or exit-planned.",College Major Choice / Career Exploration,RIASEC | Holland Code | College Major | career interests | unwanted major | transfer planning,RIASEC/Career Decision,Unknown,Fermat Institute,Unknown,2026-07-01T03:37:26.000000Z,2026-07-01T03:37:26.000000Z,91,published,true,200,https://fermatmind.com/en/articles/unwanted-major-adjustment-riasec-transfer-plan,en=https://fermatmind.com/en/articles/unwanted-major-adjustment-riasec-transfer-plan | zh=https://fermatmind.com/zh/articles/unwanted-major-adjustment-riasec-transfer-plan | zh-CN=https://fermatmind.com/zh/articles/unwanted-major-adjustment-riasec-transfer-plan,"index,follow",included_verified,observed,none_observed_in_server_html,Article | Person,none_observed,0,2,0,2170,no_explicit_external_ref_detected:0,career_sensitive,Take the Holland/RIASEC test and turn your result into verification questions,https://fermatmind.com/en/tests/holland-career-interest-test-riasec,article_cohort:0;sitewide:Unknown,1,Unknown,/en/tests/holland-career-interest-test-riasec,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,33,0.0%,17.06,0,28,0.0%,16.57,0,61,0.0%,16.84,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unclassified,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,M01 page grain=observed current28 page row; current28 clicks=0; impressions=33; position=17.06; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,2026-11-08
75,tg_unwanted_major_repeat_stay_riasec_2026v1,en,unwanted-major-repeat-or-stay-riasec-decision-checklist,https://fermatmind.com/en/articles/unwanted-major-repeat-or-stay-riasec-decision-checklist,"Assigned a Major That Feels Wrong? Repeat, Stay, Transfer, or Pivot With a RIASEC Checklist","Assigned a Major That Feels Wrong? Repeat, Stay, Transfer, or Pivot With a RIASEC Checklist","Compare repeating, staying, transferring, minoring, or pivoting after checking curriculum, transfer policy, family cost, and RIASEC fit.",Education & Career Planning,RIASEC | college major choice | assigned major | repeat year decision | major transfer | Holland career interest test,RIASEC/Career Decision,Unknown,Fermat Institute,Unknown,2026-07-03T05:24:05.000000Z,2026-07-03T05:24:05.000000Z,95,published,true,200,https://fermatmind.com/en/articles/unwanted-major-repeat-or-stay-riasec-decision-checklist,en=https://fermatmind.com/en/articles/unwanted-major-repeat-or-stay-riasec-decision-checklist | zh=https://fermatmind.com/zh/articles/unwanted-major-repeat-or-stay-riasec-decision-checklist | zh-CN=https://fermatmind.com/zh/articles/unwanted-major-repeat-or-stay-riasec-decision-checklist,"index,follow",included_verified,observed,Article | BreadcrumbList | ListItem | Person,Article | Person,Article | BreadcrumbList | ListItem | Person,0,2,0,2845,no_explicit_external_ref_detected:0,career_sensitive,Take the Holland/RIASEC test and add your interest pattern to the decision table,https://fermatmind.com/en/tests/holland-career-interest-test-riasec,article_cohort:0;sitewide:Unknown,1,Unknown,/en/tests/holland-career-interest-test-riasec,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,105,0.0%,18.54,1,33,3.03%,12.94,1,138,0.72%,17.2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unclassified,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,M01 page grain=observed current28 page row; current28 clicks=0; impressions=105; position=18.54; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,2026-11-08
41,riasec-explanation-article-2026-06-v2,en,what-is-riasec-holland-code-career-interest-test,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,What Is RIASEC? Understanding Holland Code Career Interests,What Is RIASEC? Understanding Holland Code Career Interests,"RIASEC is a career-interest model that organizes work preferences into six areas. It can help you explore career environments, but it is not a career verdict.",职业探索,RIASEC | Holland Code | career interests | career exploration | vocational interests,RIASEC/Career Decision,Unknown,Fermat Institute,Unknown,2026-06-23T02:04:29.000000Z,2026-06-25T07:23:31.000000Z,67,published,true,200,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,en=https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test | zh=https://fermatmind.com/zh/articles/riasec-holland-career-interest-test-explained | zh-CN=https://fermatmind.com/zh/articles/riasec-holland-career-interest-test-explained,"index,follow",included_verified,observed,none_observed_in_server_html,Answer | Article | FAQPage | Person | Question,none_observed,0,6,0,2232,no_explicit_external_ref_detected:0,career_sensitive,Take the free RIASEC test,https://fermatmind.com/en/tests/holland-career-interest-test-riasec,article_cohort:0;sitewide:Unknown,1,Unknown,/en/tests/holland-career-interest-test-riasec,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3,1637,0.18%,24.58,4,2049,0.2%,18.5,10,4252,0.24%,20.48,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Traffic,CTA present; Conversion UNKNOWN,REFRESH_TOP10,M01 page grain=observed current28 page row; current28 clicks=3; impressions=1637; position=24.58; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,7/14/28 days after publish
25,article-16,en,which-love-script-fits-you-best,https://fermatmind.com/en/articles/which-love-script-fits-you-best,"Which Relationship Script Fits You Best? Seven Types of Love, Explained","Which Relationship Script Fits You Best? Seven Types of Love, Explained","Many people think they are looking for the right person. Often, they first need to clarify what kind of relationship structure they are trying to build.",Relationships and Love,MBTI | Intimate Relationships | Relationship Science | Attachment and Intimacy | Love Styles,MBTI,Unknown,Fermat Institute,Unknown,2026-04-23T13:19:29.000000Z,2026-04-23T13:19:30.000000Z,24,published,true,200,https://fermatmind.com/en/articles/which-love-script-fits-you-best,en=https://fermatmind.com/en/articles/which-love-script-fits-you-best | zh=https://fermatmind.com/zh/articles/which-love-script-fits-you-best | zh-CN=https://fermatmind.com/zh/articles/which-love-script-fits-you-best,"index,follow",included_verified,observed,none_observed_in_server_html,Article | Person,none_observed,0,2,0,1564,no_explicit_external_ref_detected:0,relationship_sensitive,Take the test,https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types,article_cohort:0;sitewide:Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,2,0.0%,15.0,0,3,0.0%,13.33,0,12,0.0%,9.67,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unclassified,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,M01 page grain=observed current28 page row; current28 clicks=0; impressions=2; position=15.0; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,2026-11-08
42,ef7444ca-d060-41f0-a130-188e3bb53d4b,en,why-mbti-and-holland-code-results-dont-match,https://fermatmind.com/en/articles/why-mbti-and-holland-code-results-dont-match,Why Your MBTI Type and Holland Code Results May Not Match,Why Your MBTI Type and Holland Code Results May Not Match,Your MBTI and Holland Code may point in different directions because they answer different questions. Learn how to compare them safely.,Career Decision-Making,RIASEC | MBTI | Holland Code | Personality Test | Career Assessment | Career Interest Test | career exploration,RIASEC/Career Decision,Unknown,FermatMind Editorial Team,Unknown,2026-06-11T05:24:12.000000Z,2026-06-11T05:24:12.000000Z,47,published,true,200,https://fermatmind.com/en/articles/why-mbti-and-holland-code-results-dont-match,en=https://fermatmind.com/en/articles/why-mbti-and-holland-code-results-dont-match,"index,follow",excluded_by_authority,excluded_by_authority,none_observed_in_server_html,Article | Person,none_observed,0,2,0,1980,no_explicit_external_ref_detected:0,career_sensitive,Take the test,https://fermatmind.com/en/tests/holland-career-interest-test-riasec,article_cohort:0;sitewide:Unknown,1,Unknown,/en/tests/holland-career-interest-test-riasec,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unclassified,CTA present; Conversion UNKNOWN,NEED_MORE_DATA,M01 page grain=not present in capped current28 page export; metrics remain Unknown; current28 clicks=Unknown; impressions=Unknown; position=Unknown; CTA=present,API/live=VERIFIED; GSC page=current M01 single-dimension/source-limited; query×page=UNKNOWN; GA4/article attribution=UNKNOWN,2026-11-08
