url,locale,entity_type,code,status,api_status,word_count,sections,faq,links,evidence,depth_score,ux_score,rigor_score,private_hits,internal_hits,unsafe_no_go_hits,cta_present,faq_visible,method_boundary,media_status,media_alt,summary_chars,title,summary
https://www.fermatmind.com/zh/personality/big-five/high-extraversion,zh-CN,polarity,high-extraversion,200,200,684,11,5,5,3,8,10,8,0,0,0,true,true,true,placeholder,高外向性的大五人格中性占位图，不使用 MBTI 品牌视觉。,57,高外向性,高外向性描述通过互动获得能量、边说边整理想法、需要外部反馈的倾向；它不是优劣判断，而是帮助理解场景适配和沟通策略。
https://www.fermatmind.com/zh/personality/big-five/low-extraversion,zh-CN,polarity,low-extraversion,200,200,1087,11,5,5,3,9,10,10,0,1,0,true,true,true,placeholder,低外向性的大五人格中性占位图，不使用 MBTI 品牌视觉。,52,低外向性,低外向性描述需要独处恢复、先内部整理、控制刺激量的倾向；它不是优劣判断，而是帮助理解场景适配和沟通策略。
https://www.fermatmind.com/zh/personality/big-five/high-agreeableness,zh-CN,polarity,high-agreeableness,200,200,671,11,5,5,3,8,10,8,0,0,0,true,true,true,placeholder,高宜人性的大五人格中性占位图，不使用 MBTI 品牌视觉。,50,高宜人性,高宜人性描述优先合作、关注他人感受、缓和冲突的倾向；它不是优劣判断，而是帮助理解场景适配和沟通策略。
https://www.fermatmind.com/zh/personality/big-five/low-agreeableness,zh-CN,polarity,low-agreeableness,200,200,1088,11,5,5,3,9,10,10,0,1,0,true,true,true,placeholder,低宜人性的大五人格中性占位图，不使用 MBTI 品牌视觉。,52,低宜人性,低宜人性描述直接表达判断、保留边界、提出不同意见的倾向；它不是优劣判断，而是帮助理解场景适配和沟通策略。
https://www.fermatmind.com/zh/personality/big-five/high-neuroticism,zh-CN,polarity,high-neuroticism,200,200,723,11,5,5,3,8,10,8,0,0,0,true,true,true,placeholder,高神经质 / 高情绪敏感性的大五人格中性占位图，不使用 MBTI 品牌视觉。,65,高神经质 / 高情绪敏感性,高神经质 / 高情绪敏感性描述更早察觉风险、压力反应更强、恢复需要更多空间的倾向；它不是优劣判断，而是帮助理解场景适配和沟通策略。
https://www.fermatmind.com/zh/personality/big-five/emotional-stability,zh-CN,polarity,emotional-stability,200,200,703,11,5,5,3,8,10,8,0,0,0,true,true,true,placeholder,情绪稳定性的大五人格中性占位图，不使用 MBTI 品牌视觉。,58,情绪稳定性,情绪稳定性描述压力反应相对较低、恢复较快、不易长期维持高唤醒的倾向；它不是优劣判断，而是帮助理解场景适配和沟通策略。
https://www.fermatmind.com/zh/personality/big-five/facets,zh-CN,facet_hub,facets,200,200,772,12,5,7,3,9,10,8,0,0,0,true,true,true,placeholder,大五人格 30 个细分面向的大五人格中性占位图，不使用 MBTI 品牌视觉。,49,大五人格 30 个细分面向,30 个 facets 是大五五个维度下面的细分解释层，用来说明同一维度内部为什么会出现不同表现。
https://www.fermatmind.com/en/personality/big-five,en,hub,big-five,200,200,529,12,5,7,3,8,7,8,0,1,0,false,true,true,placeholder,Neutral Big Five placeholder visual for Big Five Personality; not an MBTI-branded image.,157,Big Five Personality,"The Big Five describes personality differences through five continuous dimensions: openness, conscientiousness, extraversion, agreeableness, and neuroticism."
https://www.fermatmind.com/en/personality/big-five/openness,en,domain,openness,200,200,302,12,5,5,3,7,6,8,0,0,0,false,true,true,placeholder,Neutral Big Five placeholder visual for Openness; not an MBTI-branded image.,178,Openness,"Openness describes stable tendencies around new experience, imagination, aesthetics, abstract ideas, and change, helping explain learning, communication, and adaptation patterns."
https://www.fermatmind.com/en/personality/big-five/conscientiousness,en,domain,conscientiousness,200,200,300,12,5,5,3,7,6,8,0,0,0,false,true,true,placeholder,Neutral Big Five placeholder visual for Conscientiousness; not an MBTI-branded image.,197,Conscientiousness,"Conscientiousness describes stable tendencies around order, self-discipline, responsibility, planning, execution, and deliberation, helping explain learning, communication, and adaptation patterns."
https://www.fermatmind.com/en/personality/big-five/extraversion,en,domain,extraversion,200,200,304,12,5,5,3,7,6,8,0,0,0,false,true,true,placeholder,Neutral Big Five placeholder visual for Extraversion; not an MBTI-branded image.,191,Extraversion,"Extraversion describes stable tendencies around social energy, expression, activity pace, stimulation, and external feedback, helping explain learning, communication, and adaptation patterns."
https://www.fermatmind.com/en/personality/big-five/agreeableness,en,domain,agreeableness,200,200,300,12,5,5,3,7,6,8,0,0,0,false,true,true,placeholder,Neutral Big Five placeholder visual for Agreeableness; not an MBTI-branded image.,181,Agreeableness,"Agreeableness describes stable tendencies around trust, cooperation, empathy, boundaries, conflict, and directness, helping explain learning, communication, and adaptation patterns."
https://www.fermatmind.com/en/personality/big-five/neuroticism,en,domain,neuroticism,200,200,326,12,5,5,3,7,6,8,0,0,0,false,true,true,placeholder,Neutral Big Five placeholder visual for Neuroticism / Emotional Sensitivity; not an MBTI-branded image.,203,Neuroticism / Emotional Sensitivity,"Neuroticism / Emotional Sensitivity describes stable tendencies around stress response, risk alerts, emotional shifts, and recovery cost, helping explain learning, communication, and adaptation patterns."
https://www.fermatmind.com/en/personality/big-five/high-openness,en,polarity,high-openness,200,200,552,11,5,5,3,7,7,8,0,1,0,false,true,true,placeholder,Neutral Big Five placeholder visual for High Openness; not an MBTI-branded image.,190,High Openness,"High Openness describes tendencies around exploring new ideas, trying different paths, keeping room for imagination; it is not a rank, but a way to understand fit and communication strategy."
https://www.fermatmind.com/en/personality/big-five/low-openness,en,polarity,low-openness,200,200,328,11,5,5,3,6,6,8,0,0,0,false,true,true,placeholder,Neutral Big Five placeholder visual for Low Openness; not an MBTI-branded image.,191,Low Openness,"Low Openness describes tendencies around preferring familiar paths, valuing tested experience, reducing change costs; it is not a rank, but a way to understand fit and communication strategy."
https://www.fermatmind.com/en/personality/big-five/high-conscientiousness,en,polarity,high-conscientiousness,200,200,552,11,5,5,3,7,7,8,0,1,0,false,true,true,placeholder,Neutral Big Five placeholder visual for High Conscientiousness; not an MBTI-branded image.,182,High Conscientiousness,"High Conscientiousness describes tendencies around clear planning, stable commitments, checking risks early; it is not a rank, but a way to understand fit and communication strategy."
https://www.fermatmind.com/en/personality/big-five/low-conscientiousness,en,polarity,low-conscientiousness,200,200,324,11,5,5,3,6,6,8,0,0,0,false,true,true,placeholder,Neutral Big Five placeholder visual for Low Conscientiousness; not an MBTI-branded image.,192,Low Conscientiousness,"Low Conscientiousness describes tendencies around keeping flexibility, reducing over-control, adjusting during change; it is not a rank, but a way to understand fit and communication strategy."
https://www.fermatmind.com/en/personality/big-five/high-extraversion,en,polarity,high-extraversion,200,200,552,11,5,5,3,7,7,8,0,1,0,false,true,true,placeholder,Neutral Big Five placeholder visual for High Extraversion; not an MBTI-branded image.,196,High Extraversion,"High Extraversion describes tendencies around gaining energy through interaction, thinking aloud, using external feedback; it is not a rank, but a way to understand fit and communication strategy."
https://www.fermatmind.com/en/personality/big-five/low-extraversion,en,polarity,low-extraversion,200,200,330,11,5,5,3,6,6,8,0,0,0,false,true,true,placeholder,Neutral Big Five placeholder visual for Low Extraversion; not an MBTI-branded image.,206,Low Extraversion,"Low Extraversion describes tendencies around needing solitude to recover, organizing internally first, controlling stimulation load; it is not a rank, but a way to understand fit and communication strategy."
https://www.fermatmind.com/en/personality/big-five/high-agreeableness,en,polarity,high-agreeableness,200,200,552,11,5,5,3,7,7,8,0,1,0,false,true,true,placeholder,Neutral Big Five placeholder visual for High Agreeableness; not an MBTI-branded image.,193,High Agreeableness,"High Agreeableness describes tendencies around prioritizing cooperation, tracking others’ feelings, softening conflict; it is not a rank, but a way to understand fit and communication strategy."
https://www.fermatmind.com/en/personality/big-five/low-agreeableness,en,polarity,low-agreeableness,200,200,324,11,5,5,3,6,6,8,0,0,0,false,true,true,placeholder,Neutral Big Five placeholder visual for Low Agreeableness; not an MBTI-branded image.,189,Low Agreeableness,"Low Agreeableness describes tendencies around stating judgments directly, keeping boundaries, raising disagreement; it is not a rank, but a way to understand fit and communication strategy."
https://www.fermatmind.com/en/personality/big-five/high-neuroticism,en,polarity,high-neuroticism,200,200,357,11,5,5,3,6,6,8,0,0,0,false,true,true,placeholder,Neutral Big Five placeholder visual for High Neuroticism / High Emotional Sensitivity; not an MBTI-branded image.,226,High Neuroticism / High Emotional Sensitivity,"High Neuroticism / High Emotional Sensitivity describes tendencies around noticing risks earlier, stronger stress response, needing more recovery space; it is not a rank, but a way to understand fit and communication strategy."
https://www.fermatmind.com/en/personality/big-five/emotional-stability,en,polarity,emotional-stability,200,200,337,11,5,5,3,6,6,8,0,0,0,false,true,true,placeholder,Neutral Big Five placeholder visual for Emotional Stability; not an MBTI-branded image.,199,Emotional Stability,"Emotional Stability describes tendencies around lower relative stress response, faster recovery, less sustained high arousal; it is not a rank, but a way to understand fit and communication strategy."
https://www.fermatmind.com/en/personality/big-five/facets,en,facet_hub,facets,200,200,327,12,5,7,3,7,6,8,0,0,0,false,true,true,placeholder,Neutral Big Five placeholder visual for Big Five 30 Facets; not an MBTI-branded image.,133,Big Five 30 Facets,"The 30 facets are narrower explanations beneath the five Big Five domains, showing why people can differ inside the same broad trait."
