forbidden,priority_queries,required_capture,slug,title_en,title_zh_seed
official China occupational wage wording; invented sample count,主厨与厨师长适合谁？ 工资 职友集 | 主厨与厨师长适合谁？ 薪资 招聘 | 主厨与厨师长适合谁？ 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,chefs-and-head-cooks,Chefs and head cooks,主厨与厨师长适合谁？
official China occupational wage wording; invented sample count,精算师职业诊断 工资 职友集 | 精算师职业诊断 薪资 招聘 | 精算师职业诊断 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,actuaries,Actuaries,精算师职业诊断
official China occupational wage wording; invented sample count,针灸师 工资 职友集 | 针灸师 薪资 招聘 | 针灸师 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,acupuncturists,Acupuncturists,针灸师
official China occupational wage wording; invented sample count,急症护理护士 工资 职友集 | 急症护理护士 薪资 招聘 | 急症护理护士 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,acute-care-nurses,Acute Care Nurses,急症护理护士
official China occupational wage wording; invented sample count,专家教育 工资 职友集 | 专家教育 薪资 招聘 | 专家教育 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,adapted-physical-education-specialists,Adapted Physical Education Specialists,专家教育
official China occupational wage wording; invented sample count,机器操作员看护员 工资 职友集 | 机器操作员看护员 薪资 招聘 | 机器操作员看护员 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,adhesive-bonding-machine-operators-and-tenders,Adhesive Bonding Machine Operators And Tenders,机器操作员看护员
official China occupational wage wording; invented sample count,行政法官、官 工资 职友集 | 行政法官、官 薪资 招聘 | 行政法官、官 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,administrative-law-judges-adjudicators-and-hearing-officers,"Administrative Law Judges, Adjudicators, And Hearing Officers",行政法官、官
official China occupational wage wording; invented sample count,成人基础与中等教育及ESL教师适合谁？ 工资 职友集 | 成人基础与中等教育及ESL教师适合谁？ 薪资 招聘 | 成人基础与中等教育及ESL教师适合谁？ 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,adult-literacy-and-ged-teachers,Adult Basic and Secondary Education and ESL Teachers,成人基础与中等教育及ESL教师适合谁？
official China occupational wage wording; invented sample count,成人基础教育、成人中等教育、英语作为第二语言 工资 职友集 | 成人基础教育、成人中等教育、英语作为第二语言 薪资 招聘 | 成人基础教育、成人中等教育、英语作为第二语言 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,"Adult Basic Education, Adult Secondary Education, And English As A Second Language Instructors",成人基础教育、成人中等教育、英语作为第二语言
official China occupational wage wording; invented sample count,精神科护士 工资 职友集 | 精神科护士 薪资 招聘 | 精神科护士 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,advanced-practice-psychiatric-nurses,Advanced Practice Psychiatric Nurses,精神科护士
official China occupational wage wording; invented sample count,广告与促销经理 工资 职友集 | 广告与促销经理 薪资 招聘 | 广告与促销经理 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,advertising-and-promotions-managers,Advertising And Promotions Managers,广告与促销经理
official China occupational wage wording; invented sample count,广告、促销与市场经理适合谁？ 工资 职友集 | 广告、促销与市场经理适合谁？ 薪资 招聘 | 广告、促销与市场经理适合谁？ 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,advertising-promotions-and-marketing-managers,"Advertising, Promotions, and Marketing Managers",广告、促销与市场经理适合谁？
official China occupational wage wording; invented sample count,航空航天工程与运营技术员适合谁？ 工资 职友集 | 航空航天工程与运营技术员适合谁？ 薪资 招聘 | 航空航天工程与运营技术员适合谁？ 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,aerospace-engineering-and-operations-technicians,Aerospace Engineering and Operations Technologists and Technicians,航空航天工程与运营技术员适合谁？
official China occupational wage wording; invented sample count,经理商业 工资 职友集 | 经理商业 薪资 招聘 | 经理商业 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,agents-and-business-managers-of-artists-performers-and-athletes,"Agents And Business Managers Of Artists, Performers, And Athletes",经理商业
official China occupational wage wording; invented sample count,农业与食品科学技术员适合谁？ 工资 职友集 | 农业与食品科学技术员适合谁？ 薪资 招聘 | 农业与食品科学技术员适合谁？ 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,agricultural-and-food-science-technicians,Agricultural and Food Science Technicians,农业与食品科学技术员适合谁？
official China occupational wage wording; invented sample count,农业与食品科学家 工资 职友集 | 农业与食品科学家 薪资 招聘 | 农业与食品科学家 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,agricultural-and-food-scientists,Agricultural And Food Scientists,农业与食品科学家
official China occupational wage wording; invented sample count,农业操作员 工资 职友集 | 农业操作员 薪资 招聘 | 农业操作员 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,agricultural-equipment-operators,Agricultural Equipment Operators,农业操作员
official China occupational wage wording; invented sample count,农业检查员 工资 职友集 | 农业检查员 薪资 招聘 | 农业检查员 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,agricultural-inspectors,Agricultural Inspectors,农业检查员
official China occupational wage wording; invented sample count,农业教师 工资 职友集 | 农业教师 薪资 招聘 | 农业教师 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,agricultural-sciences-teachers-postsecondary,"Agricultural Sciences Teachers, Postsecondary",农业教师
official China occupational wage wording; invented sample count,农业技术员 工资 职友集 | 农业技术员 薪资 招聘 | 农业技术员 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,agricultural-technicians,Agricultural Technicians,农业技术员
official China occupational wage wording; invented sample count,机组成员 工资 职友集 | 机组成员 薪资 招聘 | 机组成员 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,air-crew-members,Air Crew Members,机组成员
official China occupational wage wording; invented sample count,空勤军官 工资 职友集 | 空勤军官 薪资 招聘 | 空勤军官 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,air-crew-officers,Air Crew Officers,空勤军官
official China occupational wage wording; invented sample count,飞机与航空电子设备维修技师适合谁？ 工资 职友集 | 飞机与航空电子设备维修技师适合谁？ 薪资 招聘 | 飞机与航空电子设备维修技师适合谁？ 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,aircraft-and-avionics-equipment-mechanics-and-technicians,Aircraft and Avionics Equipment Mechanics and Technicians,飞机与航空电子设备维修技师适合谁？
official China occupational wage wording; invented sample count,飞机货物装卸主管 工资 职友集 | 飞机货物装卸主管 薪资 招聘 | 飞机货物装卸主管 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,aircraft-cargo-handling-supervisors,Aircraft Cargo Handling Supervisors,飞机货物装卸主管
official China occupational wage wording; invented sample count,飞机官 工资 职友集 | 飞机官 薪资 招聘 | 飞机官 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,aircraft-launch-and-recovery-officers,Aircraft Launch And Recovery Officers,飞机官
official China occupational wage wording; invented sample count,飞机专员 工资 职友集 | 飞机专员 薪资 招聘 | 飞机专员 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,aircraft-launch-and-recovery-specialists,Aircraft Launch And Recovery Specialists,飞机专员
official China occupational wage wording; invented sample count,飞机服务服务员 工资 职友集 | 飞机服务服务员 薪资 招聘 | 飞机服务服务员 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,aircraft-service-attendants,Aircraft Service Attendants,飞机服务服务员
official China occupational wage wording; invented sample count,飞机结构、表面、索具、系统装配工 工资 职友集 | 飞机结构、表面、索具、系统装配工 薪资 招聘 | 飞机结构、表面、索具、系统装配工 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,aircraft-structure-surfaces-rigging-and-systems-assemblers,"Aircraft Structure, Surfaces, Rigging, And Systems Assemblers",飞机结构、表面、索具、系统装配工
official China occupational wage wording; invented sample count,机场运行专员 工资 职友集 | 机场运行专员 薪资 招聘 | 机场运行专员 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,airfield-operations-specialists,Airfield Operations Specialists,机场运行专员
official China occupational wage wording; invented sample count,航空公司与商业飞行员职业诊断 工资 职友集 | 航空公司与商业飞行员职业诊断 薪资 招聘 | 航空公司与商业飞行员职业诊断 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,airline-and-commercial-pilots,Airline and Commercial Pilots,航空公司与商业飞行员职业诊断
official China occupational wage wording; invented sample count,过敏专科医师免疫学医师 工资 职友集 | 过敏专科医师免疫学医师 薪资 招聘 | 过敏专科医师免疫学医师 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,allergists-and-immunologists,Allergists And Immunologists,过敏专科医师免疫学医师
official China occupational wage wording; invented sample count,救护车司机服务员、急诊医疗技术员 工资 职友集 | 救护车司机服务员、急诊医疗技术员 薪资 招聘 | 救护车司机服务员、急诊医疗技术员 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,ambulance-drivers-and-attendants-except-emergency-medical-technicians,"Ambulance Drivers And Attendants, Except Emergency Medical Technicians",救护车司机服务员、急诊医疗技术员
official China occupational wage wording; invented sample count,娱乐与休闲服务员 工资 职友集 | 娱乐与休闲服务员 薪资 招聘 | 娱乐与休闲服务员 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,amusement-and-recreation-attendants,Amusement And Recreation Attendants,娱乐与休闲服务员
official China occupational wage wording; invented sample count,麻醉医师助理 工资 职友集 | 麻醉医师助理 薪资 招聘 | 麻醉医师助理 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,anesthesiologist-assistants,Anesthesiologist Assistants,麻醉医师助理
official China occupational wage wording; invented sample count,动物饲养员 工资 职友集 | 动物饲养员 薪资 招聘 | 动物饲养员 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,animal-breeders,Animal Breeders,动物饲养员
official China occupational wage wording; invented sample count,动物照护与服务人员适合谁？ 工资 职友集 | 动物照护与服务人员适合谁？ 薪资 招聘 | 动物照护与服务人员适合谁？ 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,animal-care-and-service-workers,Animal Care and Service Workers,动物照护与服务人员适合谁？
official China occupational wage wording; invented sample count,动物工人 工资 职友集 | 动物工人 薪资 招聘 | 动物工人 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,animal-control-workers,Animal Control Workers,动物工人
official China occupational wage wording; invented sample count,动物科学家 工资 职友集 | 动物科学家 薪资 招聘 | 动物科学家 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,animal-scientists,Animal Scientists,动物科学家
official China occupational wage wording; invented sample count,动物训练师 工资 职友集 | 动物训练师 薪资 招聘 | 动物训练师 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,animal-trainers,Animal Trainers,动物训练师
official China occupational wage wording; invented sample count,广播主持人与电台DJ 工资 职友集 | 广播主持人与电台DJ 薪资 招聘 | 广播主持人与电台DJ 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,announcers,Broadcast Announcers And Radio Disc Jockeys,广播主持人与电台DJ
official China occupational wage wording; invented sample count,人类学家与考古学家 工资 职友集 | 人类学家与考古学家 薪资 招聘 | 人类学家与考古学家 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,anthropologists-and-archeologists,Anthropologists And Archeologists,人类学家与考古学家
official China occupational wage wording; invented sample count,教师、高等教育 工资 职友集 | 教师、高等教育 薪资 招聘 | 教师、高等教育 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,anthropology-and-archeology-teachers-postsecondary,"Anthropology And Archeology Teachers, Postsecondary",教师、高等教育
official China occupational wage wording; invented sample count,个人与商业财产评估师 工资 职友集 | 个人与商业财产评估师 薪资 招聘 | 个人与商业财产评估师 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,appraisers-of-personal-and-business-property,Appraisers Of Personal And Business Property,个人与商业财产评估师
official China occupational wage wording; invented sample count,仲裁员、调解员与和解员 工资 职友集 | 仲裁员、调解员与和解员 薪资 招聘 | 仲裁员、调解员与和解员 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,arbitrators-mediators-and-conciliators,"Arbitrators, Mediators, And Conciliators",仲裁员、调解员与和解员
official China occupational wage wording; invented sample count,建筑师（不含景观与船舶）职业诊断 工资 职友集 | 建筑师（不含景观与船舶）职业诊断 薪资 招聘 | 建筑师（不含景观与船舶）职业诊断 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,architects,"Architects, Except Landscape and Naval",建筑师（不含景观与船舶）职业诊断
official China occupational wage wording; invented sample count,建筑土木制图员 工资 职友集 | 建筑土木制图员 薪资 招聘 | 建筑土木制图员 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,architectural-and-civil-drafters,Architectural And Civil Drafters,建筑土木制图员
official China occupational wage wording; invented sample count,建筑与工程经理职业诊断 工资 职友集 | 建筑与工程经理职业诊断 薪资 招聘 | 建筑与工程经理职业诊断 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,architectural-and-engineering-managers,Architectural and engineering managers,建筑与工程经理职业诊断
official China occupational wage wording; invented sample count,建筑教师 工资 职友集 | 建筑教师 薪资 招聘 | 建筑教师 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,architecture-teachers-postsecondary,"Architecture Teachers, Postsecondary",建筑教师
official China occupational wage wording; invented sample count,档案管理员 工资 职友集 | 档案管理员 薪资 招聘 | 档案管理员 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,archivists,Archivists,档案管理员
official China occupational wage wording; invented sample count,策展人 工资 职友集 | 策展人 薪资 招聘 | 策展人 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,curators-museum-technicians-and-conservators,Curators,策展人
official China occupational wage wording; invented sample count,教师、高等教育 工资 职友集 | 教师、高等教育 薪资 招聘 | 教师、高等教育 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,area-ethnic-and-cultural-studies-teachers-postsecondary,"Area, Ethnic, And Cultural Studies Teachers, Postsecondary",教师、高等教育
official China occupational wage wording; invented sample count,装甲突击车辆成员 工资 职友集 | 装甲突击车辆成员 薪资 招聘 | 装甲突击车辆成员 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,armored-assault-vehicle-crew-members,Armored Assault Vehicle Crew Members,装甲突击车辆成员
official China occupational wage wording; invented sample count,装甲突击车辆官 工资 职友集 | 装甲突击车辆官 薪资 招聘 | 装甲突击车辆官 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,armored-assault-vehicle-officers,Armored Assault Vehicle Officers,装甲突击车辆官
official China occupational wage wording; invented sample count,治疗师 工资 职友集 | 治疗师 薪资 招聘 | 治疗师 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,art-therapists,Art Therapists,治疗师
official China occupational wage wording; invented sample count,教师、高等教育 工资 职友集 | 教师、高等教育 薪资 招聘 | 教师、高等教育 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,art-drama-and-music-teachers-postsecondary,"Art, Drama, And Music Teachers, Postsecondary",教师、高等教育
official China occupational wage wording; invented sample count,火炮导弹成员 工资 职友集 | 火炮导弹成员 薪资 招聘 | 火炮导弹成员 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,artillery-and-missile-crew-members,Artillery And Missile Crew Members,火炮导弹成员
official China occupational wage wording; invented sample count,火炮导弹官 工资 职友集 | 火炮导弹官 薪资 招聘 | 火炮导弹官 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,artillery-and-missile-officers,Artillery And Missile Officers,火炮导弹官
official China occupational wage wording; invented sample count,团队装配工 工资 职友集 | 团队装配工 薪资 招聘 | 团队装配工 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,assemblers-and-fabricators,Team Assemblers,团队装配工
official China occupational wage wording; invented sample count,其他职业 工资 职友集 | 其他职业 薪资 招聘 | 其他职业 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,astronomers,Astronomers,其他职业
official China occupational wage wording; invented sample count,运动员与体育竞赛选手 工资 职友集 | 运动员与体育竞赛选手 薪资 招聘 | 运动员与体育竞赛选手 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,athletes-and-sports-competitors,Athletes And Sports Competitors,运动员与体育竞赛选手
official China occupational wage wording; invented sample count,运动训练师 工资 职友集 | 运动训练师 薪资 招聘 | 运动训练师 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,athletic-trainers,Athletic Trainers,运动训练师
official China occupational wage wording; invented sample count,大气与空间科学家 工资 职友集 | 大气与空间科学家 薪资 招聘 | 大气与空间科学家 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,atmospheric-and-space-scientists,Atmospheric And Space Scientists,大气与空间科学家
official China occupational wage wording; invented sample count,大气科学家（含气象学家） 工资 职友集 | 大气科学家（含气象学家） 薪资 招聘 | 大气科学家（含气象学家） 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,atmospheric-scientists-including-meteorologists,"Atmospheric Scientists, Including Meteorologists",大气科学家（含气象学家）
official China occupational wage wording; invented sample count,土方、船舶、教师、高等教育 工资 职友集 | 土方、船舶、教师、高等教育 薪资 招聘 | 土方、船舶、教师、高等教育 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,atmospheric-earth-marine-and-space-sciences-teachers-postsecondary,"Atmospheric, Earth, Marine, And Space Sciences Teachers, Postsecondary",土方、船舶、教师、高等教育
official China occupational wage wording; invented sample count,音频视频技术员 工资 职友集 | 音频视频技术员 薪资 招聘 | 音频视频技术员 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,audio-and-video-technicians,Audio And Video Technicians,音频视频技术员
official China occupational wage wording; invented sample count,听力学家 工资 职友集 | 听力学家 薪资 招聘 | 听力学家 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,audiologists,Audiologists,听力学家
official China occupational wage wording; invented sample count,设备安装工 工资 职友集 | 设备安装工 薪资 招聘 | 设备安装工 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,audiovisual-equipment-installers-and-repairers,Audiovisual Equipment Installers And Repairers,设备安装工
official China occupational wage wording; invented sample count,汽车与船艇服务员 工资 职友集 | 汽车与船艇服务员 薪资 招聘 | 汽车与船艇服务员 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,automotive-and-watercraft-service-attendants,Automotive And Watercraft Service Attendants,汽车与船艇服务员
official China occupational wage wording; invented sample count,汽车车身及相关维修工适合谁？ 工资 职友集 | 汽车车身及相关维修工适合谁？ 薪资 招聘 | 汽车车身及相关维修工适合谁？ 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,automotive-body-and-glass-repairers,Automotive Body and Related Repairers,汽车车身及相关维修工适合谁？
official China occupational wage wording; invented sample count,技术员工程 工资 职友集 | 技术员工程 薪资 招聘 | 技术员工程 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,automotive-engineering-technicians,Automotive Engineering Technicians,技术员工程
official China occupational wage wording; invented sample count,工程师 工资 职友集 | 工程师 薪资 招聘 | 工程师 月薪 BOSS 猎聘 智联,specific URL plus salary/sample/distribution/job-posting text,automotive-engineers,Automotive Engineers,工程师
