framework,locale,entity_type,entity_code,primary_owner_url,owned_query_cluster,supporting_query_cluster,owner_rule,assessment_owner,eligibility,evidence_status,limitation,current28_observed_queries,current28_primary_queries,current28_shared_queries,current28_clicks,current28_impressions,current28_ctr_percent,current28_position,prev28_impressions,day90_impressions,ownership_decision,page_indexing_state
big_five,en,domain,extraversion,https://fermatmind.com/en/personality/big-five/extraversion,extraversion meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,INFERRED_ROUTE_TAXONOMY_M01_NOT_RETURNED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,0,0,0,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,ROUTE_OWNER_M01_NOT_RETURNED,UNKNOWN_PAGE_LEVEL
big_five,en,polarity,extraversion-high,https://fermatmind.com/en/personality/big-five/extraversion-high,extraversion high meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,VERIFIED_M01_OBSERVED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,3,3,0,0,10,0,7.9,4,14,PRIMARY_OWNER_OBSERVED,UNKNOWN_PAGE_LEVEL
big_five,en,polarity,extraversion-low,https://fermatmind.com/en/personality/big-five/extraversion-low,extraversion low meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,INFERRED_ROUTE_TAXONOMY_M01_NOT_RETURNED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,0,0,0,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,1,1,ROUTE_OWNER_M01_NOT_RETURNED,UNKNOWN_PAGE_LEVEL
big_five,en,polarity,extraversion-mid,https://fermatmind.com/en/personality/big-five/extraversion-mid,extraversion mid meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,INFERRED_ROUTE_TAXONOMY_M01_NOT_RETURNED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,0,0,0,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,ROUTE_OWNER_M01_NOT_RETURNED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_hub,facets,https://fermatmind.com/en/personality/big-five/facets,Big Five facets overview,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,INFERRED_ROUTE_TAXONOMY_M01_NOT_RETURNED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,0,0,0,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,ROUTE_OWNER_M01_NOT_RETURNED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,achievement-striving,https://fermatmind.com/en/personality/big-five/facets/achievement-striving,achievement striving meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,VERIFIED_M01_OBSERVED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,1,1,0,0,1,0,6,NOT_RETURNED,1,PRIMARY_OWNER_OBSERVED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,actions,https://fermatmind.com/en/personality/big-five/facets/actions,actions meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,INFERRED_ROUTE_TAXONOMY_M01_NOT_RETURNED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,0,0,0,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,ROUTE_OWNER_M01_NOT_RETURNED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,activity,https://fermatmind.com/en/personality/big-five/facets/activity,activity meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,INFERRED_ROUTE_TAXONOMY_M01_NOT_RETURNED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,0,0,0,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,ROUTE_OWNER_M01_NOT_RETURNED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,aesthetics,https://fermatmind.com/en/personality/big-five/facets/aesthetics,aesthetics meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,INFERRED_ROUTE_TAXONOMY_M01_NOT_RETURNED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,0,0,0,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,ROUTE_OWNER_M01_NOT_RETURNED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,altruism,https://fermatmind.com/en/personality/big-five/facets/altruism,altruism meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,INFERRED_ROUTE_TAXONOMY_M01_NOT_RETURNED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,0,0,0,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,ROUTE_OWNER_M01_NOT_RETURNED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,anger,https://fermatmind.com/en/personality/big-five/facets/anger,anger meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,INFERRED_ROUTE_TAXONOMY_M01_NOT_RETURNED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,0,0,0,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,ROUTE_OWNER_M01_NOT_RETURNED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,anxiety,https://fermatmind.com/en/personality/big-five/facets/anxiety,anxiety meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,INFERRED_ROUTE_TAXONOMY_M01_NOT_RETURNED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,0,0,0,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,ROUTE_OWNER_M01_NOT_RETURNED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,assertiveness,https://fermatmind.com/en/personality/big-five/facets/assertiveness,assertiveness meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,INFERRED_ROUTE_TAXONOMY_M01_NOT_RETURNED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,0,0,0,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,ROUTE_OWNER_M01_NOT_RETURNED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,competence,https://fermatmind.com/en/personality/big-five/facets/competence,competence meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,INFERRED_ROUTE_TAXONOMY_M01_NOT_RETURNED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,0,0,0,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,ROUTE_OWNER_M01_NOT_RETURNED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,compliance,https://fermatmind.com/en/personality/big-five/facets/compliance,compliance meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,VERIFIED_M01_OBSERVED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,2,2,0,0,2,0,6.5,NOT_RETURNED,2,PRIMARY_OWNER_OBSERVED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,deliberation,https://fermatmind.com/en/personality/big-five/facets/deliberation,deliberation meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,INFERRED_ROUTE_TAXONOMY_M01_NOT_RETURNED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,0,0,0,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,ROUTE_OWNER_M01_NOT_RETURNED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,depression,https://fermatmind.com/en/personality/big-five/facets/depression,depression meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,INFERRED_ROUTE_TAXONOMY_M01_NOT_RETURNED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,0,0,0,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,ROUTE_OWNER_M01_NOT_RETURNED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,dutifulness,https://fermatmind.com/en/personality/big-five/facets/dutifulness,dutifulness meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,VERIFIED_M01_OBSERVED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,3,3,0,0,47,0,6.87234,4,51,PRIMARY_OWNER_OBSERVED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,excitement-seeking,https://fermatmind.com/en/personality/big-five/facets/excitement-seeking,excitement seeking meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,VERIFIED_M01_OBSERVED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,3,3,0,0,8,0,9.375,NOT_RETURNED,8,PRIMARY_OWNER_OBSERVED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,feelings,https://fermatmind.com/en/personality/big-five/facets/feelings,feelings meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,INFERRED_ROUTE_TAXONOMY_M01_NOT_RETURNED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,0,0,0,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,ROUTE_OWNER_M01_NOT_RETURNED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,gregariousness,https://fermatmind.com/en/personality/big-five/facets/gregariousness,gregariousness meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,VERIFIED_M01_OBSERVED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,1,1,0,0,14,0,4.071429,NOT_RETURNED,14,PRIMARY_OWNER_OBSERVED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,ideas,https://fermatmind.com/en/personality/big-five/facets/ideas,ideas meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,INFERRED_ROUTE_TAXONOMY_M01_NOT_RETURNED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,0,0,0,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,ROUTE_OWNER_M01_NOT_RETURNED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,imagination,https://fermatmind.com/en/personality/big-five/facets/imagination,imagination meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,INFERRED_ROUTE_TAXONOMY_M01_NOT_RETURNED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,0,0,0,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,ROUTE_OWNER_M01_NOT_RETURNED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,impulsiveness,https://fermatmind.com/en/personality/big-five/facets/impulsiveness,impulsiveness meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,INFERRED_ROUTE_TAXONOMY_M01_NOT_RETURNED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,0,0,0,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,ROUTE_OWNER_M01_NOT_RETURNED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,modesty,https://fermatmind.com/en/personality/big-five/facets/modesty,modesty meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,VERIFIED_M01_OBSERVED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,1,1,0,0,1,0,10,NOT_RETURNED,1,PRIMARY_OWNER_OBSERVED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,order,https://fermatmind.com/en/personality/big-five/facets/order,order meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,INFERRED_ROUTE_TAXONOMY_M01_NOT_RETURNED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,0,0,0,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,ROUTE_OWNER_M01_NOT_RETURNED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,positive-emotions,https://fermatmind.com/en/personality/big-five/facets/positive-emotions,positive emotions meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,VERIFIED_M01_OBSERVED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,2,2,0,0,4,0,7.25,NOT_RETURNED,4,PRIMARY_OWNER_OBSERVED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,self-consciousness,https://fermatmind.com/en/personality/big-five/facets/self-consciousness,self consciousness meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,INFERRED_ROUTE_TAXONOMY_M01_NOT_RETURNED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,0,0,0,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,ROUTE_OWNER_M01_NOT_RETURNED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,self-discipline,https://fermatmind.com/en/personality/big-five/facets/self-discipline,self discipline meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,INFERRED_ROUTE_TAXONOMY_M01_NOT_RETURNED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,0,0,0,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,ROUTE_OWNER_M01_NOT_RETURNED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,straightforwardness,https://fermatmind.com/en/personality/big-five/facets/straightforwardness,straightforwardness meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,VERIFIED_M01_OBSERVED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,1,1,0,0,3,0,9,NOT_RETURNED,3,PRIMARY_OWNER_OBSERVED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,tender-mindedness,https://fermatmind.com/en/personality/big-five/facets/tender-mindedness,tender mindedness meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,VERIFIED_M01_OBSERVED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,5,5,1,0,8,0,6.625,NOT_RETURNED,8,ROUTE_OWNER_WITH_SHARED_QUERY_REVIEW,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,trust,https://fermatmind.com/en/personality/big-five/facets/trust,trust meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,INFERRED_ROUTE_TAXONOMY_M01_NOT_RETURNED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,0,0,0,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,ROUTE_OWNER_M01_NOT_RETURNED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,values,https://fermatmind.com/en/personality/big-five/facets/values,values meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,INFERRED_ROUTE_TAXONOMY_M01_NOT_RETURNED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,0,0,0,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,ROUTE_OWNER_M01_NOT_RETURNED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,vulnerability,https://fermatmind.com/en/personality/big-five/facets/vulnerability,vulnerability meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,VERIFIED_M01_OBSERVED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,1,1,0,0,1,0,55,NOT_RETURNED,1,PRIMARY_OWNER_OBSERVED,UNKNOWN_PAGE_LEVEL
big_five,en,facet_detail,warmth,https://fermatmind.com/en/personality/big-five/facets/warmth,warmth meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,VERIFIED_M01_OBSERVED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,6,6,0,0,12,0,11.5,NOT_RETURNED,12,PRIMARY_OWNER_OBSERVED,UNKNOWN_PAGE_LEVEL
big_five,en,domain,neuroticism,https://fermatmind.com/en/personality/big-five/neuroticism,neuroticism meaning and observable tendencies,examples; limits; reflection; next step,one normalized query cluster → one primary canonical owner per locale,/en/tests/big-five-personality-test-ocean-model,existing_backend_authoritative_only,INFERRED_ROUTE_TAXONOMY_M01_NOT_RETURNED,M01 top-row aggregate; NOT_RETURNED is not zero; route locale is not GSC language; page-level indexing unavailable,0,0,0,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,NOT_RETURNED,ROUTE_OWNER_M01_NOT_RETURNED,UNKNOWN_PAGE_LEVEL
