slug,locales,categories,review_status,reason
biomedical-engineers,zh-CN|en,medical_or_health|engineering_or_software,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
clinical-and-counseling-psychologists,zh-CN|en,medical_or_health,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
high-school-teachers,zh-CN|en,teacher_or_education,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
elementary-school-teachers-except-special-education,zh-CN|en,teacher_or_education,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
adapted-physical-education-specialists,zh-CN|en,teacher_or_education,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
adult-literacy-and-ged-teachers,zh-CN|en,teacher_or_education,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,zh-CN|en,teacher_or_education,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
agricultural-sciences-teachers-postsecondary,zh-CN|en,teacher_or_education|wildlife_or_environment,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
anthropology-and-archeology-teachers-postsecondary,zh-CN|en,teacher_or_education,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
architecture-teachers-postsecondary,zh-CN|en,teacher_or_education,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
agricultural-engineers,zh-CN|en,wildlife_or_environment|engineering_or_software,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
agricultural-workers,zh-CN|en,wildlife_or_environment,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
animal-caretakers,zh-CN|en,wildlife_or_environment,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
agricultural-and-food-science-technicians,zh-CN|en,wildlife_or_environment,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
agricultural-and-food-scientists,zh-CN|en,wildlife_or_environment,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
agricultural-equipment-operators,zh-CN|en,wildlife_or_environment|trade_or_service,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
agricultural-inspectors,zh-CN|en,wildlife_or_environment,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
aircraft-mechanics-and-service-technicians,zh-CN|en,trade_or_service,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
electricians,zh-CN|en,trade_or_service,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
waiters-and-waitresses,zh-CN|en,trade_or_service,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
mechanical-engineers,zh-CN|en,trade_or_service|engineering_or_software,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
chefs-and-head-cooks,zh-CN|en,trade_or_service,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
adhesive-bonding-machine-operators-and-tenders,zh-CN|en,trade_or_service,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
aircraft-and-avionics-equipment-mechanics-and-technicians,zh-CN|en,trade_or_service,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
aerospace-engineers,zh-CN|en,engineering_or_software,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
data-scientists,zh-CN|en,engineering_or_software,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
web-developers,zh-CN|en,engineering_or_software,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
computer-programmers,zh-CN|en,engineering_or_software,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
airline-pilots-copilots-and-flight-engineers,zh-CN|en,engineering_or_software,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
civil-engineers,zh-CN|en,engineering_or_software,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
accountants-and-auditors,zh-CN|en,finance_legal_business,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
administrative-services-managers,zh-CN|en,finance_legal_business,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
actuaries,zh-CN|en,finance_legal_business,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
advertising-and-promotions-managers,zh-CN|en,finance_legal_business,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
advertising-promotions-and-marketing-managers,zh-CN|en,finance_legal_business,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
appraisers-of-personal-and-business-property,zh-CN|en,finance_legal_business,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
architectural-and-engineering-managers,zh-CN|en,engineering_or_software|finance_legal_business,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
ushers-lobby-attendants-and-ticket-takers,zh-CN|en,general_control,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
validation-engineers,zh-CN|en,engineering_or_software,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
veterinarians,zh-CN|en,medical_or_health,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
veterinary-assistants-and-laboratory-animal-caretakers,zh-CN|en,medical_or_health|wildlife_or_environment,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
veterinary-technologists-and-technicians,zh-CN|en,medical_or_health,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
video-game-designers,zh-CN|en,general_control,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
watch-and-clock-repairers,zh-CN|en,trade_or_service,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
water-and-wastewater-treatment-plant-and-system-operators,zh-CN|en,trade_or_service,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
water-resource-specialists,zh-CN|en,general_control,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
water-transportation-occupations,zh-CN|en,general_control,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
water-wastewater-engineers,zh-CN|en,engineering_or_software,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
weatherization-installers-and-technicians,zh-CN|en,trade_or_service,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
web-administrators,zh-CN|en,engineering_or_software,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
web-and-digital-interface-designers,zh-CN|en,engineering_or_software,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
weighers-measurers-checkers-and-samplers-recordkeeping,zh-CN|en,general_control,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
welders-cutters-solderers-and-brazers,zh-CN|en,general_control,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
welding-soldering-and-brazing-machine-setters-operators-and-tenders,zh-CN|en,trade_or_service,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
wellhead-pumpers,zh-CN|en,general_control,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
wholesale-and-manufacturing-sales-representatives,zh-CN|en,variable_pay_or_performance,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
wholesale-and-retail-buyers-except-farm-products,zh-CN|en,wildlife_or_environment,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
wind-energy-development-managers,zh-CN|en,finance_legal_business,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
wind-energy-engineers,zh-CN|en,engineering_or_software,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
wind-energy-operations-managers,zh-CN|en,finance_legal_business,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
wind-turbine-service-technicians,zh-CN|en,general_control,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
wind-turbine-technicians,zh-CN|en,general_control,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
woodworkers,zh-CN|en,trade_or_service,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
woodworking-machine-setters-operators-and-tenders-except-sawing,zh-CN|en,trade_or_service,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
word-processors-and-typists,zh-CN|en,general_control,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
writers-and-authors,zh-CN|en,variable_pay_or_performance,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
zoologists-and-wildlife-biologists,zh-CN|en,wildlife_or_environment,ready,Selected for representative editorial review coverage; projection-aware QA and staging API smoke are PASS.
