slug,decision,reason
adult-literacy-and-ged-teachers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
advanced-practice-psychiatric-nurses,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
advertising-and-promotions-managers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
advertising-promotions-and-marketing-managers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
aerospace-engineering-and-operations-technicians,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
agents-and-business-managers-of-artists-performers-and-athletes,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
agricultural-and-food-science-technicians,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
agricultural-and-food-scientists,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
agricultural-equipment-operators,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
agricultural-inspectors,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
agricultural-sciences-teachers-postsecondary,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
agricultural-technicians,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
air-crew-members,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
air-crew-officers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
aircraft-and-avionics-equipment-mechanics-and-technicians,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
aircraft-cargo-handling-supervisors,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
aircraft-launch-and-recovery-officers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
aircraft-launch-and-recovery-specialists,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
aircraft-service-attendants,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
aircraft-structure-surfaces-rigging-and-systems-assemblers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
airfield-operations-specialists,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
airline-and-commercial-pilots,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
allergists-and-immunologists,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
ambulance-drivers-and-attendants-except-emergency-medical-technicians,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
amusement-and-recreation-attendants,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
anesthesiologist-assistants,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
animal-breeders,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
animal-care-and-service-workers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
animal-control-workers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
animal-scientists,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
animal-trainers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
announcers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
anthropologists-and-archeologists,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
anthropology-and-archeology-teachers-postsecondary,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
appraisers-of-personal-and-business-property,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
arbitrators-mediators-and-conciliators,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
architects,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
architectural-and-civil-drafters,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
architectural-and-engineering-managers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
architecture-teachers-postsecondary,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
archivists,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
curators-museum-technicians-and-conservators,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
area-ethnic-and-cultural-studies-teachers-postsecondary,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
armored-assault-vehicle-crew-members,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
armored-assault-vehicle-officers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
art-therapists,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
art-drama-and-music-teachers-postsecondary,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
artillery-and-missile-crew-members,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
artillery-and-missile-officers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
assemblers-and-fabricators,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
astronomers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
athletes-and-sports-competitors,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
athletic-trainers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
atmospheric-and-space-scientists,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
atmospheric-scientists-including-meteorologists,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
atmospheric-earth-marine-and-space-sciences-teachers-postsecondary,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
audio-and-video-technicians,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
audiologists,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
audiovisual-equipment-installers-and-repairers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
automotive-and-watercraft-service-attendants,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
automotive-body-and-glass-repairers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
automotive-engineering-technicians,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
automotive-engineers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
automotive-glass-installers-and-repairers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
automotive-service-technicians-and-mechanics,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
aviation-inspectors,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
avionics-technicians,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
baggage-porters-and-bellhops,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
bailiffs,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
bakers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
barbers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
barbers-hairstylists-and-cosmetologists,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
baristas,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
bartenders,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
bicycle-repairers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
bill-and-account-collectors,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
billing-and-posting-clerks,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
biochemists-and-biophysicists,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
biomedical-engineers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
biofuels-processing-technicians,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
biofuels-production-managers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
biofuels-biodiesel-technology-and-product-development-managers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
bioinformatics-scientists,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
bioinformatics-technicians,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
biological-science-teachers-postsecondary,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
biological-technicians,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
biologists,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
biomass-plant-technicians,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
biomass-power-plant-managers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
biostatisticians,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
blockchain-engineers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
boilermakers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
bookkeeping-accounting-and-auditing-clerks,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
brickmasons-and-blockmasons,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
bridge-and-lock-tenders,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
broadcast-announcers-and-radio-disc-jockeys,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
broadcast-technicians,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
broadcast-and-sound-engineering-technicians,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
brokerage-clerks,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
brownfield-redevelopment-specialists-and-site-managers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
budget-analysts,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
bus-and-truck-mechanics-and-diesel-engine-specialists,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
bus-drivers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
bus-drivers-school,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
bus-drivers-transit-and-intercity,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
business-continuity-planners,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
business-intelligence-analysts,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
business-teachers-postsecondary,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
butchers-and-meat-cutters,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
buyers-and-purchasing-agents-farm-products,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
cabinetmakers-and-bench-carpenters,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
calibration-technologists-and-technicians,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
camera-and-photographic-equipment-repairers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
camera-operators-television-video-and-film,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
captains-mates-and-pilots-of-water-vessels,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
cardiovascular-technologists-and-technicians,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
career-and-technical-education-teachers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
career-technical-education-teachers-middle-school,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
career-technical-education-teachers-postsecondary,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
career-technical-education-teachers-secondary-school,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
cargo-and-freight-agents,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
carpenters,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
carpet-installers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
cartographers-and-photogrammetrists,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
cement-masons-and-concrete-finishers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
chemical-engineers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
chemical-equipment-operators-and-tenders,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
chemical-plant-and-system-operators,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
chemical-technicians,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
chemistry-teachers-postsecondary,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
chemists,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
chemists-and-materials-scientists,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
chief-executives,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
chief-sustainability-officers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
child-family-and-school-social-workers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
childcare-workers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
chiropractors,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
choreographers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
civil-engineering-technicians,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
claims-adjusters-appraisers-examiners-and-investigators,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
cleaners-of-vehicles-and-equipment,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
cleaning-washing-and-metal-pickling-equipment-operators-and-tenders,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
clergy,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
climate-change-policy-analysts,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
clinical-and-counseling-psychologists,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
clinical-data-managers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
clinical-laboratory-technologists-and-technicians,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
clinical-neuropsychologists,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
clinical-nurse-specialists,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
clinical-research-coordinators,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
coaches-and-scouts,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
coating-painting-and-spraying-machine-setters-operators-and-tenders,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
coil-winders-tapers-and-finishers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
coin-vending-and-amusement-machine-servicers-and-repairers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
command-and-control-center-officers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
command-and-control-center-specialists,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
commercial-and-industrial-designers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
commercial-divers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
commercial-pilots,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
communications-teachers-postsecondary,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
community-health-workers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
compensation-and-benefits-managers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
compensation-benefits-and-job-analysis-specialists,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
compliance-managers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
compliance-officers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
computer-and-information-research-scientists,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
computer-and-information-systems-managers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
computer-hardware-engineers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
computer-network-architects,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
computer-network-support-specialists,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
computer-numerically-controlled-tool-operators,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
computer-numerically-controlled-tool-programmers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
computer-science-teachers-postsecondary,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
computer-support-specialists,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
computer-systems-analysts,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
computer-systems-engineers-architects,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
computer-automated-teller-and-office-machine-repairers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
concierges,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
conservation-scientists,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
construction-and-building-inspectors,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
construction-equipment-operators,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
construction-laborers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
construction-laborers-and-helpers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
construction-managers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
continuous-mining-machine-operators,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
control-and-valve-installers-and-repairers-except-mechanical-door,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
conveyor-operators-and-tenders,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
cooks,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
cooks-fast-food,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
cooks-institution-and-cafeteria,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
cooks-private-household,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
cooks-restaurant,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
cooks-short-order,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
cooling-and-freezing-equipment-operators-and-tenders,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
coroners,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
correctional-officers,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
correspondence-clerks,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
cost-estimators,approve_for_approved_state,Covered by final reader repair QA and 1046 staging API smoke; production import still requires explicit operator approval.
