url,locale_path,locale,page_type,type_code,variant,group,priority_seed,status,final_url,html_bytes,title,description,robots,canonical,hreflang_count,hreflangs,h1_count,h1,h2_count,h2,h3_count,schema_types,personality_link_unique_count,test_link_unique_count,career_link_unique_count,article_link_unique_count,visible_text_word_count_en_approx,visible_text_cjk_count_approx,issues,fetch_error
https://fermatmind.com/en/personality/enfj-a-vs-enfj-t,en,en,comparison,ENFJ,A_vs_T,diplomat,P0,200,https://fermatmind.com/en/personality/enfj-a-vs-enfj-t,104531,"ENFJ-A vs ENFJ-T: Traits, Careers, Love & Rarity | FermatMind","Compare ENFJ-A and ENFJ-T traits, A/T differences, strengths, blind spots, relationships, career fit, rarity, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/enfj-a-vs-enfj-t,3,en:https://fermatmind.com/en/personality/enfj-a-vs-enfj-t|zh-CN:https://fermatmind.com/zh/personality/enfj-a-vs-enfj-t|x-default:https://fermatmind.com,1,"ENFJ-A vs ENFJ-T: Traits, Careers, Love & Rarity",7,Protagonist | Protagonist | Core traits comparison | Career fit and work style | Relationships and love style | Rarity and identification cues | Quick answers,0,BreadcrumbList|CollectionPage,2,6,1,0,812,0,,
https://fermatmind.com/en/personality/enfp-a,en,en,variant,ENFP,A,diplomat,P1,200,https://fermatmind.com/en/personality/enfp-a,187797,"ENFP-A Campaigner Personality: Traits, Careers & Relationships | FermatMind","Explore the ENFP-A Campaigner personality type, including traits, strengths, blind spots, relationships, career fit, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/enfp-a,3,en:https://fermatmind.com/en/personality/enfp-a|zh-CN:https://fermatmind.com/zh/personality/enfp-a|x-default:https://fermatmind.com,1,ENFP-A Campaigner Personality,1,Quick answers,18,AboutPage|BreadcrumbList|WebPage,1,7,3,0,1574,0,thin_h2_structure|weak_personality_internal_links,
https://fermatmind.com/en/personality/enfp-t,en,en,variant,ENFP,T,diplomat,P1,200,https://fermatmind.com/en/personality/enfp-t,187873,"ENFP-T Campaigner Personality: Traits, Careers & Relationships | FermatMind","Explore the ENFP-T Campaigner personality type, including traits, strengths, blind spots, relationships, career fit, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/enfp-t,3,en:https://fermatmind.com/en/personality/enfp-t|zh-CN:https://fermatmind.com/zh/personality/enfp-t|x-default:https://fermatmind.com,1,ENFP-T Campaigner Personality,1,Quick answers,18,AboutPage|BreadcrumbList|WebPage,1,7,3,0,1577,0,thin_h2_structure|weak_personality_internal_links,
https://fermatmind.com/en/personality/enfp-a-vs-enfp-t,en,en,comparison,ENFP,A_vs_T,diplomat,P0,200,https://fermatmind.com/en/personality/enfp-a-vs-enfp-t,104457,"ENFP-A vs ENFP-T: Traits, Careers, Love & Rarity | FermatMind","Compare ENFP-A and ENFP-T traits, A/T differences, strengths, blind spots, relationships, career fit, rarity, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/enfp-a-vs-enfp-t,3,en:https://fermatmind.com/en/personality/enfp-a-vs-enfp-t|zh-CN:https://fermatmind.com/zh/personality/enfp-a-vs-enfp-t|x-default:https://fermatmind.com,1,"ENFP-A vs ENFP-T: Traits, Careers, Love & Rarity",7,Campaigner | Campaigner | Core traits comparison | Career fit and work style | Relationships and love style | Rarity and identification cues | Quick answers,0,BreadcrumbList|CollectionPage,2,6,1,0,816,0,,
https://fermatmind.com/en/personality/istj-a,en,en,variant,ISTJ,A,sentinel,P1,200,https://fermatmind.com/en/personality/istj-a,187913,"ISTJ-A Logistician Personality: Traits, Careers & Relationships | FermatMind","Explore the ISTJ-A Logistician personality type, including traits, strengths, blind spots, relationships, career fit, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/istj-a,3,en:https://fermatmind.com/en/personality/istj-a|zh-CN:https://fermatmind.com/zh/personality/istj-a|x-default:https://fermatmind.com,1,ISTJ-A Logistician Personality,1,Quick answers,18,AboutPage|BreadcrumbList|WebPage,1,7,3,0,1566,0,thin_h2_structure|weak_personality_internal_links,
https://fermatmind.com/en/personality/istj-t,en,en,variant,ISTJ,T,sentinel,P1,200,https://fermatmind.com/en/personality/istj-t,188059,"ISTJ-T Logistician Personality: Traits, Careers & Relationships | FermatMind","Explore the ISTJ-T Logistician personality type, including traits, strengths, blind spots, relationships, career fit, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/istj-t,3,en:https://fermatmind.com/en/personality/istj-t|zh-CN:https://fermatmind.com/zh/personality/istj-t|x-default:https://fermatmind.com,1,ISTJ-T Logistician Personality,1,Quick answers,18,AboutPage|BreadcrumbList|WebPage,1,7,3,0,1571,0,thin_h2_structure|weak_personality_internal_links,
https://fermatmind.com/en/personality/istj-a-vs-istj-t,en,en,comparison,ISTJ,A_vs_T,sentinel,P0,200,https://fermatmind.com/en/personality/istj-a-vs-istj-t,104631,"ISTJ-A vs ISTJ-T: Traits, Careers, Love & Rarity | FermatMind","Compare ISTJ-A and ISTJ-T traits, A/T differences, strengths, blind spots, relationships, career fit, rarity, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/istj-a-vs-istj-t,3,en:https://fermatmind.com/en/personality/istj-a-vs-istj-t|zh-CN:https://fermatmind.com/zh/personality/istj-a-vs-istj-t|x-default:https://fermatmind.com,1,"ISTJ-A vs ISTJ-T: Traits, Careers, Love & Rarity",7,Logistician | Logistician | Core traits comparison | Career fit and work style | Relationships and love style | Rarity and identification cues | Quick answers,0,BreadcrumbList|CollectionPage,2,6,1,0,812,0,,
https://fermatmind.com/en/personality/isfj-a,en,en,variant,ISFJ,A,sentinel,P1,200,https://fermatmind.com/en/personality/isfj-a,187639,"ISFJ-A Defender Personality: Traits, Careers & Relationships | FermatMind","Explore the ISFJ-A Defender personality type, including traits, strengths, blind spots, relationships, career fit, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/isfj-a,3,en:https://fermatmind.com/en/personality/isfj-a|zh-CN:https://fermatmind.com/zh/personality/isfj-a|x-default:https://fermatmind.com,1,ISFJ-A Defender Personality,1,Quick answers,18,AboutPage|BreadcrumbList|WebPage,1,7,3,0,1569,0,thin_h2_structure|weak_personality_internal_links,
https://fermatmind.com/en/personality/isfj-t,en,en,variant,ISFJ,T,sentinel,P1,200,https://fermatmind.com/en/personality/isfj-t,187844,"ISFJ-T Defender Personality: Traits, Careers & Relationships | FermatMind","Explore the ISFJ-T Defender personality type, including traits, strengths, blind spots, relationships, career fit, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/isfj-t,3,en:https://fermatmind.com/en/personality/isfj-t|zh-CN:https://fermatmind.com/zh/personality/isfj-t|x-default:https://fermatmind.com,1,ISFJ-T Defender Personality,1,Quick answers,18,AboutPage|BreadcrumbList|WebPage,1,7,3,0,1579,0,thin_h2_structure|weak_personality_internal_links,
https://fermatmind.com/en/personality/isfj-a-vs-isfj-t,en,en,comparison,ISFJ,A_vs_T,sentinel,P0,200,https://fermatmind.com/en/personality/isfj-a-vs-isfj-t,104771,"ISFJ-A vs ISFJ-T: Traits, Careers, Love & Rarity | FermatMind","Compare ISFJ-A and ISFJ-T traits, A/T differences, strengths, blind spots, relationships, career fit, rarity, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/isfj-a-vs-isfj-t,3,en:https://fermatmind.com/en/personality/isfj-a-vs-isfj-t|zh-CN:https://fermatmind.com/zh/personality/isfj-a-vs-isfj-t|x-default:https://fermatmind.com,1,"ISFJ-A vs ISFJ-T: Traits, Careers, Love & Rarity",7,Defender | Defender | Core traits comparison | Career fit and work style | Relationships and love style | Rarity and identification cues | Quick answers,0,BreadcrumbList|CollectionPage,2,6,1,0,810,0,,
https://fermatmind.com/en/personality/estj-a,en,en,variant,ESTJ,A,sentinel,P1,200,https://fermatmind.com/en/personality/estj-a,187882,"ESTJ-A Executive Personality: Traits, Careers & Relationships | FermatMind","Explore the ESTJ-A Executive personality type, including traits, strengths, blind spots, relationships, career fit, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/estj-a,3,en:https://fermatmind.com/en/personality/estj-a|zh-CN:https://fermatmind.com/zh/personality/estj-a|x-default:https://fermatmind.com,1,ESTJ-A Executive Personality,1,Quick answers,18,AboutPage|BreadcrumbList|WebPage,1,7,3,0,1558,0,thin_h2_structure|weak_personality_internal_links,
https://fermatmind.com/en/personality/estj-t,en,en,variant,ESTJ,T,sentinel,P1,200,https://fermatmind.com/en/personality/estj-t,188025,"ESTJ-T Executive Personality: Traits, Careers & Relationships | FermatMind","Explore the ESTJ-T Executive personality type, including traits, strengths, blind spots, relationships, career fit, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/estj-t,3,en:https://fermatmind.com/en/personality/estj-t|zh-CN:https://fermatmind.com/zh/personality/estj-t|x-default:https://fermatmind.com,1,ESTJ-T Executive Personality,1,Quick answers,18,AboutPage|BreadcrumbList|WebPage,1,7,3,0,1561,0,thin_h2_structure|weak_personality_internal_links,
https://fermatmind.com/en/personality/estj-a-vs-estj-t,en,en,comparison,ESTJ,A_vs_T,sentinel,P0,200,https://fermatmind.com/en/personality/estj-a-vs-estj-t,104576,"ESTJ-A vs ESTJ-T: Traits, Careers, Love & Rarity | FermatMind","Compare ESTJ-A and ESTJ-T traits, A/T differences, strengths, blind spots, relationships, career fit, rarity, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/estj-a-vs-estj-t,3,en:https://fermatmind.com/en/personality/estj-a-vs-estj-t|zh-CN:https://fermatmind.com/zh/personality/estj-a-vs-estj-t|x-default:https://fermatmind.com,1,"ESTJ-A vs ESTJ-T: Traits, Careers, Love & Rarity",7,Executive | Executive | Core traits comparison | Career fit and work style | Relationships and love style | Rarity and identification cues | Quick answers,0,BreadcrumbList|CollectionPage,2,6,1,0,809,0,,
https://fermatmind.com/en/personality/esfj-a,en,en,variant,ESFJ,A,sentinel,P1,200,https://fermatmind.com/en/personality/esfj-a,187478,"ESFJ-A Consul Personality: Traits, Careers & Relationships | FermatMind","Explore the ESFJ-A Consul personality type, including traits, strengths, blind spots, relationships, career fit, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/esfj-a,3,en:https://fermatmind.com/en/personality/esfj-a|zh-CN:https://fermatmind.com/zh/personality/esfj-a|x-default:https://fermatmind.com,1,ESFJ-A Consul Personality,1,Quick answers,18,AboutPage|BreadcrumbList|WebPage,1,7,3,0,1556,0,thin_h2_structure|weak_personality_internal_links,
https://fermatmind.com/en/personality/esfj-t,en,en,variant,ESFJ,T,sentinel,P1,200,https://fermatmind.com/en/personality/esfj-t,187628,"ESFJ-T Consul Personality: Traits, Careers & Relationships | FermatMind","Explore the ESFJ-T Consul personality type, including traits, strengths, blind spots, relationships, career fit, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/esfj-t,3,en:https://fermatmind.com/en/personality/esfj-t|zh-CN:https://fermatmind.com/zh/personality/esfj-t|x-default:https://fermatmind.com,1,ESFJ-T Consul Personality,1,Quick answers,18,AboutPage|BreadcrumbList|WebPage,1,7,3,0,1561,0,thin_h2_structure|weak_personality_internal_links,
https://fermatmind.com/en/personality/esfj-a-vs-esfj-t,en,en,comparison,ESFJ,A_vs_T,sentinel,P0,200,https://fermatmind.com/en/personality/esfj-a-vs-esfj-t,104746,"ESFJ-A vs ESFJ-T: Traits, Careers, Love & Rarity | FermatMind","Compare ESFJ-A and ESFJ-T traits, A/T differences, strengths, blind spots, relationships, career fit, rarity, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/esfj-a-vs-esfj-t,3,en:https://fermatmind.com/en/personality/esfj-a-vs-esfj-t|zh-CN:https://fermatmind.com/zh/personality/esfj-a-vs-esfj-t|x-default:https://fermatmind.com,1,"ESFJ-A vs ESFJ-T: Traits, Careers, Love & Rarity",7,Consul | Consul | Core traits comparison | Career fit and work style | Relationships and love style | Rarity and identification cues | Quick answers,0,BreadcrumbList|CollectionPage,2,6,1,0,810,0,,
https://fermatmind.com/en/personality/istp-a,en,en,variant,ISTP,A,explorer,P1,200,https://fermatmind.com/en/personality/istp-a,187959,"ISTP-A Virtuoso Personality: Traits, Careers & Relationships | FermatMind","Explore the ISTP-A Virtuoso personality type, including traits, strengths, blind spots, relationships, career fit, and how to confirm your type with an MBTI test.","index, follow",https://fermatmind.com/en/personality/istp-a,3,en:https://fermatmind.com/en/personality/istp-a|zh-CN:https://fermatmind.com/zh/personality/istp-a|x-default:https://fermatmind.com,1,ISTP-A Virtuoso Personality,1,Quick answers,18,AboutPage|BreadcrumbList|WebPage,1,7,3,0,1583,0,thin_h2_structure|weak_personality_internal_links,
