sample_id,v1_sample_id,surface,locale,device,base_url,param,synthetic_value,request_url,captured_at,timezone,tool,http_status,final_url,hydrated_canonical,hydrated_og_url,canonical_result,same_origin_link_count,cta_candidate_count,parameterized_internal_link_count,parameterized_cta_link_count,parameterized_same_document_fragment_count,parameterized_unexpected_cross_document_count,parameterized_private_link_count,internal_link_result,cache_control,x_proxy_cache,shared_proxy_cache_result,cache_key_composition,cta_contract_result,cta_live_propagation_result,overall_evidence_result,evidence_level,limitation
CANON-V2-11,CANON-11,personality,zh,mobile,https://fermatmind.com/zh/personality/intp,utm_source,technical_audit,https://fermatmind.com/zh/personality/intp?utm_source=technical_audit,2026-08-10T06:58:03.200Z,Asia/Shanghai,playwright-cli Chromium,200,https://fermatmind.com/zh/personality/intp?utm_source=technical_audit,https://fermatmind.com/zh/personality/intp,https://fermatmind.com/zh/personality/intp,PASS_PARAMETER_FREE_SAME_LOCALE_BASE,57,13,7,0,7,0,0,PASS_NO_UNEXPECTED_CROSS_DOCUMENT_OR_PRIVATE_PROPAGATION,"private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,PASS_SHARED_PROXY_CACHE_BYPASSED,UNKNOWN_NOT_EXPOSED,PASS_APPROVED_PARAM_CONTRACT,FAIL_APPROVED_PARAM_NOT_PROPAGATED_TO_PUBLIC_CTA,FAIL_CTA_LIVE_PROPAGATION,VERIFIED,Read-only hydrated DOM; seven same-document fragments retained the current query; no cross-document non-CTA or private propagation; cache key composition and historical index state unknown.
CANON-V2-12,CANON-12,personality,en,desktop,https://fermatmind.com/en/personality/intp-a,utm_medium,technical_audit,https://fermatmind.com/en/personality/intp-a?utm_medium=technical_audit,2026-08-10T06:58:04.697Z,Asia/Shanghai,playwright-cli Chromium,200,https://fermatmind.com/en/personality/intp-a?utm_medium=technical_audit,https://fermatmind.com/en/personality/intp-a,https://fermatmind.com/en/personality/intp-a,PASS_PARAMETER_FREE_SAME_LOCALE_BASE,77,14,24,0,24,0,0,PASS_NO_UNEXPECTED_CROSS_DOCUMENT_OR_PRIVATE_PROPAGATION,"private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,PASS_SHARED_PROXY_CACHE_BYPASSED,UNKNOWN_NOT_EXPOSED,PASS_APPROVED_PARAM_CONTRACT,FAIL_APPROVED_PARAM_NOT_PROPAGATED_TO_PUBLIC_CTA,FAIL_CTA_LIVE_PROPAGATION,VERIFIED,Read-only hydrated DOM; 24 same-document fragments retained the current query; no cross-document non-CTA or private propagation; cache key composition and historical index state unknown.
CANON-V2-13,CANON-13,article,zh,mobile,https://fermatmind.com/zh/articles/mbti-basics,utm_campaign,technical_audit,https://fermatmind.com/zh/articles/mbti-basics?utm_campaign=technical_audit,2026-08-10T06:58:05.998Z,Asia/Shanghai,playwright-cli Chromium,200,https://fermatmind.com/zh/articles/mbti-basics?utm_campaign=technical_audit,https://fermatmind.com/zh/articles/mbti-basics,https://fermatmind.com/zh/articles/mbti-basics,PASS_PARAMETER_FREE_SAME_LOCALE_BASE,58,16,8,8,0,0,0,PASS_NO_UNEXPECTED_CROSS_DOCUMENT_OR_PRIVATE_PROPAGATION,"private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,PASS_SHARED_PROXY_CACHE_BYPASSED,UNKNOWN_NOT_EXPOSED,PASS_APPROVED_PARAM_CONTRACT,PASS_APPROVED_PARAM_PROPAGATED_TO_PUBLIC_CTA,PASS,VERIFIED,Read-only hydrated DOM; shared proxy bypass verified; upstream/app cache key composition and historical index state unknown; no click or submit.
CANON-V2-14,CANON-14,article,en,desktop,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,utm_term,technical_audit,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test?utm_term=technical_audit,2026-08-10T06:58:07.272Z,Asia/Shanghai,playwright-cli Chromium,200,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test?utm_term=technical_audit,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test,PASS_PARAMETER_FREE_SAME_LOCALE_BASE,36,9,1,1,0,0,0,PASS_NO_UNEXPECTED_CROSS_DOCUMENT_OR_PRIVATE_PROPAGATION,"private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,PASS_SHARED_PROXY_CACHE_BYPASSED,UNKNOWN_NOT_EXPOSED,PASS_APPROVED_PARAM_CONTRACT,PASS_APPROVED_PARAM_PROPAGATED_TO_PUBLIC_CTA,PASS,VERIFIED,Read-only hydrated DOM; shared proxy bypass verified; upstream/app cache key composition and historical index state unknown; no click or submit.
CANON-V2-15,CANON-15,homepage,neutral,mobile,https://fermatmind.com/,utm_content,technical_audit,https://fermatmind.com/?utm_content=technical_audit,2026-08-10T06:58:08.435Z,Asia/Shanghai,playwright-cli Chromium,200,https://fermatmind.com/?utm_content=technical_audit,https://fermatmind.com/,https://fermatmind.com,PASS_PARAMETER_FREE_SAME_LOCALE_BASE,51,15,0,0,0,0,0,PASS_NO_UNEXPECTED_CROSS_DOCUMENT_OR_PRIVATE_PROPAGATION,"private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,PASS_SHARED_PROXY_CACHE_BYPASSED,UNKNOWN_NOT_EXPOSED,PASS_APPROVED_PARAM_CONTRACT,FAIL_APPROVED_PARAM_NOT_PROPAGATED_TO_PUBLIC_CTA,FAIL_CTA_LIVE_PROPAGATION,VERIFIED,Read-only hydrated DOM; shared proxy bypass verified; upstream/app cache key composition and historical index state unknown; no click or submit.
CANON-V2-16,CANON-16,tests_hub,en,desktop,https://fermatmind.com/en/tests,gclid,technical_audit,https://fermatmind.com/en/tests?gclid=technical_audit,2026-08-10T06:58:09.591Z,Asia/Shanghai,playwright-cli Chromium,200,https://fermatmind.com/en/tests?gclid=technical_audit,https://fermatmind.com/en/tests,https://fermatmind.com/en/tests,PASS_PARAMETER_FREE_SAME_LOCALE_BASE,39,14,0,0,0,0,0,PASS_NO_UNEXPECTED_CROSS_DOCUMENT_OR_PRIVATE_PROPAGATION,"private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,PASS_SHARED_PROXY_CACHE_BYPASSED,UNKNOWN_NOT_EXPOSED,PASS_APPROVED_PARAM_CONTRACT,FAIL_APPROVED_PARAM_NOT_PROPAGATED_TO_PUBLIC_CTA,FAIL_CTA_LIVE_PROPAGATION,VERIFIED,Read-only hydrated DOM; shared proxy bypass verified; upstream/app cache key composition and historical index state unknown; no click or submit.
CANON-V2-17,CANON-17,mbti,zh,mobile,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,fbclid,technical_audit,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types?fbclid=technical_audit,2026-08-10T06:58:10.960Z,Asia/Shanghai,playwright-cli Chromium,200,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types?fbclid=technical_audit,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,PASS_PARAMETER_FREE_SAME_LOCALE_BASE,51,15,6,6,0,0,0,PASS_NO_UNEXPECTED_CROSS_DOCUMENT_OR_PRIVATE_PROPAGATION,"private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,PASS_SHARED_PROXY_CACHE_BYPASSED,UNKNOWN_NOT_EXPOSED,PASS_APPROVED_PARAM_CONTRACT,PASS_APPROVED_PARAM_PROPAGATED_TO_PUBLIC_CTA,PASS,VERIFIED,Read-only hydrated DOM; shared proxy bypass verified; upstream/app cache key composition and historical index state unknown; no click or submit.
CANON-V2-18,CANON-18,riasec,en,desktop,https://fermatmind.com/en/tests/holland-career-interest-test-riasec,msclkid,technical_audit,https://fermatmind.com/en/tests/holland-career-interest-test-riasec?msclkid=technical_audit,2026-08-10T06:58:12.197Z,Asia/Shanghai,playwright-cli Chromium,200,https://fermatmind.com/en/tests/holland-career-interest-test-riasec?msclkid=technical_audit,https://fermatmind.com/en/tests/holland-career-interest-test-riasec,https://fermatmind.com/en/tests/holland-career-interest-test-riasec,PASS_PARAMETER_FREE_SAME_LOCALE_BASE,42,14,6,6,0,0,0,PASS_NO_UNEXPECTED_CROSS_DOCUMENT_OR_PRIVATE_PROPAGATION,"private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,PASS_SHARED_PROXY_CACHE_BYPASSED,UNKNOWN_NOT_EXPOSED,PASS_APPROVED_PARAM_CONTRACT,PASS_APPROVED_PARAM_PROPAGATED_TO_PUBLIC_CTA,PASS,VERIFIED,Read-only hydrated DOM; shared proxy bypass verified; upstream/app cache key composition and historical index state unknown; no click or submit.
CANON-V2-19,CANON-19,big_five,zh,mobile,https://fermatmind.com/zh/personality/big-five,ref,technical_audit,https://fermatmind.com/zh/personality/big-five?ref=technical_audit,2026-08-10T06:58:13.557Z,Asia/Shanghai,playwright-cli Chromium,200,https://fermatmind.com/zh/personality/big-five?ref=technical_audit,https://fermatmind.com/zh/personality/big-five,https://fermatmind.com/zh/personality/big-five,PASS_PARAMETER_FREE_SAME_LOCALE_BASE,48,9,1,0,1,0,0,PASS_NO_UNEXPECTED_CROSS_DOCUMENT_OR_PRIVATE_PROPAGATION,"private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,PASS_SHARED_PROXY_CACHE_BYPASSED,UNKNOWN_NOT_EXPOSED,UNKNOWN_NOT_IN_APPROVED_ATTRIBUTION_CONTRACT,UNKNOWN_NOT_IN_APPROVED_ATTRIBUTION_CONTRACT,UNKNOWN_CTA_CONTRACT,VERIFIED,Read-only hydrated DOM; one same-document fragment retained the current query; no cross-document or private propagation; cache key composition and historical index state unknown.
CANON-V2-20,CANON-20,article,en,desktop,https://fermatmind.com/en/articles/are-infj-men-rare-or-socially-silenced,source,technical_audit,https://fermatmind.com/en/articles/are-infj-men-rare-or-socially-silenced?source=technical_audit,2026-08-10T06:58:14.796Z,Asia/Shanghai,playwright-cli Chromium,200,https://fermatmind.com/en/articles/are-infj-men-rare-or-socially-silenced?source=technical_audit,https://fermatmind.com/en/articles/are-infj-men-rare-or-socially-silenced,https://fermatmind.com/en/articles/are-infj-men-rare-or-socially-silenced,PASS_PARAMETER_FREE_SAME_LOCALE_BASE,38,9,0,0,0,0,0,PASS_NO_UNEXPECTED_CROSS_DOCUMENT_OR_PRIVATE_PROPAGATION,"private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,PASS_SHARED_PROXY_CACHE_BYPASSED,UNKNOWN_NOT_EXPOSED,UNKNOWN_NOT_IN_APPROVED_ATTRIBUTION_CONTRACT,UNKNOWN_NOT_IN_APPROVED_ATTRIBUTION_CONTRACT,UNKNOWN_CTA_CONTRACT,VERIFIED,Read-only hydrated DOM; shared proxy bypass verified; upstream/app cache key composition and historical index state unknown; no click or submit.
