seed_ordinal,slug,locale,title_en,title_zh,page_url,api_url,page_status,api_status,title,description,h1,canonical,canonical_ok,noindex,faq_signals,source_signals,present_intents,missing_intents,internal_leakage
6,adapted-physical-education-specialists,zh-CN,Adapted Physical Education Specialists,专家教育,https://fermatmind.com/zh/career/jobs/adapted-physical-education-specialists,https://api.fermatmind.com/api/v0.5/career/jobs/adapted-physical-education-specialists?locale=zh-CN,200,200,专家教育 | FermatMind,Career overview and next steps for 专家教育.,适应性体育教育专家,https://fermatmind.com/zh/career/jobs/adapted-physical-education-specialists,true,false,如何判断是否适合|适应性体育教育专家薪资与就业参考|欧盟语境边界|影响薪资的因素|来源|最容易被 AI 加速的工作流|人的责任边界|怎么准备|相邻职业比较|常见问题|适应性体育教育专家适合什么性格？|资料来源与更新说明,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,what-is|salary|career-path|skills|AI-impact|fit|adjacent|education|certification,,false
6,adapted-physical-education-specialists,en,Adapted Physical Education Specialists,专家教育,https://fermatmind.com/en/career/jobs/adapted-physical-education-specialists,https://api.fermatmind.com/api/v0.5/career/jobs/adapted-physical-education-specialists?locale=en,200,200,Adapted Physical Education Specialists | FermatMind,Career overview and next steps for Adapted Physical Education Specialists.,Adapted Physical Education Specialists,https://fermatmind.com/en/career/jobs/adapted-physical-education-specialists,true,false,How to Decide Whether This Career Fits You|Fit map|RIASEC Fit|Personality Fit|Adapted Physical Education Specialists salary and outlook reference|Salary drivers|Workflows AI may accelerate|Next: verify fit with FermatMind tests|Adjacent Career Comparison|FAQ|What does Adapted Physical Education Specialists do?|What personality fits Adapted Physical Education Specialists?,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,what-is|salary|career-path|skills|AI-impact|fit|adjacent|education|certification,,false
7,adhesive-bonding-machine-operators-and-tenders,zh-CN,Adhesive Bonding Machine Operators And Tenders,机器操作员看护员,https://fermatmind.com/zh/career/jobs/adhesive-bonding-machine-operators-and-tenders,https://api.fermatmind.com/api/v0.5/career/jobs/adhesive-bonding-machine-operators-and-tenders?locale=zh-CN,200,200,机器操作员看护员 | FermatMind,Career overview and next steps for 机器操作员看护员.,粘合设备操作员与看护员,https://fermatmind.com/zh/career/jobs/adhesive-bonding-machine-operators-and-tenders,true,false,如何判断是否适合|粘合设备操作员与看护员薪资与就业参考|欧盟语境边界|影响薪资的因素|来源|最容易被 AI 加速的工作流|人的责任边界|怎么准备|相邻职业比较|常见问题|粘合设备操作员与看护员适合什么性格？|资料来源与更新说明,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,what-is|salary|career-path|skills|AI-impact|fit|adjacent|certification,education,false
7,adhesive-bonding-machine-operators-and-tenders,en,Adhesive Bonding Machine Operators And Tenders,机器操作员看护员,https://fermatmind.com/en/career/jobs/adhesive-bonding-machine-operators-and-tenders,https://api.fermatmind.com/api/v0.5/career/jobs/adhesive-bonding-machine-operators-and-tenders?locale=en,200,200,Adhesive Bonding Machine Operators And Tenders | FermatMind,Career overview and next steps for Adhesive Bonding Machine Operators And Tenders.,Adhesive Bonding Machine Operators and Tenders,https://fermatmind.com/en/career/jobs/adhesive-bonding-machine-operators-and-tenders,true,false,How to Decide Whether This Career Fits You|Fit map|RIASEC Fit|Personality Fit|Adhesive Bonding Machine Operators And Tenders salary and outlook reference|Salary drivers|Workflows AI may accelerate|Next: verify fit with FermatMind tests|Adjacent Career Comparison|FAQ|What personality fits Adhesive Bonding Machine Operators and Tenders?|What are the main risks of Adhesive Bonding Machine Operators and Tenders?,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,what-is|salary|career-path|skills|AI-impact|fit|adjacent|education|certification,,false
8,administrative-law-judges-adjudicators-and-hearing-officers,zh-CN,"Administrative Law Judges, Adjudicators, And Hearing Officers",行政法官、官,https://fermatmind.com/zh/career/jobs/administrative-law-judges-adjudicators-and-hearing-officers,https://api.fermatmind.com/api/v0.5/career/jobs/administrative-law-judges-adjudicators-and-hearing-officers?locale=zh-CN,200,200,行政法官、官 | FermatMind,Career overview and next steps for 行政法官、官.,行政法法官、裁决员与听证官,https://fermatmind.com/zh/career/jobs/administrative-law-judges-adjudicators-and-hearing-officers,true,false,如何判断是否适合|行政法法官、裁决员与听证官薪资与就业参考|欧盟语境边界|影响薪资的因素|来源|最容易被 AI 加速的工作流|人的责任边界|怎么准备|相邻职业比较|常见问题|行政法法官、裁决员与听证官适合什么性格？|资料来源与更新说明,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,what-is|salary|career-path|skills|AI-impact|fit|adjacent|certification,education,false
8,administrative-law-judges-adjudicators-and-hearing-officers,en,"Administrative Law Judges, Adjudicators, And Hearing Officers",行政法官、官,https://fermatmind.com/en/career/jobs/administrative-law-judges-adjudicators-and-hearing-officers,https://api.fermatmind.com/api/v0.5/career/jobs/administrative-law-judges-adjudicators-and-hearing-officers?locale=en,200,200,"Administrative Law Judges, Adjudicators, And Hearing Officers | FermatMind","Career overview and next steps for Administrative Law Judges, Adjudicators, And Hearing Officers.","Administrative Law Judges, Adjudicators, and Hearing Officers",https://fermatmind.com/en/career/jobs/administrative-law-judges-adjudicators-and-hearing-officers,true,false,"How to Decide Whether This Career Fits You|Fit map|RIASEC Fit|Personality Fit|Administrative Law Judges, Adjudicators, And Hearing Officers salary and outlook reference|Salary drivers|Workflows AI may accelerate|Next: verify fit with FermatMind tests|Adjacent Career Comparison|FAQ|What personality fits Administrative Law Judges, Adjudicators, and Hearing Officers?|What are the main risks of Administrative Law Judges, Adjudicators, and Hearing Officers?",O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,what-is|salary|career-path|skills|AI-impact|fit|adjacent|education|certification,,false
9,administrative-services-managers,zh-CN,Administrative Services Managers,行政服务经理,https://fermatmind.com/zh/career/jobs/administrative-services-managers,https://api.fermatmind.com/api/v0.5/career/jobs/administrative-services-managers?locale=zh-CN,200,200,行政服务经理 | FermatMind,Career overview and next steps for 行政服务经理.,行政服务与设施经理,https://fermatmind.com/zh/career/jobs/administrative-services-managers,true,false,如何判断是否适合|行政服务经理薪资与就业参考|欧盟语境边界|影响薪资的因素|来源|最容易被 AI 加速的工作流|人的责任边界|怎么准备|相邻职业比较|常见问题|行政服务与设施经理适合什么性格？|资料来源与更新说明,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,what-is|salary|career-path|skills|AI-impact|fit|adjacent|certification,education,false
9,administrative-services-managers,en,Administrative Services Managers,行政服务经理,https://fermatmind.com/en/career/jobs/administrative-services-managers,https://api.fermatmind.com/api/v0.5/career/jobs/administrative-services-managers?locale=en,200,200,Administrative Services Managers | FermatMind,Career overview and next steps for Administrative Services Managers.,Administrative Services and Facilities Managers,https://fermatmind.com/en/career/jobs/administrative-services-managers,true,false,How to Decide Whether This Career Fits You|Fit map|RIASEC Fit|Personality Fit|Administrative Services Managers salary and outlook reference|Salary drivers|Workflows AI may accelerate|Next: verify fit with FermatMind tests|Adjacent Career Comparison|FAQ|What personality fits Administrative Services and Facilities Managers?|What are the main risks of Administrative Services and Facilities Managers?,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,what-is|salary|career-path|skills|AI-impact|fit|adjacent|education|certification,,false
10,adult-literacy-and-ged-teachers,zh-CN,Adult Basic and Secondary Education and ESL Teachers,成人基础与中等教育及ESL教师适合谁？,https://fermatmind.com/zh/career/jobs/adult-literacy-and-ged-teachers,https://api.fermatmind.com/api/v0.5/career/jobs/adult-literacy-and-ged-teachers?locale=zh-CN,200,200,成人基础与中等教育及ESL教师适合谁？ | FermatMind,Career overview and next steps for 成人基础与中等教育及ESL教师适合谁？.,成人基础与中等教育及ESL教师,https://fermatmind.com/zh/career/jobs/adult-literacy-and-ged-teachers,true,false,如何判断是否适合|成人基础与中等教育及ESL教师薪资与就业参考|欧盟语境边界|影响薪资的因素|来源|最容易被 AI 加速的工作流|人的责任边界|怎么准备|相邻职业比较|常见问题|成人基础与中等教育及ESL教师适合什么性格？|资料来源与更新说明,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,what-is|salary|career-path|skills|AI-impact|fit|adjacent|education|certification,,false
10,adult-literacy-and-ged-teachers,en,Adult Basic and Secondary Education and ESL Teachers,成人基础与中等教育及ESL教师适合谁？,https://fermatmind.com/en/career/jobs/adult-literacy-and-ged-teachers,https://api.fermatmind.com/api/v0.5/career/jobs/adult-literacy-and-ged-teachers?locale=en,200,200,Adult Basic and Secondary Education and ESL Teachers | FermatMind,Career overview and next steps for Adult Basic and Secondary Education and ESL Teachers.,Adult Basic and Secondary Education and ESL Teachers,https://fermatmind.com/en/career/jobs/adult-literacy-and-ged-teachers,true,false,How to Decide Whether This Career Fits You|Fit map|RIASEC Fit|Personality Fit|Adult Basic and Secondary Education and ESL Teachers salary and outlook reference|Salary drivers|Workflows AI may accelerate|Next: verify fit with FermatMind tests|Adjacent Career Comparison|FAQ|What does Adult Basic and Secondary Education and ESL Teachers do?|What personality fits Adult Basic and Secondary Education and ESL Teachers?,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,what-is|salary|career-path|skills|AI-impact|fit|adjacent|education|certification,,false
11,adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,zh-CN,"Adult Basic Education, Adult Secondary Education, And English As A Second Language Instructors",成人基础教育、成人中等教育、英语作为第二语言,https://fermatmind.com/zh/career/jobs/adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,https://api.fermatmind.com/api/v0.5/career/jobs/adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors?locale=zh-CN,200,200,成人基础教育、成人中等教育、英语作为第二语言 | FermatMind,Career overview and next steps for 成人基础教育、成人中等教育、英语作为第二语言.,成人基础教育、成人中等教育与ESL教师,https://fermatmind.com/zh/career/jobs/adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,true,false,如何判断是否适合|成人基础教育、成人中等教育与ESL教师薪资与就业参考|欧盟语境边界|影响薪资的因素|来源|最容易被 AI 加速的工作流|人的责任边界|怎么准备|相邻职业比较|常见问题|成人基础教育、成人中等教育与ESL教师适合什么性格？|资料来源与更新说明,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,what-is|salary|career-path|skills|AI-impact|fit|adjacent|education|certification,,false
11,adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,en,"Adult Basic Education, Adult Secondary Education, And English As A Second Language Instructors",成人基础教育、成人中等教育、英语作为第二语言,https://fermatmind.com/en/career/jobs/adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,https://api.fermatmind.com/api/v0.5/career/jobs/adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors?locale=en,200,200,"Adult Basic Education, Adult Secondary Education, And English As A Second Language Instructors | FermatMind","Career overview and next steps for Adult Basic Education, Adult Secondary Education, And English As A Second Language Instructors.","Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",https://fermatmind.com/en/career/jobs/adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,true,false,"How to Decide Whether This Career Fits You|Fit map|RIASEC Fit|Personality Fit|Adult Basic Education, Adult Secondary Education, And English As A Second Language Instructors salary and outlook reference|Salary drivers|Workflows AI may accelerate|Next: verify fit with FermatMind tests|Adjacent Career Comparison|FAQ|What does Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors do?|What personality fits Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors?",O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,what-is|salary|career-path|skills|AI-impact|fit|adjacent|education|certification,,false
12,advanced-practice-psychiatric-nurses,zh-CN,Advanced Practice Psychiatric Nurses,精神科护士,https://fermatmind.com/zh/career/jobs/advanced-practice-psychiatric-nurses,https://api.fermatmind.com/api/v0.5/career/jobs/advanced-practice-psychiatric-nurses?locale=zh-CN,200,200,精神科护士 | FermatMind,Career overview and next steps for 精神科护士.,高级实践精神科护士,https://fermatmind.com/zh/career/jobs/advanced-practice-psychiatric-nurses,true,false,如何判断是否适合|高级实践精神科护士薪资与就业参考|欧盟语境边界|影响薪资的因素|来源|最容易被 AI 加速的工作流|人的责任边界|怎么准备|相邻职业比较|常见问题|高级实践精神科护士适合什么性格？|资料来源与更新说明,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,what-is|salary|career-path|skills|AI-impact|fit|adjacent|education|certification,,false
12,advanced-practice-psychiatric-nurses,en,Advanced Practice Psychiatric Nurses,精神科护士,https://fermatmind.com/en/career/jobs/advanced-practice-psychiatric-nurses,https://api.fermatmind.com/api/v0.5/career/jobs/advanced-practice-psychiatric-nurses?locale=en,200,200,Advanced Practice Psychiatric Nurses | FermatMind,Career overview and next steps for Advanced Practice Psychiatric Nurses.,Advanced Practice Psychiatric Nurses,https://fermatmind.com/en/career/jobs/advanced-practice-psychiatric-nurses,true,false,How to Decide Whether This Career Fits You|Fit map|RIASEC Fit|Personality Fit|Advanced Practice Psychiatric Nurses salary and outlook reference|Salary drivers|Workflows AI may accelerate|Next: verify fit with FermatMind tests|Adjacent Career Comparison|FAQ|What personality fits Advanced Practice Psychiatric Nurses?|What are the main risks of Advanced Practice Psychiatric Nurses?,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,what-is|salary|career-path|skills|AI-impact|fit|adjacent|education|certification,,false
13,advertising-and-promotions-managers,zh-CN,Advertising And Promotions Managers,广告与促销经理,https://fermatmind.com/zh/career/jobs/advertising-and-promotions-managers,https://api.fermatmind.com/api/v0.5/career/jobs/advertising-and-promotions-managers?locale=zh-CN,200,200,广告与促销经理 | FermatMind,Career overview and next steps for 广告与促销经理.,广告与促销经理,https://fermatmind.com/zh/career/jobs/advertising-and-promotions-managers,true,false,如何判断是否适合|广告与促销经理薪资与就业参考|欧盟语境边界|影响薪资的因素|来源|最容易被 AI 加速的工作流|人的责任边界|怎么准备|常见问题|广告与促销经理适合什么性格？|资料来源与更新说明,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,what-is|salary|career-path|skills|AI-impact|fit|adjacent|certification,education,false
13,advertising-and-promotions-managers,en,Advertising And Promotions Managers,广告与促销经理,https://fermatmind.com/en/career/jobs/advertising-and-promotions-managers,https://api.fermatmind.com/api/v0.5/career/jobs/advertising-and-promotions-managers?locale=en,200,200,Advertising And Promotions Managers | FermatMind,Career overview and next steps for Advertising And Promotions Managers.,Advertising and Promotions Managers,https://fermatmind.com/en/career/jobs/advertising-and-promotions-managers,true,false,How to Decide Whether This Career Fits You|Fit map|RIASEC Fit|Personality Fit|Advertising And Promotions Managers salary and outlook reference|Salary drivers|Workflows AI may accelerate|Next: verify fit with FermatMind tests|Adjacent Career Comparison|FAQ|What personality fits Advertising and Promotions Managers?|What are the main risks of Advertising and Promotions Managers?,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,what-is|salary|career-path|skills|AI-impact|fit|adjacent|education|certification,,false
14,advertising-sales-agents,zh-CN,Advertising Sales Agents,广告销售代表适合谁？,https://fermatmind.com/zh/career/jobs/advertising-sales-agents,https://api.fermatmind.com/api/v0.5/career/jobs/advertising-sales-agents?locale=zh-CN,200,200,广告销售代表适合谁？ | FermatMind,Career overview and next steps for 广告销售代表适合谁？.,广告销售代表,https://fermatmind.com/zh/career/jobs/advertising-sales-agents,true,false,广告销售代表薪资与就业参考|欧盟语境边界|影响薪资的因素|来源|最容易被 AI 加速的工作流|人的责任边界|怎么准备|资料来源与更新说明,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,what-is|salary|career-path|skills|AI-impact|fit|adjacent|certification,education,false
14,advertising-sales-agents,en,Advertising Sales Agents,广告销售代表适合谁？,https://fermatmind.com/en/career/jobs/advertising-sales-agents,https://api.fermatmind.com/api/v0.5/career/jobs/advertising-sales-agents?locale=en,200,200,Advertising Sales Agents | FermatMind,Career overview and next steps for Advertising Sales Agents.,Advertising Sales Agents,https://fermatmind.com/en/career/jobs/advertising-sales-agents,true,false,How to Decide Whether This Career Fits You|Fit map|RIASEC Fit|Personality Fit|Advertising Sales Agents salary and outlook reference|Salary drivers|Workflows AI may accelerate|Next: verify fit with FermatMind tests|Adjacent Career Comparison|FAQ|What personality fits Advertising Sales Agents?|What are the main risks of Advertising Sales Agents?,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,what-is|salary|career-path|skills|AI-impact|fit|adjacent|education|certification,,false
15,advertising-promotions-and-marketing-managers,zh-CN,"Advertising, Promotions, and Marketing Managers",广告、促销与市场经理适合谁？,https://fermatmind.com/zh/career/jobs/advertising-promotions-and-marketing-managers,https://api.fermatmind.com/api/v0.5/career/jobs/advertising-promotions-and-marketing-managers?locale=zh-CN,200,200,广告、促销与市场经理适合谁？ | FermatMind,Career overview and next steps for 广告、促销与市场经理适合谁？.,广告、促销与市场经理,https://fermatmind.com/zh/career/jobs/advertising-promotions-and-marketing-managers,true,false,如何判断是否适合|广告、促销与市场经理薪资与就业参考|欧盟语境边界|影响薪资的因素|来源|最容易被 AI 加速的工作流|人的责任边界|怎么准备|常见问题|广告、促销与市场经理适合什么性格？|资料来源与更新说明,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,what-is|salary|career-path|skills|AI-impact|fit|adjacent|certification,education,false
15,advertising-promotions-and-marketing-managers,en,"Advertising, Promotions, and Marketing Managers",广告、促销与市场经理适合谁？,https://fermatmind.com/en/career/jobs/advertising-promotions-and-marketing-managers,https://api.fermatmind.com/api/v0.5/career/jobs/advertising-promotions-and-marketing-managers?locale=en,200,200,"Advertising, Promotions, and Marketing Managers | FermatMind","Career overview and next steps for Advertising, Promotions, and Marketing Managers.","Advertising, Promotions, and Marketing Managers",https://fermatmind.com/en/career/jobs/advertising-promotions-and-marketing-managers,true,false,"How to Decide Whether This Career Fits You|Fit map|RIASEC Fit|Personality Fit|Advertising, Promotions, and Marketing Managers salary and outlook reference|Salary drivers|Workflows AI may accelerate|Next: verify fit with FermatMind tests|Adjacent Career Comparison|FAQ|What personality fits Advertising, Promotions, and Marketing Managers?|What are the main risks of Advertising, Promotions, and Marketing Managers?",O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,what-is|salary|career-path|skills|AI-impact|fit|adjacent|education|certification,,false
16,aerospace-engineering-and-operations-technicians,zh-CN,Aerospace Engineering and Operations Technologists and Technicians,航空航天工程与运营技术员适合谁？,https://fermatmind.com/zh/career/jobs/aerospace-engineering-and-operations-technicians,https://api.fermatmind.com/api/v0.5/career/jobs/aerospace-engineering-and-operations-technicians?locale=zh-CN,200,200,航空航天工程与运营技术员适合谁？ | FermatMind,Career overview and next steps for 航空航天工程与运营技术员适合谁？.,航空航天工程与运营技术员,https://fermatmind.com/zh/career/jobs/aerospace-engineering-and-operations-technicians,true,false,如何判断是否适合|航空航天工程与运营技术员薪资与就业参考|欧盟语境边界|影响薪资的因素|来源|最容易被 AI 加速的工作流|人的责任边界|怎么准备|相邻职业比较|常见问题|航空航天工程与运营技术员适合什么性格？|资料来源与更新说明,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,what-is|salary|career-path|skills|AI-impact|fit|adjacent|certification,education,false
